順位,タイトル,巻数,発売日
89,天幕のジャードゥーガル　6 (ボニータ・コミックス),6,2026-07-15
142,冒険家になろう！～スキルボードでダンジョン攻略～（コミック） ： 13 (モンスターコミックス),13,2026-07-15
384,欠けた月のメルセデス～吸血鬼の貴族に転生したけど捨てられそうなのでダンジョンを制覇する～@COMIC 第6巻【電子書籍限定描き下ろしマンガ付き】 (コロナ・コミックス),6,2026-07-15
525,嘘彼氏でもいいからとにかくシたいましろちゃん(3) (メテオCOMICS),3,2026-07-15
793,みことちゃんは嫌われたくない！６ (コミックエッセイ),,2026-07-15
848,コミュ障、異世界へ行く 8巻 (LINEコミックス),8,2026-07-15
931,僕は今すぐ前世の記憶を捨てたい。～憧れの田舎は人外魔境でした～@COMIC 第5巻 (コロナ・コミックス),5,2026-07-15
1200,護！ニンゲンの飼い方 (コミックエッセイ),,2026-07-15
1500,もっと！天幕のジャードゥーガル (ボニータ・コミックス),,2026-07-15
1780,勇者パーティーにかわいい子がいたので、告白してみた。（コミック） ： 14 (モンスターコミックス),14,2026-07-15
1980,異世界パパ活おじさん（コミック） ： 10 (モンスターコミックス),10,2026-07-15
2085,アフターグロウ(2) 限定版 (gateauコミックス),2,2026-07-15
2436,うちらはマブダチseason4 マゼンダ先生とわたし,,2026-07-15
3600,珍獣のお医者さん 5巻 (ハルタコミックス),5,2026-07-15
3791,ボクとおば～のフシギな話　4 (ボーダーコミックス),4,2026-07-15
3935,追放された不遇職『色使い』が世界を塗り替えるまで ～美少女だらけのSランクパーティーで最強スキルの本当の使い方を知り無双する～(3) (メテオCOMICS),3,2026-07-15
4311,俺だけ超天才錬金術師　ゆる～いアトリエ生活始めました（コミック） ： 10 (モンスターコミックス),10,2026-07-15
5251,隠れ転生@COMIC 第4巻 (コロナ・コミックス),4,2026-07-15
5671,辺境に追放されて50年の大賢者は若返り、二度目の英雄伝説が始まる。（コミック） ： 2 (モンスターコミックス),2,2026-07-15
6118,悪役令嬢に転生したと思ったら、シンデレラの義姉でした ～シンデレラオタクの異世界転生～ 8巻 (マッグガーデンコミックスavarusシリーズ),8,2026-07-15
7331,一般兵士が転生特典に『無限再生』を貰った結果、数多の美女に狙われた（コミック）　２ (GAコミック),2,2026-07-15
7517,魔法少女♡三十路(7) (ヒーローズコミックス　ふらっと),7,2026-07-15
7543,優等生の制服のなか@プロポーズ (gateauコミックス),,2026-07-15
10944,社内恋愛の相手は俺ですけど？2 (gateauコミックス),,2026-07-15
11196,社内恋愛の相手は俺ですけど？1 新装版 (gateauコミックス),,2026-07-15
12550,学園のマドンナの渡辺さんが、なぜか毎週予定を聞いてくる@COMIC 第2巻【電子書籍限定描き下ろしイラスト特典付き】 (コロナ・コミックス),2,2026-07-15
12804,殺人鬼狩り@COMIC 第2巻 (コロナ・コミックス),2,2026-07-15
13085,ダンス イン ザ ヴァンパイアバンド エイジ オブ スカーレット オーダー 21 (コロナ・コミックス),21,2026-07-15
15071,ＭＡＩＤｅｓ─メイデス─メイド、地獄の戦場に転送される。固有のゴミ収集魔法で、最弱クラスのまま人類最強に。@COMIC 第3巻 ＭＡＩＤｅｓーメイデスーメイド、地獄の戦場に転送される。固有のゴミ収集魔法で、最弱クラスのまま人類最強に。@COMIC (コロナ・コミックス),3,2026-07-15
15396,蒼の御使い 4 (4) (ボニータコミックス),4,2026-07-15
16532,君たち愛が重すぎる。　1 (プリンセス・コミックス),1,2026-07-15
16723,Barありさかへようこそ！(1) (HOWLコミックス),1,2026-07-15
17260,ありがとうチート！～トンズラ幼女はマイペースに異世界を堪能することにしました～@COMIC 第1巻 (コロナ・コミックス),1,2026-07-15
17786,お飾り聖女のはずが、真の力に目覚めたようです THE COMIC 3巻 (マッグガーデンコミックスavarusシリーズ),3,2026-07-15
18138,どうせなら彼岸まで (gateauコミックス),,2026-07-15
19868,Bounty Parade～CR Mondo side:Another～(1) (HOWLコミックス),1,2026-07-15
20045,ヒャッハーな幼馴染達と始めるVRMMO@COMIC 第2巻 (コロナ・コミックス),2,2026-07-15
20666,私を裏切ったはずの公爵様が離婚してくれません (2) (フレックスコミックス),2,2026-07-15
20834,君と家族みたいなそれ以上 (gateauコミックス),1,2026-07-15
21627,30代になった私は今日もなんとかやっている。 (はちみつコミックエッセイ),,2026-07-15
22745,溺れるほど愛されて、幸せになってみせますわ！アンソロジーコミック 26巻 (COMIC ROOM),26,2026-07-15
23756,グッドナイト、アイラブユー　3 (ボニータ・コミックス),3,2026-07-15
24600,私はいったい何役令嬢なんでしょう！？～大変恐れ入りますが、営業スキルで異世界攻略いたします～【電子単行本】　5 (プリンセス・コミックス　プチプリ),5,2026-07-15
24629,【分冊版】服飾師ルチアはあきらめない ～今日から始める幸服計画～ 第41話 (FWコミックスオルタ),,2026-07-15
25411,追放された不遇職『色使い』が世界を塗り替えるまで ~美少女だらけのSランクパーティーで最強スキルの本当の使い方を知り無双する~ (3) (メテオCOMICS),3,2026-07-15
26935,スパダリ未満、彼氏以上。 (BaLmyコミックス),1,2026-07-15
27387,おとなの初恋【マイクロ】（４６） (フラワーコミックス),46,2026-07-15
27423,ダンジョンマスター班目～普通にやっても無理そうだからカジノ作ることにした～@COMIC 第2巻 (コロナ・コミックス),2,2026-07-15
30645,死に戻りの薔薇姫は敵国の公爵に溺愛される (1) (ポラリスCOMICS),1,2026-07-15
31005,散り損ないのヒラエス(3) (ヒーローズコミックス ふらっと),3,2026-07-15
31840,優しくイジめて溶かして混ぜて【12P小冊子】 (gateauコミックス),,2026-07-15
32186,小悪魔JKサイコ第26話 (サイコワコミック),,2026-07-15
32235,シーサイド・コール【電子限定描き下ろし漫画付き】 (gateauコミックス),3,2026-07-15
34463,弱肉強食の2500年史 バトルマンガで歴史がざっくりわかる,,2026-07-15
35944,引退したおっさん冒険者、再雇用で最強ギルドマスターになってしまう (2) (フレックスコミックス),2,2026-07-15
36416,彼の世の獣が見る夢は　3 (プリンセス・コミックス),3,2026-07-15
36910,絵画修復師 天野洋子 (1) (ハルタコミックス),1,2026-07-15
37217,傲慢の時代（コミック）３ (GAコミック),,2026-07-15
37640,国王たちの結婚 上 (Spicy Whip Comics),1,2026-07-15
40144,いただきママ～他人の××は蜜の味～(5) (コミックなにとぞ),5,2026-07-15
40645,ジェヴォーダンという獣～牢獄で女をむさぼる元人間の最凶モンスターは、復讐のプリズンブレイクをくわだてる～(単話版)第11話 (メテオCOMICS),,2026-07-15
40847,青⇔オレンジ［ばら売り］第27話 (花丸漫画),,2026-07-15
41895,学校で有名な三大美少女の憧れは、人気モデルの“女装”した俺らしい@COMIC 第1巻【電子書籍限定描き下ろしイラスト特典付き】 (コロナ・コミックス),1,2026-07-15
42364,国王たちの結婚 下 (Spicy Whip Comics),3,2026-07-15
