タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
リアデイルの大地にて 8 (電撃コミックスNEXT),8,2026-08-27,159,77,+82,51.6
野人転生（１２） (電撃コミックスNEXT),12,2026-08-27,173,103,+70,40.5
転生荷運び人の異世界攻略法【電子単行本】　5 (ヤングチャンピオン・コミックス),5,2026-08-27,352,145,+207,58.8
冒険者パーティーを追放された回復士の少女を拾って育成したら、まさかの最強職業に転職!? おまけに彼女の様子が何やらおかしくて…: 5【イラスト特典付】 (REXコミックス),,2026-08-27,262,199,+63,24
うしろの席のぎゃるに好かれてしまった。（4）　もう俺はダメかもしれない。 (電撃コミックスNEXT),4,2026-08-27,571,264,+307,53.8
ダンジョンが現れて5年、15歳でダンジョンに挑むことにした。　5 (チャンピオンREDコミックス),5,2026-08-27,1308,342,+966,73.9
幼なじみの高校生のあいだに肉体関係は成立するか。（５） (電撃コミックスNEXT),5,2026-08-27,813,344,+469,57.7
エロティカル・ウィザードと12人の花嫁【電子単行本】　4 (ヤングチャンピオン・コミックス),4,2026-08-27,980,378,+602,61.4
リアリスト魔王による聖域なき異世界改革　13 (電撃コミックスNEXT),13,2026-08-27,615,406,+209,34
限界超えの天賦は、転生者にしか扱えない ８　‐オーバーリミット・スキルホルダー‐ (電撃コミックスNEXT),,2026-08-27,892,415,+477,53.5
青春爆走！ ： 7 (アクションコミックス),7,2026-08-27,489,418,+71,14.5
♀ガキとおじさん（５） (電撃コミックスNEXT),5,2026-08-27,765,436,+329,43
夜行堂奇譚 5 (電撃コミックスNEXT),5,2026-08-27,593,466,+127,21.4
ローゼンガーテン・サーガ(15) (ヒーローズコミックス わいるど),15,2026-08-27,3127,472,+2655,84.9
悪役令嬢の父親に転生したので、妻と娘を溺愛します　3 (ヤングチャンピオン・コミックス),3,2026-08-27,2542,703,+1839,72.3
本田鹿の子の本棚 LOVEクラフト篇 (リイドカフェコミックス),,2026-08-27,1083,776,+307,28.3
N 3 (電撃コミックスNEXT),3,2026-08-27,1208,792,+416,34.4
ＳＡＮ値直葬！闇バイト　４巻 (まんがタイムＫＲコミックス),4,2026-08-27,1847,806,+1041,56.4
【電子版】月刊コミック 電撃大王 2026年10月号 [雑誌] 【電子版】電撃大王,,2026-08-27,33614,906,+32708,97.3
TRPGプレイヤーが異世界で最強ビルドを目指す　2　ヘンダーソン氏の福音を (電撃コミックスNEXT),,2026-08-27,2532,1014,+1518,60
転生してあらゆるモノに好かれながら異世界で好きな事をして生きて行く　７ (電撃コミックスNEXT),7,2026-08-27,1549,1021,+528,34.1
死に戻り王女は生き延びるために百合ハーレムを作ることにした(4) (ヒーローズコミックス わいるど),4,2026-08-27,1766,1078,+688,39
Disney Twisted-Wonderland The Comic Episode of Scarabia(2) (Gファンタジーコミックス),2,2026-08-27,1583,1184,+399,25.2
【ダンジョン】人助けしたら、知らんとこでバズってた件【実況】　4 (ヤングチャンピオン・コミックス),4,2026-08-27,4530,1361,+3169,70
おちこぼれフルーツタルト　９巻 (まんがタイムＫＲコミックス),9,2026-08-27,3443,1455,+1988,57.7
【電子版】月刊コミックアライブ 2026年10月号 [雑誌],,2026-08-27,21803,1615,+20188,92.6
きみは終末（2） (電撃コミックスNEXT),2,2026-08-27,4145,1860,+2285,55.1
転生少女の三ツ星レシピ（２）　～崖っぷち食堂の副料理長、はじめました～ (電撃コミックスNEXT),2,2026-08-27,6022,1879,+4143,68.8
四百四鬼 11巻 (デジタル版Gファンタジーコミックス),11,2026-08-27,4900,2110,+2790,56.9
【電子版】月刊コミックキューン 2026年10月号 [雑誌],,2026-08-27,54491,2491,+52000,95.4
アズールレーン びそくぜんしんっ！ (6) 特装版 (REXコミックス),6,2026-08-27,4026,2851,+1175,29.2
ぷらぷらチッケッタ 2 (電撃コミックスNEXT),2,2026-08-27,4434,3201,+1233,27.8
転生無敗の異世界賢者～ゲームのジョブで楽しいセカンドライフ～【電子単行本】　6 (ヤングチャンピオン・コミックス),6,2026-08-27,9461,3509,+5952,62.9
コミック乱 2026年10月号 [雑誌],,2026-08-27,12120,3541,+8579,70.8
配信に致命的に向いていない女の子が迷宮で黙々と人助けする配信 2 (電撃コミックスNEXT),2,2026-08-27,10735,3712,+7023,65.4
オサナナジミとカノジョと ： 4 (アクションコミックス),4,2026-08-27,6779,4027,+2752,40.6
臆病くらげと恋知らず【単行本版／電子限定描き下ろしマンガ付】 臆病くらげと恋知らず【単行本版】 (KiR comics),3,2026-08-27,14998,5148,+9850,65.7
柴崎さんのケモノみち【単行本版／電子限定描き下ろしマンガ付】 柴崎さんのケモノみち【単行本版】 (KiR comics),3,2026-08-27,13557,5277,+8280,61.1
俺様王太子に拾われた崖っぷち令嬢、お飾り側妃になる…はずが溺愛されてます！？　4 (プリンセス・コミックス　プチプリ),4,2026-08-27,11126,5543,+5583,50.2
Comic REX (コミック レックス） 2026年10月号[雑誌],,2026-08-27,15167,7674,+7493,49.4
カノジョをキャラメイク！４ (電撃コミックスNEXT),4,2026-08-27,14738,8022,+6716,45.6
異世界ガイドマップ 1 【クチコミ】を頼りに悠々自適な異世界旅行スローライフを満喫します (電撃コミックスNEXT),,2026-08-27,18565,8580,+9985,53.8
保健室の鍵閉めてっ　２巻 (まんがタイムＫＲコミックス),2,2026-08-27,15723,9768,+5955,37.9
エロアシ: セラフィンコミックス,,2026-08-27,8971,10792,-1821,-20.3
最強召喚士はアラサーおっさん～カードを親に処分されたカードゲーマーの異世界無双～(2) (REXコミックス),2,2026-08-27,11323,11726,-403,-3.6
カムパネルラの塔 ４ (電撃コミックスNEXT),4,2026-08-27,14310,11997,+2313,16.2
アズールレーン びそくぜんしんっ！ (6) (REXコミックス),6,2026-08-27,16629,13374,+3255,19.6
接客修行!! 菩薩ちゃん ： 1 (アクションコミックス),1,2026-08-27,33701,13507,+20194,59.9
初凪ヒメリウム　１ (まんがタイムKRコミックス),1,2026-08-27,28000,15321,+12679,45.3
アクアプエラ-四季ノ森高校水泳部-1 (電撃コミックスNEXT),1,2026-08-27,20387,15367,+5020,24.6
細胞神曲-Cell of Empireo.-A certain “0.5”　2 (MFコミックス　ジーンシリーズ),2,2026-08-27,24870,15531,+9339,37.6
ゲームセンターのこころ　１巻 (まんがタイムＫＲコミックス),1,2026-08-27,26262,15959,+10303,39.2
私はサキュバスじゃありません1 (電撃コミックスNEXT),1,2026-08-27,50058,21893,+28165,56.3
フルボイス！　２巻 (まんがタイムＫＲコミックス),2,2026-08-27,29417,22568,+6849,23.3
溺れるアイスブルー（分冊版） 【第3話】 (＆.Emo comics),,2026-08-27,50777,23891,+26886,52.9
殿様武芸帳 一 (電撃コミックスNEXT),,2026-08-27,32472,24337,+8135,25.1
皇帝の隠し子の令嬢は暴れん坊公爵令息の手綱を握る。 1 (1) (プリンセスコミックス),1,2026-08-27,49904,24371,+25533,51.2
アメと傷２　引退勇者は拾われエルフと復讐の旅に出る (電撃コミックスNEXT),,2026-08-27,27271,29832,-2561,-9.4
雇われ悪役令嬢は国外追放をご所望です! 上 (上) (プリンセスコミックス),1,2026-08-27,53430,40574,+12856,24.1
雇われ悪役令嬢は国外追放をご所望です! 下 (下) (プリンセスコミックス),3,2026-08-27,53431,40575,+12856,24.1
デリバリードクター～元天才外科医の訪問カルテ～ ： 3 (アクションコミックス),3,2026-08-27,52418,47808,+4610,8.8
私が女性用風俗を利用した結果。 （5） (マンガよもんが),5,2026-08-27,98323,70178,+28145,28.6
敵国の魔導士様を即落ちさせてしまいました　～死神と呼ばれた男が絶倫童貞だった話～【第５話】 敵国の魔導士様を即落ちさせてしまいました　～死神と呼ばれた男が絶倫童貞だった話～【単話】 (ピュールコミックス),,2026-08-27,234816,90222,+144594,61.6
