順位,タイトル,巻数,発売日
35,異世界でスローライフを（願望） 11 (ガルドコミックス),11,2026-07-20
62,Sランク冒険者である俺の娘たちは重度のファザコンでした 12 (ガルドコミックス),12,2026-07-20
81,骸骨騎士様、只今異世界へお出掛け中　寄り道編 (ガルドコミックス),2,2026-07-20
300,ひとりぼっちの異世界攻略 27 (ガルドコミックス),27,2026-07-20
673,境界迷宮と異界の魔術師 16 (ガルドコミックス),16,2026-07-20
770,俺にトラウマを与えた女子達がチラチラ見てくるけど、残念ですが手遅れです 7 (ガルドコミックス),7,2026-07-20
903,サラリーマンが異世界に行ったら四天王になった話 13 (ガルドコミックス),13,2026-07-20
1076,宮廷魔導師、追放される 3　～無能だと追い出された最巧の魔導師は、部下を引き連れて冒険者クランを始めるようです～ (ガルドコミックス),3,2026-07-20
1143,ダンジョン・バスターズ 8　～中年男ですが庭にダンジョンが出現したので世界を救います～ (ガルドコミックス),8,2026-07-20
1586,あめとむち(6) (ヤングキングコミックス),6,2026-07-20
2588,真の実力を隠していると思われてる精霊師、実はいつもめっちゃ本気で戦ってます 2 (ガルドコミックス),2,2026-07-20
3156,洗脳スキルで異世界無双！？ 1　～スキルがバレたら処刑されるので健全誠実に生きようとしたら、なぜか美少女たちに愛されている件について～ (ガルドコミックス),1,2026-07-20
6077,灰の世界は神の眼で彩づく 3　～俺だけ見えるステータスで、最弱から最強へ駆け上がる～ (ガルドコミックス),3,2026-07-20
6666,反逆者として王国で処刑された隠れ最強騎士 1 (ガルドコミックス),1,2026-07-20
9283,死に戻りの悪役令嬢は、二度目の人生ですべてを幸せにしてみせる 1 (ガルドコミックス),1,2026-07-20
14981,名もなき魔物と二人の騎士～そして婚約者は困惑する～【マイクロ】（９） (異世界フラワーコミックス),9,2026-07-20
15949,懐妊初夜～一途な社長は求愛の手を緩めない～【マイクロ】（２８） (フラワーコミックス),28,2026-07-20
17503,偽装結婚したライバルにどうやら１０年前から愛されていたらしい（５） (姉フレンドコミックス),5,2026-07-20
36037,虎王の花嫁さん【マイクロ】（４１） (フラワーコミックス),41,2026-07-20
42542,マイルド 3巻 (ヤングキングコミックス),3,2026-07-20
55425,二度目の春に恋いぶき（２） (Ｋｉｓｓコミックス),2,2026-07-20
56867,推し活命な夫を捨てたい(8) (コミックなにとぞ),8,2026-07-20
65592,婚活ブラックコンシェルジュ 束 愛子～それでも結婚したいですか？～(28) (コミックなにとぞ),28,2026-07-20
67415,好きっていえなくて死ぬ！【マイクロ】（１８） (フラワーコミックス),18,2026-07-20
87818,身長差35cm、野獣系幼なじみとむさぼりルームシェア room.15 後編《カノンミア》 (カノンミアコミックス),,2026-07-20
88217,身長差35cm、野獣系幼なじみとむさぼりルームシェア room.15 前編《カノンミア》 (カノンミアコミックス),,2026-07-20
91946,そんなことより猫が飼いたい～乙女ゲームの世界に転生しました～ 10 (インカローズコミックス),10,2026-07-20
115652,ある日突然、夫が愛人を連れてくるものですから… 12 (インカローズコミックス),12,2026-07-20
—,ねこのあれこれ,,2026-07-20
—,戦争を止めてくる…と言ったママは誰の味方？ 美希と美久の時事考察,,2026-07-20
