順位,タイトル,巻数,発売日
1,無職転生 ～異世界行ったら本気だす～ 25 (MFコミックス　フラッパーシリーズ),25,2026-09-18
7,フラジャイル（３２） (アフタヌーンコミックス),32,2026-09-18
10,銭（インチキ）の力で、戦国の世を駆け抜ける。 9 (FWコミックス),9,2026-09-18
52,うちのちいさな女中さん 7巻 (ゼノンコミックス),7,2026-09-18
53,焼いてるふたり（２５） (モーニングコミックス),25,2026-09-18
78,賭ケグルイ 22巻 (デジタル版ガンガンコミックスJOKER),22,2026-09-18
85,FX戦士くるみちゃん　10 (MFコミックス　フラッパーシリーズ),10,2026-09-18
89,【電子限定版】魔導具師ダリヤはうつむかない ～王立高等学院編～ 4 (FWコミックスオルタ),4,2026-09-18
100,紛争でしたら八田まで（２０） (モーニングコミックス),20,2026-09-18
108,夜鷹ふたたび（３） (モーニングコミックス),3,2026-09-18
118,神さま学校の落ちこぼれ 15 (花とゆめコミックス),15,2026-09-18
126,千年狐　十四　～干宝「捜神記」より～ (MFコミックス　フラッパーシリーズ),,2026-09-18
142,劇場版　魔法少女まどか☆マギカ　〈ワルプルギスの廻天〉　１ (まんがタイムKRコミックス),1,2026-09-18
154,トップウGP(17) (アフタヌーンKC),17,2026-09-18
283,ザ・ゲームスターズ（７） (モーニングコミックス),7,2026-09-18
286,童顔な上司は好きですか？ 2巻 (デジタル版ガンガンコミックスpixiv),2,2026-09-18
324,東京カンナビス特区 大麻王と呼ばれた男 12巻 (ゼノンコミックス),12,2026-09-18
372,氷属性男子とクールな同僚女子 12巻 (デジタル版ガンガンコミックスpixiv),12,2026-09-18
442,ザ・キンクス（４） (コミックＤＡＹＳコミックス),4,2026-09-18
476,はいふり　１４ (MFコミックス　アライブシリーズ),14,2026-09-18
498,モブ子の恋 26巻【特典イラスト付き】 (ゼノンコミックス),26,2026-09-18
530,吸血鬼と愉快な仲間たち 9 (花とゆめコミックススペシャル),9,2026-09-18
556,鉄錆と1000カラット4【電子特別版】 (シルフコミックス),,2026-09-18
733,煙たい話 8【単行本版】 煙たい話【単行本版】 (熱帯COMICS),,2026-09-18
762,俺だけレベルアップな件外伝 01 (MFC),1,2026-09-18
771,ワンダリング 1 (青騎士コミックス),1,2026-09-18
830,ビッグコミックオリジナル 2026年19号（2026年9月18日発売) [雑誌],,2026-09-18
1057,ＰＯＬＥ　ＳＴＡＲ（８） (モーニングコミックス),8,2026-09-18
1106,鈴木りつ第二短編集　垂直・宇宙・無限 鈴木りつ短編集 (青騎士コミックス),,2026-09-18
1162,マザーパラサイト 18巻【特典イラスト付き】 (ゼノンコミックス),18,2026-09-18
1374,隠れ才女は全然めげない5 ～義母と義妹に家を追い出されたので婚約破棄してもらおうと思ったら、紳士だった婚約者が激しく溺愛してくるようになりました!?～【電子特典付き】 (DREコミックスF),5,2026-09-18
1820,便利屋斎藤さん、異世界に来たばかり ~便利屋斎藤さん、異世界に行く 外伝~ (MFC),,2026-09-18
1942,推しが兄になりました 10巻 (デジタル版ガンガンコミックスpixiv),10,2026-09-18
2144,アンダー３（４） (アフタヌーンコミックス),4,2026-09-18
2474,まるごとぜんぶに恋してよ【電子限定描き下ろし漫画付き】 (ダリアコミックスe),3,2026-09-18
3441,ハンバーガー大全 (青騎士コミックス),,2026-09-18
3463,ハッピーファミリー 復讐のレンタルお母さん 10巻 (ゼノンコミックス),10,2026-09-18
3566,スベる天使【電子限定おまけ付き】 3 (花とゆめコミックススペシャル),3,2026-09-18
3735,溺愛シークレットラバー ： 2 (チルシェコミックス),2,2026-09-18
4186,万能女中コニー・ヴィレ【単話売】(27) (FK comics),27,2026-09-18
4230,おっさん異世界で最強になる 3 ~物理特化の覚醒者~ (MFC),,2026-09-18
5198,勇者の旅の裏側で3 (DREコミックス),3,2026-09-18
5633,「寡黙な声に惚れたからには」番外編『ももとせ変わらぬ』【電子限定版】 (Charaコミックス),,2026-09-18
5692,お飾りの皇妃？なにそれ天職です！（コミック） 3巻 (デジタル版ガンガンコミックスpixiv),3,2026-09-18
5927,サトリ令嬢の見透かせない感情【単話売】(8) (FK comics),8,2026-09-18
6450,ギルドの雑用係が真の黒幕でした2 ～隠れた才能で暗躍無双～【電子特典付き】 (DREコミックス),2,2026-09-18
6884,竜医のルカ（７） (モーニングコミックス),7,2026-09-18
7339,漫画ゴラク 2026年 10/2・9 号 [雑誌] (週刊漫画ゴラク),,2026-09-18
8785,万府先生は吸血鬼（３） (モーニングコミックス),3,2026-09-18
9280,コンビニではじまる恋の話 (2) (Letter Comics),2,2026-09-18
9459,パリに咲くエトワール(2) (アフタヌーンKC),2,2026-09-18
9484,デリヘル、呼んでみた。#48初めての乳首責め (フォーチュンコミックアダルト),,2026-09-18
10140,よあそびぐらしっ!6 (ナイトマ),6,2026-09-18
10651,スノードームタウン(3) (モーニング KC),3,2026-09-18
11950,マウスカーソルで現実を操作できるようになったので、女の子をいっぱいクリックしまーす4 (ナイトマ),4,2026-09-18
12824,【発売記念特典銀牙伝説ぷくぷくシール付き】 高橋よしひろ 犬マンガの世界 ([バラエティ]),,2026-09-18
12864,茉莉花ちゃんの好感度はぶっ壊れている4 (彗星社コミックス),4,2026-09-18
13032,セカンドハーフガールズ（２） (モーニングコミックス),2,2026-09-18
13079,テリトリーラブ～その外科医、難攻不落につき～ 　２ (ベリーズコミックス),2,2026-09-18
13158,Get Ready?【おまけ描き下ろし付き】 18 (花とゆめコミックススペシャル),18,2026-09-18
13918,肉食御曹司に溺れるほど愛されています ２ (マーマレードコミックス),2,2026-09-18
15077,愛したいのは、お前だけ～天才外科医の甘い策略～【財閥御曹司シリーズ】　３ (ベリーズコミックス),3,2026-09-18
15190,離婚前夜～今宵、あなたを忘れます～　１ (ベリーズコミックス),1,2026-09-18
15564,ガーデン・イン・ザ・クローゼット　１ (熱帯COMICS),1,2026-09-18
16265,【感謝還元！おまけマンガ付き】家性婦の犬塚さんは竿のしつけまでしてくれる ～爆乳・爆尻持ちのド変態おっとり美人～ 家性婦の成瀬さんは竿のお掃除までしてくれる (ぽろっと天狗),,2026-09-18
16292,佐々木蒼が眼鏡を外したら2巻 (Berry's COMICS),2,2026-09-18
16301,サクラ大戦 奏組 1 (花とゆめコミックススペシャル),1,2026-09-18
16887,るすばん猫きなこ(2) (モーニング KC),2,2026-09-18
17911,comic Berry’sテリトリーラブ～その外科医、難攻不落につき～13巻 (Berry's COMICS),13,2026-09-18
18377,完全版 飛ぶ教室 ３ (希望コミックス),3,2026-09-18
18410,週刊漫画ＴＩＭＥＳ　２０２６年１０／２・９合併号 [雑誌] (週刊漫画TIMES),,2026-09-18
19215,愛してなんて命令じゃ言えない (ダリアコミックス),,2026-09-18
19344,焦燥アンチトラガス (1) (Blend Comics),1,2026-09-18
19642,溺愛シークレットラバー ： 2 【電子限定特装版】 (チルシェコミックス),,2026-09-18
19810,シスタードントクライ 1 (1巻) (YKコミックス),1,2026-09-18
20110,残り物には福がある。【単話売】(36) (FK comics),36,2026-09-18
21361,堕天使のカルテ 4巻 (ゼノンコミックス),4,2026-09-18
21633,ミセス・アケチ(3) (モーニング KC),3,2026-09-18
22739,おじさま、夜伽してください!~嫌われ王女は初めて愛され満たされる (Clair TLcomics),,2026-09-18
22816,紡ぐはひとひらの光2巻 (Berry's COMICS),2,2026-09-18
23506,このたび鬼上司の秘書になりまして 【単行本版】 5巻 (まんが職人スタジオ),5,2026-09-18
