順位,タイトル,巻数,発売日
37,異世界NTR～親友のオンナを最強スキルで堕とす方法～【電子単行本】　9 (ヤングチャンピオン・コミックス),9,2026-07-17
70,終末のワルキューレ 28巻【特典イラスト付き】 (ゼノンコミックス),28,2026-07-17
114,のあ先輩はともだち。 11 (ヤングジャンプコミックスDIGITAL),11,2026-07-17
127,寝取り魔法使いの冒険　8 (チャンピオンREDコミックス),8,2026-07-17
130,ダイヤモンドの功罪 10 (ヤングジャンプコミックスDIGITAL),10,2026-07-17
199,ジャンケットバンク 22 (ヤングジャンプコミックスDIGITAL),22,2026-07-17
233,BUNGO-unreal- 2［BUNGO―ブンゴ― 43］ (ヤングジャンプコミックスDIGITAL),,2026-07-17
244,首都高SPL ゼロ(3) (ヤングマガジンKC),3,2026-07-17
271,お嬢様系底辺ダンジョン配信者、迷惑系をボコったらバズって伝説になってますわ！？（３） (サンデーGXコミックス),3,2026-07-17
277,絢爛たるグランドセーヌ 30 (30) (チャンピオンREDコミックス),30,2026-07-17
279,獣王と薬草（９） (裏少年サンデーコミックス),9,2026-07-17
287,巻き添えで異世界に喚び出されたので、世界観無視して和菓子作ります（４） (マンガワン女子部),4,2026-07-17
296,君のことが大大大大大好きな100人の彼女 26 (ヤングジャンプコミックスDIGITAL),26,2026-07-17
325,TSUYOSHI 誰も勝てない、アイツには（３１） (サイコミ×裏少年サンデーコミックス),31,2026-07-17
402,シャドーハウス 22 (ヤングジャンプコミックス),22,2026-07-17
412,性食鬼　23 (ヤングチャンピオン烈コミックス),23,2026-07-17
445,センセ。　17 (ヤングチャンピオン・コミックス),17,2026-07-17
447,角栄に花束を 17 (17) (ヤングチャンピオンコミックス),17,2026-07-17
494,来世ではちゃんとします 16 (ヤングジャンプコミックスDIGITAL),16,2026-07-17
552,高校時代に傲慢だった女王様との同棲生活は意外と居心地が悪くない 4 (ヤングジャンプコミックスDIGITAL),4,2026-07-17
571,美醜逆転世界のクレリック ～美醜と貞操観念が逆転した異世界で僧侶になりました。淫欲の呪いを解くためにハーレムパーティで『儀式』します～ 5 (ヤングジャンプコミックスDIGITAL),5,2026-07-17
681,春の嵐とモンスター 11 (花とゆめコミックス),11,2026-07-17
698,私のこと好きじゃなかったのかよ!? 1 (ヤングジャンプコミックスDIGITAL),1,2026-07-17
725,野良猫と狼 7 (花とゆめコミックス),7,2026-07-17
832,終末のワルキューレ禁伝 神々の黙示録 6巻【特典イラスト付き】 (ゼノンコミックス),6,2026-07-17
857,解雇された暗黒兵士（３０代）のスローなセカンドライフ（１９） (ヤングマガジンコミックス),19,2026-07-17
916,去る者は日々に疎し　12 (ヤングチャンピオン・コミックス),12,2026-07-17
938,終末のワルキューレ奇譚 ジャック・ザ・リッパーの事件簿 11巻【特典イラスト付き】 (ゼノンコミックス),11,2026-07-17
1023,田部さんは食べられたい　12 (Pomme Comics),12,2026-07-17
1050,無駄飯食らい認定されたので愛想をつかし、帝国に移って出世する ～王国の偉い人にはそれが分からんのです～ 8 (ヤングジャンプコミックスDIGITAL),8,2026-07-17
1065,今世は当主になります 8 (piccomics),8,2026-07-17
1173,高嶺のハナさん 14 (漫画ゴラク),14,2026-07-17
1446,恋より青く 5 (ヤングジャンプコミックスDIGITAL),5,2026-07-17
1474,地政学ボーイズ ~国がサラリーマンになって働く会社~ 9 (9) (ヤングチャンピオンコミックス),9,2026-07-17
1514,君に愛されて痛かった 10 (10) (ヤングチャンピオンコミックス),10,2026-07-17
1584,やがて絵筆を映ろし君は 2 (ヤングジャンプコミックスDIGITAL),2,2026-07-17
1593,お姉ちゃんはゲームをすると人が変わるお姉ちゃん　5 (ヤングチャンピオン烈コミックス),5,2026-07-17
1629,妻か死か～敗戦国の女たち～　5 (チャンピオンREDコミックス),5,2026-07-17
1656,カット＆ペーストでこの世界を生きていく 16 (ヤングジャンプコミックスDIGITAL),16,2026-07-17
1708,大怪獣ゲァーチマ（９） (ヤングマガジンコミックス),9,2026-07-17
1876,爆弾（５） (コミックＤＡＹＳコミックス),5,2026-07-17
1927,推しに甘噛み 10 (花とゆめコミックス),10,2026-07-17
2294,轟大丸の奇怪体験談　4 (チャンピオンREDコミックス),4,2026-07-17
2664,福引で当たったので異世界に移住し、恋をしました(2) (クロフネCOMICS くろふねピクシブシリーズ),2,2026-07-17
2721,彼女がハーレムを薦めてくる。 1 (ヤングジャンプコミックス),1,2026-07-17
2779,WジュリエットII 17 (花とゆめコミックス),17,2026-07-17
3019,裏ダンジョンおくさん（４） (サンデーGXコミックス),4,2026-07-17
3039,さるまね 13巻 (ゼノンコミックス),13,2026-07-17
3453,岩元先輩ノ推薦 14 (ヤングジャンプコミックス),14,2026-07-17
3559,もうやめて回復しないで賢者様！【秋田書店版】　3 (ヤングチャンピオン・コミックス),3,2026-07-17
4145,マスクを取った奏多くんはえっちで溺愛で、ちょっと黒い。29 (黒ひめコミック),,2026-07-17
4416,惨家 7 (7) (ヤングチャンピオンコミックス),7,2026-07-17
4531,年年百暗殺恋歌【電子限定おまけ付き】 7 (花とゆめコミックススペシャル),7,2026-07-17
5267,高みの鷹見さん 2 (ヤングジャンプコミックスDIGITAL),2,2026-07-17
5858,東京決闘環状戦 21巻【特典イラスト付き】 (ゼノンコミックス),21,2026-07-17
5929,月刊トリレンマ 3 (ヤングジャンプコミックスDIGITAL),3,2026-07-17
5934,亜童（１２） (ヤングマガジンコミックス),12,2026-07-17
5983,惨劇山脈 ~ヒグマ襲撃~ 3 (3) (ヤングチャンピオンコミックス),3,2026-07-17
6051,運びの犬　16 (ヤングチャンピオン・コミックス),16,2026-07-17
6242,借金100億の神巫女、温泉宿のおっさんに買われる 2 (ヤングジャンプコミックス),2,2026-07-17
6273,TSUYOSHI 誰も勝てない、アイツには (31) (裏少年サンデーコミックス),31,2026-07-17
6503,俺の可愛い弟は 2【電子特典付き】 (フルールコミックス),,2026-07-17
6695,継母だけど娘が可愛すぎる（9） (カラフルハピネス),9,2026-07-17
6752,今世は当主になります 8 (フロース コミック),8,2026-07-17
