タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
ザ・ファブル　Ｔｈｅ　ｔｈｉｒｄ　ｓｅｃｒｅｔ（５） (ヤングマガジンコミックス),5,2026-07-06,35,14,+21,60
昴と彗星(3) (ヤングマガジンKC),3,2026-07-06,66,55,+11,16.7
月曜日のたわわ（１５） (ヤングマガジンコミックス),15,2026-07-06,179,58,+121,67.6
だれでも抱けるキミが好き（１０） (ヤングマガジンコミックス),10,2026-07-06,257,135,+122,47.5
パラレルパラダイス（３２） (ヤングマガジンコミックス),32,2026-07-06,288,162,+126,43.8
アマチュアビジランテ（８） (ヤングマガジンコミックス),8,2026-07-06,431,210,+221,51.3
ドラゴンの胃でおやすみ（２） (ヤングマガジンコミックス),2,2026-07-06,939,392,+547,58.3
異世界で淫魔師ハレム　２ (ヴァンプコミックス),2,2026-07-06,977,618,+359,36.7
おいでよ　魔法少女村（不法占拠） 第十七集,,2026-07-06,606,631,-25,-4.1
公式不倫(下) (ヤンマガKCスペシャル),3,2026-07-06,1472,646,+826,56.1
公式不倫（上） (ヤングマガジンコミックス),1,2026-07-06,2045,689,+1356,66.3
死に戻り令嬢の仮初め結婚～二度目の人生は生真面目将軍と星獣もふもふ～(6) (ヤングキングコミックス),6,2026-07-06,2053,805,+1248,60.8
社長と酒と星（７） (ヤングマガジンコミックス),7,2026-07-06,2264,1045,+1219,53.8
月曜日のたわわ　青版（１５） (ヤングマガジンコミックス),15,2026-07-06,1948,1210,+738,37.9
ゴルゴ13（２２１） (ビッグコミックス),221,2026-07-06,1675,1595,+80,4.8
大きいムキムキ小さいむちむち（４） (ヤングマガジンコミックス),4,2026-07-06,6055,2231,+3824,63.2
魔王様、世界が美味しすぎて滅ぼすのをやめる。(3) (ヒーローズコミックス),3,2026-07-06,4852,2502,+2350,48.4
猩猩姫（２） (ヤングマガジンコミックス),2,2026-07-06,4674,2593,+2081,44.5
炎の闘球女 ドッジ弾子（７） (てんとう虫コミックス),7,2026-07-06,3091,2673,+418,13.5
炎の闘球女 ドッジ弾子（８） (てんとう虫コミックス),8,2026-07-06,4067,3607,+460,11.3
朱色の仮面(9) (ヤングキングコミックス),9,2026-07-06,4437,3920,+517,11.7
愛でたいセンセイ 2巻 (ヤングキングコミックス),2,2026-07-06,5851,4233,+1618,27.7
ゴルゴ13　221　地図無き悪霊の森 (SPコミックス),,2026-07-06,3804,4268,-464,-12.2
妖狩のカノカ（２） (ヤングマガジンコミックス),2,2026-07-06,6103,4352,+1751,28.7
路傍のフジイ【単話】（６３） (ビッグコミックス),63,2026-07-06,12746,13336,-590,-4.6
天津水市「がご」撲滅だより がごはん(6) (ヒーローズコミックス),6,2026-07-06,18134,14742,+3392,18.7
アカデミー最強のモブヒーラー ~死にゲー世界のモブに転生した俺は、外れジョブ【ヒーラー】と原作知識で無双する~(1) (ヤンマガKCスペシャル),1,2026-07-06,18140,17950,+190,1
カクリキ(1) (ヤンマガKCスペシャル),1,2026-07-06,33246,19104,+14142,42.5
あの採石場で花束を(2) (ヒーローズコミックス),2,2026-07-06,27644,23104,+4540,16.4
炎の闘球児 ドッジ弾平 リローデッド (2) (コロコロアニキコミックス),2,2026-07-06,29785,26695,+3090,10.4
ママ(フェンリル)の期待は重すぎる！ 1巻 (ヤングキングコミックス),1,2026-07-06,70886,47500,+23386,33
Ｔｏｉ　Ｔｏｉ　Ｔｏｉ（３） (ヤングマガジンコミックス),3,2026-07-06,45278,48284,-3006,-6.6
どちらかの家庭が崩壊する漫画(12) (コミックエッセイ),12,2026-07-06,77815,70226,+7589,9.8
