タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
【単話】誰もシナリオ通りに動いてくれないんですけど！　第14話 (B's-LOG COMICS),,2026-07-01,24052,12408,+11644,48.4
煙霧公爵と氷の花嫁 第2巻 (Celicaコミックス),2,2026-07-01,29666,18146,+11520,38.8
黒幕令嬢アナスタシアは、もうあきらめない 二度目の人生は自由を掴みます 2 (B's-LOG COMICS),2,2026-07-01,30790,18336,+12454,40.4
再会は甘恋のはじまり　分冊版（１２） (姉フレンドコミックス),12,2026-07-01,40283,18645,+21638,53.7
サディスティック・メロウラバー(上) (Bivy comic),1,2026-07-01,52147,18806,+33341,63.9
東江秘書が言うことには (H&C Comics ihr HertZシリーズ),,2026-07-01,21211,19191,+2020,9.5
サディスティック・メロウラバー(下) (Bivy comic),3,2026-07-01,52166,20483,+31683,60.7
ワタシってサバサバしてるから(60) (コミックなにとぞ),60,2026-07-01,52011,21873,+30138,57.9
バカ者たちに桃色を (H&C Comics CRAFTシリーズ),,2026-07-01,23759,22681,+1078,4.5
目の前の惨劇で前世を思い出したけど、あまりにも問題山積みでいっぱいいっぱいです。 連載版：16 (ブシロードコミックス),,2026-07-01,60419,25309,+35110,58.1
跪かせてマイドッグ (Bivy comic),,2026-07-01,48497,26431,+22066,45.5
初夜に抱いてくれなかった旦那様へ。私は今日から悪女になります (ZERO-SUMコミックス),,2026-07-01,26547,27111,-564,-2.1
ハイスペ弁護士との同居生活は最低で最高です。　分冊版（４１） (姉フレンドコミックス),41,2026-07-01,63230,32449,+30781,48.7
三郷さんは甘すぎ上司にちょっとキビしい【単話版】　５９ (トレイルコミックス),59,2026-07-01,80776,41212,+39564,49
公爵の秘密の世継ぎ (ハーレクインコミックス),,2026-07-01,69579,47224,+22355,32.1
いとしさと傷を抱きしめて (ハーレクインコミックス),,2026-07-01,69987,47425,+22562,32.2
別れるための一夜 (ハーレクインコミックス),,2026-07-01,72515,47983,+24532,33.8
囚われの乙女の祈り (ハーレクインコミックス),,2026-07-01,54584,51584,+3000,5.5
忠誠心がないと言われたので婚約を解消してあげました。 連載版：17 (ブシロードコミックス),,2026-07-01,100060,54628,+45432,45.4
断罪のギリシア富豪 (ハーレクインコミックス),,2026-07-01,62485,55898,+6587,10.5
２４時間、彼女のカラダ貸します。【単話版】　１６ (トレイルコミックス),16,2026-07-01,120138,57292,+62846,52.3
完璧な公爵の不覚の恋 (ハーレクインコミックス),,2026-07-01,67312,58126,+9186,13.6
虐げられた秀才令嬢と隣国の腹黒研究者様の甘やかな薬草実験室【単話版】１５ (PASH! コミックス),,2026-07-01,71354,60534,+10820,15.2
はずれスキル念動力（ただしレベルＭＡＸ）で無双する～手をかざすだけです。詠唱とか必殺技とかいりません。念じるだけで倒せます～(24) (コミックREBEL),24,2026-07-01,78006,61053,+16953,21.7
元教え子の二ノ瀬さん【単話版】　４ (トレイルコミックス),4,2026-07-01,117006,77349,+39657,33.9
元カレ俳優に復縁を迫られてます　分冊版（６） (姉フレンドコミックス),6,2026-07-01,70365,84252,-13887,-19.7
子連れオーク【単話版】　１６ (トレイルコミックス),16,2026-07-01,135752,144217,-8465,-6.2
悲劇と絶望の人生を歩んだ公爵夫人に転生しましたが、ここは天国でしょうか？～今回は好き放題やらせていただきますので、どうぞ宜しくお願いします～ 6話 (Freedia comics),,2026-07-01,218124,220153,-2029,-0.9
秘蜜の金髪ツインテール【単話版】 第20話 (コミックヘヴン),,2026-07-01,218621,220521,-1900,-0.9
