順位,タイトル,巻数,発売日
65,玉川さん 出てました？ 4巻 (デジタル版ヤングガンガンコミックス),4,2026-06-25
195,モブ高生の俺でも冒険者になればリア充になれますか？（ノヴァコミックス）８,,2026-06-25
562,1日2回 7 (マーガレットコミックス),7,2026-06-25
579,ハニーレモンソーダ Another Stories (りぼんマスコットコミックス),,2026-06-25
581,ビッグコミック 2026年13号（2026年6月25日発売） [雑誌],,2026-06-25
602,追放勇者の優雅な生活～自由になったら俺だけの最愛天使も手に入った！～ 5巻 (デジタル版ヤングガンガンコミックス),5,2026-06-25
860,不可抗力のI LOVE YOU 9 (マーガレットコミックスDIGITAL),9,2026-06-25
1044,うちの弟どもがすみません 15 (マーガレットコミックス),15,2026-06-25
1102,冷たくて 柔らか 7 (マーガレットコミックスDIGITAL),7,2026-06-25
2290,学園潜水艦隊マーメイドガールズ 4巻 (デジタル版ビッグガンガンコミックス),4,2026-06-25
2530,「幼馴染みがほしい」と呟いたらよく一緒に遊ぶ女友達の様子が変になったんだが２【電子版限定特典付き】 (ノヴァコミックス),,2026-06-25
2565,Re:blue 10 (マーガレットコミックス),10,2026-06-25
2809,聖なる皇帝がとんだ隠れ絶倫だった件【第５話】 聖なる皇帝がとんだ隠れ絶倫だった件【単話】 (ピュールコミックス),,2026-06-25
3153,8bitゲーム ドラえもん＆完全攻略ブック　40周年BOX ([バラエティ]),,2026-06-25
3283,スノードロップ~あなたの死を望みます~(1) (ヤングガンガンコミックス),1,2026-06-25
3300,マリリンは、いなくなった 9 (マーガレットコミックス),9,2026-06-25
3302,彼女はNOの翼を持っている ： 3 (アクションコミックス),3,2026-06-25
4011,翠花は少子化担当 5巻 (デジタル版ヤングガンガンコミックス),5,2026-06-25
4595,隣の元カレくん 6 (マーガレットコミックス),6,2026-06-25
4602,ブラックリストの食えない男 2 (オフィスユーコミックス),2,2026-06-25
4806,オーガクラフト 2巻 (デジタル版ヤングガンガンコミックス),2,2026-06-25
4936,泥の国 ： 4 (アクションコミックス),4,2026-06-25
5185,今日きみの手をとってあの空の下 5 (オフィスユーコミックス),5,2026-06-25
5631,世界で一番しあわせ！ 1 (マーガレットコミックスDIGITAL),1,2026-06-25
6271,憧れの公爵様に嫁いだら、執着Hが止まりません！アンソロジー (ベビードールCOMICS),,2026-06-25
6445,花金ラブアクシデント！【ペーパー付】【電子限定ペーパー付】 (arca comics),,2026-06-25
6602,さようならはこちらです 上 (集英社ガールズコミックス),1,2026-06-25
6972,さようならはこちらです 下 (集英社ガールズコミックス),3,2026-06-25
