順位,タイトル,巻数,発売日
2084,列強戦線 8巻【特典イラスト付き】 (ゼノンコミックス),8,2026-08-20
2724,ゴジラ ギャラクシーオデッセイ 3 (3) (ヤングチャンピオンコミックス),3,2026-08-20
2771,マトリと狂犬 ―路地裏の男達―　13 (ヤングチャンピオン・コミックス),13,2026-08-20
2835,病弱少女、転生して健康な肉体（最強）を手に入れる 2　～友達が欲しくて魔境から旅立ったのですが、どうやら私の魔法は少しおかしいようです！？～ (ガルドコミックス),2,2026-08-20
2860,ぬこづけ! 24 (花とゆめコミックススペシャル),24,2026-08-20
2861,君が監督！（４） (コミックＤＡＹＳコミックス),4,2026-08-20
2962,公道ウルフ 21 (21) (ヤングチャンピオンコミックス),21,2026-08-20
3069,くじらの料理人 3巻【特典イラスト付き】 (ゼノンコミックス),3,2026-08-20
3105,一途に溺愛されて、幸せを掴み取ってみせますわ！異世界アンソロジーコミック１３ (comic スピラ),,2026-08-20
3310,悪役令嬢からの華麗なる転身!? 愛されヒロインアンソロジーコミック（4） 悪役令嬢からの華麗なる転身！？　愛されヒロインアンソロジーコミック (リュエルコミックス),4,2026-08-20
3323,人の余命で青春するな【電子限定おまけ付き】 6 (花とゆめコミックス),6,2026-08-20
3452,青騎士 第33号 (青騎士コミックス),,2026-08-20
3454,追放された【助言士】のギルド経営　不遇素質持ちに助言したら、化物だらけの最強ギルドになってました５ (アルファポリスCOMICS),,2026-08-20
3642,脇役剣聖のそこそこ平穏な日常。たまに冒険、そして英雄譚。 1 (ガルドコミックス),1,2026-08-20
3888,余命わずかだから黒幕一家の嫁になったんだけど 9 (piccomics),9,2026-08-20
3959,屍介護　３ (青騎士コミックス),3,2026-08-20
4337,冬嵐記　福島勝千代一代記　2 (チャンピオンREDコミックス),2,2026-08-20
4585,クロスオーバーレブ! 18 (18) (ヤングチャンピオンコミックス),18,2026-08-20
4635,ぜんぶ ぜんぶきみの性 1 (青騎士コミックス),1,2026-08-20
4985,イノセントレッド 転生した破壊神は普通の高校生活を送りたい (1) (バンブーコミックス 異世界BC),1,2026-08-20
5231,僕はあの夜あの子と（３） (コミックＤＡＹＳコミックス),3,2026-08-20
6072,仮面ライダーＢｌａｃｋ　×　仮面ライダーＺＯ,,2026-08-20
6228,お嬢様の禁断寄り道ごはん （2） (ぶんか社グルメコミックス),2,2026-08-20
6771,伯爵家の嫌われ公女が結婚したら 6 (piccomics),6,2026-08-20
6831,ゴジラ ギャラクシーオデッセイ 特装版 3 (3) (ヤングチャンピオンコミックス),3,2026-08-20
6862,名もなき魔物と二人の騎士～そして婚約者は困惑する～【マイクロ】（１０） (異世界フラワーコミックス),10,2026-08-20
7746,皇帝の子供を隠す方法（5） (カラフルハピネス),5,2026-08-20
7794,リュウツヘグイ(1) (ヤンマガKCスペシャル),1,2026-08-20
8039,まかない刑事の聴取メシ(1) (ヤンマガKCスペシャル),1,2026-08-20
8296,この溺愛は想定外!?異世界転生・転移BLアンソロジーコミック (バンブーコミックス),,2026-08-20
8683,お嬢様の禁断寄り道ごはん （3） (ぶんか社グルメコミックス),3,2026-08-20
8899,滅亡天使ほろぶちゃん 1 (青騎士コミックス),1,2026-08-20
9332,魔力ゼロの出来損ない貴族、四大精霊王に溺愛される２ (アルファポリスCOMICS),,2026-08-20
10000,ラスボスの私が主人公の妻になりました（5） (カラフルハピネス),5,2026-08-20
10125,君を映して離さない 3 (花とゆめコミックススペシャル),3,2026-08-20
10585,迷宮都市の錬金薬師　覚醒スキル【製薬】で今度こそ幸せに暮らします！３ (アルファポリスCOMICS),,2026-08-20
10747,あなたの後悔なんて知りません 7 (piccomics),7,2026-08-20
11000,再会は甘恋のはじまり（３） (姉フレンドコミックス),3,2026-08-20
11252,英国浪漫戯画フォレストアイビー 第3巻 (青騎士コミックス),3,2026-08-20
11408,ドS社長はドM秘書をいじめたい～オフィスでぬれとろ玩具レビュー～ 3 (ラブコフレコミックス),3,2026-08-20
12179,ハイブルク家三男は小悪魔ショタです 第15話【単話版】 ハイブルク家三男は小悪魔ショタです 【単話版】 (コミックライド),,2026-08-20
12315,夢見の公爵令嬢は婚約破棄をご所望です（２） (リュエルコミックス),2,2026-08-20
12783,メジェドさまとアヌビスくん,,2026-08-20
13417,地獄犬は司祭に喰らい付く (2) (クロフネCOMICS くろふねピクシブシリーズ),2,2026-08-20
13829,ノライヌ ~濱の狂犬~ 4 (4) (ヤングチャンピオンコミックス),4,2026-08-20
14892,Get Ready?【おまけ描き下ろし付き】 17 (花とゆめコミックススペシャル),17,2026-08-20
15793,クラッシュベリー・カルテット (&.Emo comics),,2026-08-20
15811,月の白さを知りてまどろむ3 (DREコミックス),,2026-08-20
16102,ウサギとカメのゆる山歩(1) (ヤンマガKCスペシャル),1,2026-08-20
17474,異世界転生したら運命の人と出会ったので、これから愛され人生始まります BLアンソロジー (クロフネCOMICS くろふねピクシブシリーズ),,2026-08-20
17542,春は雲の上 1 (花とゆめコミックス),1,2026-08-20
18192,懐妊初夜～一途な社長は求愛の手を緩めない～【マイクロ】（２９） (フラワーコミックス),29,2026-08-20
18222,フレンドガールフレンド 1 (花とゆめコミックススペシャル),1,2026-08-20
19571,藤崎くんは興味津々 (Tulle　Comics),,2026-08-20
19756,負け犬とライオン(2) (ヤングマガジンKC),2,2026-08-20
20734,冷遇された第七皇子はいずれぎゃふんと言わせたい！２ (アルファポリスCOMICS),,2026-08-20
22393,殺されたくなくて悪役な婚約者を愛でていたら、なぜか溺愛されました【第10話】 (エンジェライトコミックス),,2026-08-20
22578,please save me 神父サマ！ (&.Emo comics),,2026-08-20
23394,元祖!コボちゃん 3: 昭和58年8月~昭和59年5月編 (まんがタイムマイパルコミックス),,2026-08-20
23671,恥じらうほどに従って 【電子限定特装版】 (チルシェコミックス),,2026-08-20
23912,エリート 4 (4) (チャンピオンREDコミックス),4,2026-08-20
24810,悪党大公様の可愛い妹 6 (piccomics),6,2026-08-20
26019,しがみついても無駄です 7 (piccomics),7,2026-08-20
26590,天使さんは抗えない～ドSな同期の甘い命令～ 2 (花とゆめコミックススペシャル),2,2026-08-20
26785,［定本］漂流教室　2,2,2026-08-20
26827,恥じらうほどに従って (チルシェコミックス),,2026-08-20
26916,虎王の花嫁さん【マイクロ】（４２） (フラワーコミックス),42,2026-08-20
27162,亜子さんは今日も自己肯定感高め(5) (コミックなにとぞ),5,2026-08-20
27845,100本に変わるまで (B.Pilz COMICS),,2026-08-20
29397,運命の人、絶対に炬燵の布団みたいなアウター着てない (1) (ビッグコミックス),1,2026-08-20
29586,月が綺麗ですね【おまけ描き下ろし付き】 9 (花とゆめコミックススペシャル),9,2026-08-20
33627,好きなヤツが友達になりたいとか言うんですけど。 (Ｓｐｌｕｓｈコミックス),,2026-08-20
33943,黒幕を捨てるのに失敗しました 4 (piccomics),4,2026-08-20
34008,機械仕掛けの殲滅少女 1巻 (ゼノンコミックス),1,2026-08-20
35582,まひると薔薇の魔法論 1 (花とゆめコミックス),1,2026-08-20
36852,勘違いだよね？瀬尾くん。 (BeLuckCOMICS),,2026-08-20
37176,真面目系天然令嬢は年下王子の想いに気づかない【単話版】第18話 (コミックライド),3,2026-08-20
38413,社長! 私はあなたの(男装)秘書です。 2 (花とゆめコミックススペシャル),2,2026-08-20
38962,結婚前夜に義妹に婚約者を奪われたので、責任取ってもらいます。【第7話】 (エンジェライトコミックス),,2026-08-20
39521,副音声はうるさい十分に（分冊版）【番外編】1 (fujossyコミックプチ),,2026-08-20
40048,FLOWER×FLOWER 2 (花とゆめコミックス),2,2026-08-20
45132,ミワさんなりすます【単話】（１３０） (ビッグコミックス),130,2026-08-20
48254,最弱職が前世の知識で世界最強（５） (ジャルダンコミックス),5,2026-08-20
49352,堕ちて、溺れて、呑み込んで ヤンデレ幼なじみの淫らな狂愛 page.13《カノンミア》 (カノンミアコミックス),,2026-08-20
49710,そんなことより猫が飼いたい～乙女ゲームの世界に転生しました～ 11 (インカローズコミックス),11,2026-08-20
52362,ある日突然、夫が愛人を連れてくるものですから… 13 (インカローズコミックス),13,2026-08-20
57347,推し活命な夫を捨てたい(9) (コミックなにとぞ),9,2026-08-20
62196,裏アカ破滅記念日 55～彼女公認レンタル彼氏～【マイクロ】（５５） 裏アカ破滅記念日【マイクロ】 (フラワーコミックス),55,2026-08-20
121475,最愛すぎて手が出せない!!２ (カルトコミックス Love Chucola Selection),,2026-08-20
225609,新・蒼太の包丁（分冊版） 【第51話】 (ぶんか社グルメコミックス),,2026-08-20
—,聖なる乙女と秘めごとを（１２） (ヤンマガＷｅｂ),12,2026-08-20
—,デリヘル呼んだら元同級生が来た（１） (ヤンマガＷｅｂ),1,2026-08-20
—,底辺冒険者だけど魔法を極めてみることにした　～無能スキルから神スキルに進化した【魔法創造】と【アイテム作成】で無双する～（１１） (ヤンマガＷｅｂ),11,2026-08-20
—,上野くんは開発済み（９） (ヤンマガＷｅｂ),9,2026-08-20
—,１０８Ｐ！　～１年後に絶対１０８Ｐする話～（４） (ヤンマガＷｅｂ),4,2026-08-20
—,追放された錬金術師、アダルトグッズで世界を救う　～どんなモンスターも絶対にイカせる男～（７） (ヤンマガＷｅｂ),7,2026-08-20
—,everywear オフの日も特別な日も、おしゃれな僕らのコーデ記録 (IMAzine),,2026-08-20
—,断罪された負け組令嬢ですが、時間を戻せるようになったので今度こそ幸せになります 4 (異世界のSHURO),4,2026-08-20
—,借金まみれの薬師見習いですが、銀行頭取の公爵家次男に愛されます 第1話【単話版】 借金まみれの薬師見習いですが、銀行頭取の公爵家次男に愛されます 【単話版】 (コミックライド),,2026-08-20
—,コミックライドアイビー vol.43,43,2026-08-20
