順位,タイトル,巻数,発売日
44,異世界居酒屋「のぶ」(22) (角川コミックス・エース),22,2026-08-04
83,あかね噺 23 (ジャンプコミックスDIGITAL),23,2026-08-04
98,SAKAMOTO DAYS 28 (ジャンプコミックスDIGITAL),28,2026-08-04
118,逃げ上手の若君 26 (ジャンプコミックスDIGITAL),26,2026-08-04
122,ブラッククローバー 38 (ジャンプコミックス),38,2026-08-04
145,ヘテロゲニア　リンギスティコ　～異種族言語学入門～　（７） (角川コミックス・エース),7,2026-08-04
164,さむわんへるつ 4 (ジャンプコミックスDIGITAL),4,2026-08-04
189,ウィッチウォッチ 27 (ジャンプコミックスDIGITAL),27,2026-08-04
208,名代辻そば異世界店　５ (ヒューコミックス),5,2026-08-04
214,異世界帰りの勇者は、ダンジョンが出現した現実世界で、インフルエンサーになって金を稼ぎます！ ７ (ヒューコミックス),7,2026-08-04
404,怪物事変 25 (ジャンプコミックスDIGITAL),25,2026-08-04
417,忘却バッテリー 24 (ジャンプコミックスDIGITAL),24,2026-08-04
547,憂国のモリアーティ 23 (ジャンプコミックスDIGITAL),23,2026-08-04
755,終末のハーレム ファンタジア セミカラー版 18 (ヤングジャンプコミックスDIGITAL),18,2026-08-04
1094,僕とロボコ 27 (ジャンプコミックスDIGITAL),27,2026-08-04
1182,察知されない最強職　11 (角川コミックス・エース),11,2026-08-04
1527,シバつき物件 8 (ジャンプコミックスDIGITAL),8,2026-08-04
2063,悪祓士のキヨシくん 9 (ジャンプコミックスDIGITAL),9,2026-08-04
2248,クソ女に幸あれ 11 (ジャンプコミックスDIGITAL),11,2026-08-04
2475,ブラッククローバー 公式ガイドブック 完全魔導書 (ジャンプコミックス),,2026-08-04
2561,幼稚園WARS 18 (ジャンプコミックスDIGITAL),18,2026-08-04
3754,こわいやさん 5 (ジャンプコミックスDIGITAL),5,2026-08-04
4491,口に関するアンケート (ジャンプコミックス),,2026-08-04
4552,SAKAMOTO HOLIDAYS 4 (ジャンプコミックスDIGITAL),4,2026-08-04
4638,UNDER DOCTOR 2 (ジャンプコミックス),2,2026-08-04
4791,令和のおもちゃウーピン（1） (ＳＰＡ！コミックス),1,2026-08-04
5993,ファイアーエムブレム エンゲージ 8 (ジャンプコミックスDIGITAL),8,2026-08-04
6915,回撃のキナト 2 (ジャンプコミックス),2,2026-08-04
7723,今日も嫁が見つからない。（1） (ＳＰＡ！コミックス),1,2026-08-04
9559,このクラスにギャルはいない 4 (ジャンプコミックスDIGITAL),4,2026-08-04
11115,Dolls Nest:ORPHANS 1 (角川コミックス・エース),1,2026-08-04
12432,The Dogfather ドッグファーザー1,,2026-08-04
12783,群脳教室 3 (ジャンプコミックスDIGITAL),3,2026-08-04
13687,DARK SOULS Redemption　3 (ヒューコミックス),3,2026-08-04
17154,ドラゴンボールスーパーダイバーズ ―レッツ! スーパーダイブ!!― 3 (ジャンプコミックス),3,2026-08-04
18599,【特別版】体と心を整えてついでに10kgやせました　整形外科に行ったら人生が変わった話,,2026-08-04
21471,君を泣くまでイカせたい (TENMA COMICS LO),,2026-08-04
22041,ましろくんの補講アトリエ 3 (ジャンプコミックスDIGITAL),3,2026-08-04
22756,魔法少女と麻薬戦争 3 (ジャンプコミックスDIGITAL),3,2026-08-04
28602,漫画アクション 2026年8/18号［雑誌］,,2026-08-04
31521,震える右手 2 (ジャンプコミックスDIGITAL),2,2026-08-04
35261,サナギの心臓 1 (ジャンプコミックス),1,2026-08-04
39222,ドーロ☆スター 1 (ジャンプコミックス),1,2026-08-04
40056,漆黒の慕情1 (角川コミックス・エース),,2026-08-04
41465,ナマイキ少女 (TENMA COMICS LO),,2026-08-04
41638,HOLE UP GAMERS 1 (角川コミックス・エース),1,2026-08-04
43725,【特別版】恋のカスと愛のクズ1,,2026-08-04
44161,9割の日本人のための「ゆる読書」入門: “活字マッチョイズム”の終わりと新しい読書推進,,2026-08-04
75893,隠密お局～あなたのホンネ見えてます～ デジコレ DIGITAL COMICS（８） (ワケあり女子白書),8,2026-08-04
186657,透明な鱗の人魚の味は【分冊版】（11） (マンガBANGコミックス),11,2026-08-04
