順位,タイトル,巻数,発売日
12886,悪役令嬢はシングルマザーになりました　双子を引き取りましたが公爵様からの溺愛は想定外です　2巻 (ZERO-SUMコミックス),2,2026-06-30
16108,【分冊版】誰かこの状況を説明してください！ ～契約から始まるウェディング～ 第82話(アリアンローズコミックス),,2026-06-30
16473,いけない二人（２） (ビッグコミックス),2,2026-06-30
16576,転生赤ちゃんカティは諜報活動しています: そして鬼畜な父に溺愛されているようです (4) (レジーナCOMICS),4,2026-06-30
17073,賭けからはじまる最後の初恋【単話版】 第11話 賭けからはじまるサヨナラの恋【単話版】 (コミックELMO),,2026-06-30
18445,都市伝説が殺ってくる（６） (サイコミ×裏少年サンデーコミックス),6,2026-06-30
20163,ハートビートエラー【単行本版】（特典マンガ付き） (アメイロ),,2026-06-30
20212,災禍の神は願わない　完全版　上巻 (ZERO-SUMコミックス),1,2026-06-30
20512,災禍の神は願わない　完全版　下巻 (ZERO-SUMコミックス),3,2026-06-30
21193,進め!白鼻進 (ビッグコミックス),,2026-06-30
21830,Forward！－フォワード！－ 世界一のサッカー選手に憑依されたので、とりあえずサッカーやってみる。（２３） (サイコミ×裏少年サンデーコミックス),23,2026-06-30
22359,セイ少女黙示録 ですぺあ（４） (ビッグコミックス),4,2026-06-30
22669,コミックライド2026年7月号,,2026-06-30
23773,鷹虎くんとオメガたち3 (Canna Comics),,2026-06-30
25950,はじめての！ (TENMA COMICS LO),,2026-06-30
26174,ルーチェと白の契約　8巻　特装版 (ZERO-SUMコミックス),8,2026-06-30
26794,ドッグ・タイムズ3巻 (ヤングキングコミックス),3,2026-06-30
27640,隠し部屋 ： 24 (アクションコミックス),24,2026-06-30
27868,パートごときがでしゃばるなとクビにされました～このスーパー、私達で回してましたが大丈夫ですか？～【単話】 9 (Rentaコミックス),9,2026-06-30
27869,パートごときがでしゃばるなとクビにされました～このスーパー、私達で回してましたが大丈夫ですか？～【単話】 8 (Rentaコミックス),8,2026-06-30
29540,連れ去られた母は、お骨になって帰ってきました。~成年後見制度の隠された真実~ (BAMBOO ESSAY SELECTION),,2026-06-30
29618,救い、巣喰われ 第50話【単話版】 救い、巣喰われ【単話版】 (コミックRouge),,2026-06-30
32984,もにゅ育！ (TENMA COMICS LO),,2026-06-30
34552,風俗怪談（２） (ビッグコミックス),2,2026-06-30
36243,スマホで異世界の神になる方法～失業したら冷酷領主に愛されました～ 分冊版 ： 11 (ジュールコミックス),11,2026-06-30
36527,プリエールキス～王子様の呪いを解く魔法～: 2【電子限定描き下ろし付き】 (ZERO-SUMコミックス),3,2026-06-30
36975,君を愛することはできないと言われたので猫を愛でることにしました　黒猫さんをもふもふしていたら、あら？　旦那様のご様子が…？　1巻 (ZERO-SUMコミックス),1,2026-06-30
37908,負け確定のライバル令嬢に転生したので王子様は諦めます。 7 (Rentaコミックス),7,2026-06-30
38524,ゾイド×パトレイバー - Code Name B.U.D.D.Y. -　第１２話 (ヒーローコミックス),,2026-06-30
39950,処女姫～なぜか童貞しか勇者になれない異世界から来たんですけど～２,,2026-06-30
42244,目が覚めました: 奪われた婚約者はきっぱりと捨てました (1) (レジーナCOMICS),1,2026-06-30
43101,自宅アパート一棟と共に異世界へ: 蔑まれていた令嬢に転生(?)しましたが、自由に生きることにしました (1) (レジーナCOMICS),1,2026-06-30
44859,【分冊版】転生しまして、現在は侍女でございます。 第75話(アリアンローズコミックス),,2026-06-30
49245,負け確定のライバル令嬢に転生したので王子様は諦めます。 8 (Rentaコミックス),8,2026-06-30
50059,無能の悪童王子は生き残りたい～恋愛RPGの悪役モブに転生したけど、原作無視して最強を目指す～(4) (モンスターコミックス),4,2026-06-30
54164,プリンス　～白雪王子×悪役王妃の場合～ (シリウスコミックス),,2026-06-30
54336,弁護士カレシ ： 39 (ジュールコミックス),39,2026-06-30
57713,コミックヘヴン 2026年 8/10号 [雑誌] (コミックヘヴン（本誌）),,2026-06-30
59517,富士山大噴火~戦力外認定されたおっさん会社員モチザネが天変地異で成り上がり!?~ (1) (ビッグコミックス),1,2026-06-30
59870,fanfaration!(7) (ザ オメガバース プロジェクト コミックス),7,2026-06-30
63819,異世界魔喰～王国に捨てられた魔物喰らいの叛逆譚～（５） (サイコミ×裏少年サンデーコミックス),5,2026-06-30
68723,透明男と人間女～そのうち夫婦になるふたり～ 分冊版 ： 48 (アクションコミックス),48,2026-06-30
70486,レベル1から始まる召喚無双【単話版】第44話 (コミックライド),,2026-06-30
78538,【分冊版】転生王女は今日も旗を叩き折る 第85話(アリアンローズコミックス),,2026-06-30
111423,ジャスティス・サーガ　―我の創りし理想の世界で幼女無双―（１） (サイコミ×裏少年サンデーコミックス),1,2026-06-30
111586,十歳の最強魔導師　第１６話　前編 (ヒーローコミックス),,2026-06-30
218497,チートスキル『支配』を使って異世界ハーレム！（分冊版） 【第38話】 (コミックラクウ),,2026-06-30
—,異世界のんびり農家 21,21,2026-06-30
—,悪食令嬢と狂血公爵　～その魔物、私が美味しくいただきます！～（１３） (異世界ヒロインファンタジー),13,2026-06-30
—,悪役令嬢ルートから解放されました！　～ゲームは終わったので、ヒロインには退場してもらいましょうか～（５） (異世界ヒロインファンタジー),5,2026-06-30
—,千夜千食物語　～敗国の姫ですが氷の皇子殿下がどうも溺愛してくれています～（４） (異世界ヒロインファンタジー),4,2026-06-30
—,婚約破棄されたので、好きにすることにした。（６） (異世界ヒロインファンタジー),6,2026-06-30
—,魁!!男塾 COMPLETE DVD BOOK vol.3 (),3,2026-06-30
—,傾国悪女のはかりごと～初夜に自白剤を盛るとは何事か！～（３） (異世界ヒロインファンタジー),3,2026-06-30
—,奪ったのではありません、お姉様が捨てたのです（２） (異世界ヒロインファンタジー),2,2026-06-30
—,冷血竜皇陛下の「運命の番」らしいですが、後宮に引きこもろうと思います　～幼竜を愛でるのに忙しいので皇后争いはご勝手にどうぞ～（７） (異世界ヒロインファンタジー),7,2026-06-30
—,HAL'S MOTO 7 RIDEX Honda Part2 (Motor Magazine Mook),,2026-06-30
—,HAL'S MOTO 8 RIDEX Kawasaki Part2 (Motor Magazine Mook),,2026-06-30
—,死亡確定陛下を救いたいのに、本人が溺愛で邪魔してきます！（３） (異世界ヒロインファンタジー),3,2026-06-30
—,HONKOWA霊障ファイル『脅威の霊能者』特集 (ASスペシャル),,2026-06-30
—,悪役令嬢はシナリオを知らない　～乙女ゲームの世界で真実の恋を探します！～（２） (異世界ヒロインファンタジー),2,2026-06-30
—,ブレイクニューワールド（４） (サイコミ×裏少年サンデーコミックス),4,2026-06-30
—,未熟者: セラフィンコミックス,,2026-06-30
—,引退したおっさん賢者だが愛弟子が追放されてきたので傷心旅行に連れて行く ~スローライフな旅のつもりが、なぜか世界最強の師弟になっていた~ (2) (MUGENコミックス),2,2026-06-30
—,引退したおっさん賢者だが愛弟子が追放されてきたので傷心旅行に連れて行く ~スローライフな旅のつもりが、なぜか世界最強の師弟になっていた~ (1) (MUGENコミックス),1,2026-06-30
