順位,タイトル,巻数,発売日
2405,異世界グルメで成り上がり無双～山に追放されたので、のんびりキャンプを楽しんでいたらいつの間にか強くなっていて、王侯貴族や実力者たちが俺を放っておいてくれません。一方、俺を追放した貴族たちは破滅が始まる～（５） (マガジンポケットコミックス),5,2026-09-09
2420,最後のレストラン Dante　5巻 (バンチコミックス),5,2026-09-09
2638,おやすみ　ふみさん（８） (マガジンポケットコミックス),8,2026-09-09
2759,ハードワーカー中田（８） (マガジンポケットコミックス),8,2026-09-09
2816,俺堕ちスレイブヒーローコレクション 3 (ドラゴンコミックスエイジ),3,2026-09-09
2862,農学博士の異世界無双～禁忌の知識で築くモンスター娘ハーレム～　5 (ドラゴンコミックスエイジ),5,2026-09-09
3028,大人のあっぷあっぷでーと (一般書),,2026-09-09
3064,戦隊タブー（９） (コミックＤＡＹＳコミックス),9,2026-09-09
3186,シランド(3) (モーニングKC),3,2026-09-09
3441,転生コロシアム 2 ~最弱スキルで最強の女たちを攻略して奴隷ハーレム作ります~ わからせセレクション フルカラー版 (ドラゴンコミックスエイジ),,2026-09-09
3504,騎士王の食卓（６） (シリウスコミックス),6,2026-09-09
3506,景虎君はもどれない　2巻【電子特典付き】 (バンチコミックス),2,2026-09-09
3902,お母さん冒険者、ログインボーナスでスキル【主婦】に目覚めました。週一貰えるチラシで冒険者生活頑張ります！（４） (マガジンポケットコミックス),4,2026-09-09
4125,普通の本はありません!(3) (KCデラックス),3,2026-09-09
4318,矢野くんの普通の日々（１３） (コミックＤＡＹＳコミックス),13,2026-09-09
5280,新宿解消録テンチョウ みいちゃんと山田さん外伝(1) (シリウスKCDX),1,2026-09-09
6318,ハンドレッドノート-アグリーダック-(3) (KCデラックス),3,2026-09-09
6897,邦人奪還 自衛隊特殊部隊が動くとき　4巻 (バンチコミックス),4,2026-09-09
7069,殺し屋の営業術(1) (少年マガジンKC),1,2026-09-09
7656,邦人奪還 自衛隊特殊部隊が動くとき　3巻 (バンチコミックス),3,2026-09-09
8184,みだりに憑かせてはなりません 2 (ドラゴンコミックスエイジ),2,2026-09-09
9096,闇覚醒して主人公にボコされるかませ犬に憑依したが原作と違いすぎて戸惑ってる（１） (マガジンポケットコミックス),1,2026-09-09
9345,明けの女医と宵の魔女～僕と彼女のみだらなカルテ～（３） (シリウスコミックス),3,2026-09-09
10118,勇者の元仲間夫婦は田舎でのんびり幸せに暮らす 1 (ドラゴンコミックスエイジ),1,2026-09-09
11184,ゲーム開始前に死ぬモブ悪役皇子に転生した俺 ~推しヒロインの妹と幸せになるために最弱魔法【闇刃】を過剰な努力で極め抜いたら、最強のぶっ壊れ性能と化していた件~(1) (KCデラックス),1,2026-09-09
11277,追放された底辺職「盗賊」はゲーム知識で無双する。一緒に召喚された先生も外れジョブだったけど効率的に成り上がります(2) (シリウスKC),2,2026-09-09
11503,仲間を守って死んだら二十年後の同じ世界に生まれ変わった件……でも俺、転生二回目なんだけど?(1) (シリウスKC),1,2026-09-09
13283,人としてつき合えたら（３） (コミックＤＡＹＳコミックス),3,2026-09-09
13584,まだ君を見上げてる（１） (コミックＤＡＹＳコミックス),1,2026-09-09
13649,八田未蘭と青春に上等！！（１） (マガジンポケットコミックス),1,2026-09-09
13950,ラブソング(1) (少年マガジンKC),1,2026-09-09
16174,堕天使ちゃんはがんばれない(1) (シリウスKC),1,2026-09-09
16577,アルス・ゲーティア　～無能と呼ばれた少年は、７２の悪魔を使役して無双する～（４） (少年マガジンエッジコミックス),4,2026-09-09
16845,酒蔵かもし婚　3巻 (バンチコミックスコラル),3,2026-09-09
22454,種生産 ~このスキルがチートだとまだ誰も気付いていない~(1) (KCデラックス),1,2026-09-09
23140,シロナガス島への帰還(1) (KCデラックス),1,2026-09-09
25528,悪女ランキング 1 (ドラゴンコミックスエイジ),1,2026-09-09
27650,ジェヴォーダンという獣～牢獄で女をむさぼる元人間の最凶モンスターは、復讐のプリズンブレイクをくわだてる～(単話版)第12話 (メテオCOMICS),,2026-09-09
28156,ch登録お願いします!(2) (シリウスKC),2,2026-09-09
30528,不夜城転生 ~禁欲してた最強勇者ですが、精なるスキルで悦楽の都を無双します~ 2 (ドラゴンコミックスエイジ),2,2026-09-09
33458,そして刹那は繰り返す（２） (マガジンポケットコミックス),2,2026-09-09
37458,徒然チルドレン　カラー版（９） (星海社コミックス),9,2026-09-09
38956,電波のとどく時空にいます　3巻（完） (バンチコミックス),3,2026-09-09
46820,花子狩り(3) (シリウスKC),3,2026-09-09
218330,SNS狂の女～自己顕示欲のバケモノ～(45) (コミックなにとぞ),45,2026-09-09
—,最強で最速の無限レベルアップ（１３）　～スキル【経験値１０００倍】と【レベルフリー】でレベル上限の枷が外れた俺は無双する～ (月マガ基地),13,2026-09-09
—,かわいくないかわいいあの子　第4話 (FxComics),,2026-09-09
