順位,タイトル,巻数,発売日
1,片田舎のおっさん、剣聖になる～ただの田舎の剣術師範だったのに、大成した弟子たちが俺を放ってくれない件～　9 (ヤングチャンピオン・コミックス),9,2026-06-26
14,バスタード・ソードマン 4 (電撃コミックスNEXT),4,2026-06-26
31,ダンジョン島で宿屋をやろう！ 創造魔法を貰った俺の細腕繁盛記: 10【イラスト特典付】 (REXコミックス),,2026-06-26
56,佐々木とピーちゃん　（６）　異世界でスローライフを楽しもうとしたら、現代で異能バトルに巻き込まれた件 ～魔法少女がアップを始めたようです～ (角川コミックス・エース),6,2026-06-26
67,片田舎のおっさん、剣聖になる外伝　竜双剣の軌跡 3巻 (デジタル版ヤングガンガンコミックス),3,2026-06-26
71,新米姉妹のふたりごはん12 (電撃コミックスNEXT),,2026-06-26
72,男女比1：5の世界でも普通に生きられると思った？　～激重感情な彼女たちが無自覚男子に翻弄されたら～ ４ (角川コミックス・エース),4,2026-06-26
136,グラン＆グルメ ４　～器用貧乏な転生勇者が始める辺境スローライフ～ (電撃コミックスNEXT),4,2026-06-26
161,転生王女と天才令嬢の魔法革命 ９ (電撃コミックスNEXT),9,2026-06-26
190,秘密法人デスメイカー　3 (ヤングチャンピオン・コミックス),3,2026-06-26
283,機動戦士クロスボーン・ガンダム ゼーロイバー（3） (角川コミックス・エース),3,2026-06-26
337,自称悪役令嬢な婚約者の観察記録。【番外編４】 (レジーナCOMICS),,2026-06-26
353,レアモンスター？それ、ただの害虫ですよ　5　～知らぬ間にダンジョン化した自宅での日常生活が配信されてバズったんですが～ (電撃コミックスNEXT),5,2026-06-26
358,クロの戦記II　異世界転移した僕が最強なのはベッドの上だけのようです （6） (角川コミックス・エース),6,2026-06-26
387,機動戦士ムーンガンダム　（１６） (角川コミックス・エース),16,2026-06-26
392,悪いが私は百合じゃない（10） (電撃コミックスNEXT),10,2026-06-26
395,異世界H英雄伝 ～美少女戦士たちは最強軍師の無茶なお願いに逆らえない～　3 (ヤングチャンピオン・コミックス),3,2026-06-26
407,ざつ旅-That's Journey- １５ (電撃コミックスNEXT),15,2026-06-26
433,ホーリーアンデッド （３）　～非モテでぼっちの死霊術士が、聖女に転生してお友達を増やします～ (KNコミックス),3,2026-06-26
471,終末ツーリング 9 (電撃コミックスNEXT),9,2026-06-26
528,夢でフラれてはじまる百合 (4) (バンブーコミックス),4,2026-06-26
570,魔力0で最強の大賢者 ～それは魔法ではない、物理だ！～: 12【イラスト特典付】 (REXコミックス),,2026-06-26
582,お兄ちゃんはおしまい！ 公式アンソロジーコミック: 8 (REXコミックス),8,2026-06-26
804,ギャルと地味子が恋をする青春百合アンソロジー (バンブーコミックス),,2026-06-26
874,おいのち頂戴！　４ (電撃コミックスNEXT),4,2026-06-26
989,おっさん、転生して天才役者になる　９ (電撃コミックスNEXT),9,2026-06-26
998,機動戦士ガンダムエイト (2) (角川コミックス・エース),2,2026-06-26
1239,陰キャの俺が席替えでS級美少女に囲まれたら秘密の関係が始まった。 (3) (角川コミックス・エース),3,2026-06-26
1299,東方酔蝶華　ロータスイーター達の酔醒　10 (カドカワデジタルコミックス),10,2026-06-26
1348,名もなき魔物と二人の騎士~そして婚約者は困惑する~ (2) (フラワーコミックススペシャル),2,2026-06-26
1561,悪の華道を行きましょう: 31　悪の華道を邪魔しましょう2 (ZERO-SUMコミックス),,2026-06-26
1605,柚木さんちの四兄弟。 (23) (フラワーコミックス),23,2026-06-26
2260,とろけるくちびる raise (バンブーコミックス Qpaコレクション),,2026-06-26
2322,晴野さんのことなんて全然好き (1) (No.9 Comics),1,2026-06-26
2363,星屑テレパス　６巻 (まんがタイムＫＲコミックス),6,2026-06-26
2437,罪に溺れるクライム百合アンソロジー (バンブーコミックス),,2026-06-26
