順位,タイトル,巻数,発売日
135,天幕のジャードゥーガル　6 (ボニータ・コミックス),6,2026-07-15
1293,冒険家になろう！～スキルボードでダンジョン攻略～（コミック） ： 13 (モンスターコミックス),13,2026-07-15
2289,嘘彼氏でもいいからとにかくシたいましろちゃん(3) (メテオCOMICS),3,2026-07-15
2305,コミュ障、異世界へ行く 8巻 (LINEコミックス),8,2026-07-15
2409,護！ニンゲンの飼い方 (コミックエッセイ),,2026-07-15
2419,みことちゃんは嫌われたくない！６ (コミックエッセイ),,2026-07-15
3128,もっと！天幕のジャードゥーガル (ボニータ・コミックス),,2026-07-15
4167,珍獣のお医者さん 5巻 (ハルタコミックス),5,2026-07-15
4254,うちらはマブダチseason4 マゼンダ先生とわたし,,2026-07-15
4493,ボクとおば～のフシギな話　4 (ボーダーコミックス),4,2026-07-15
4555,異世界パパ活おじさん（コミック） ： 10 (モンスターコミックス),10,2026-07-15
4772,欠けた月のメルセデス～吸血鬼の貴族に転生したけど捨てられそうなのでダンジョンを制覇する～@COMIC 第6巻【電子書籍限定描き下ろしマンガ付き】 (コロナ・コミックス),6,2026-07-15
5109,勇者パーティーにかわいい子がいたので、告白してみた。（コミック） ： 14 (モンスターコミックス),14,2026-07-15
5304,アフターグロウ(2) 限定版 (gateauコミックス),2,2026-07-15
5989,僕は今すぐ前世の記憶を捨てたい。～憧れの田舎は人外魔境でした～@COMIC 第5巻 (コロナ・コミックス),5,2026-07-15
8190,追放された不遇職『色使い』が世界を塗り替えるまで ～美少女だらけのSランクパーティーで最強スキルの本当の使い方を知り無双する～(3) (メテオCOMICS),3,2026-07-15
8747,俺だけ超天才錬金術師　ゆる～いアトリエ生活始めました（コミック） ： 10 (モンスターコミックス),10,2026-07-15
10252,優等生の制服のなか@プロポーズ (gateauコミックス),,2026-07-15
11607,実力主義に拾われた鑑定士　～奴隷扱いだった母国を捨てて、敵国の英雄はじめました～５ (アルファポリスCOMICS),,2026-07-15
13773,魔法少女♡三十路(7) (ヒーローズコミックス　ふらっと),7,2026-07-15
13947,辺境に追放されて50年の大賢者は若返り、二度目の英雄伝説が始まる。（コミック） ： 2 (モンスターコミックス),2,2026-07-15
14768,悪役令嬢に転生したと思ったら、シンデレラの義姉でした ～シンデレラオタクの異世界転生～ 8巻 (マッグガーデンコミックスavarusシリーズ),8,2026-07-15
16368,Barありさかへようこそ！(1) (HOWLコミックス),1,2026-07-15
18846,一般兵士が転生特典に『無限再生』を貰った結果、数多の美女に狙われた（コミック）　２ (GAコミック),2,2026-07-15
19371,工芸職人《クラフトマン》はセカンドライフを謳歌する４ (アルファポリスCOMICS),,2026-07-15
21165,Bounty Parade～CR Mondo side:Another～(1) (HOWLコミックス),1,2026-07-15
21225,社内恋愛の相手は俺ですけど？2 (gateauコミックス),,2026-07-15
21334,前世で家族に恵まれなかった俺、今世では優しい家族に囲まれる３ (アルファポリスCOMICS),,2026-07-15
22395,社内恋愛の相手は俺ですけど？1 新装版 (gateauコミックス),,2026-07-15
23114,君たち愛が重すぎる。　1 (プリンセス・コミックス),1,2026-07-15
23255,30代になった私は今日もなんとかやっている。 (はちみつコミックエッセイ),,2026-07-15
25736,蒼の御使い 4 (4) (ボニータコミックス),4,2026-07-15
26036,隠れ転生@COMIC 第4巻 (コロナ・コミックス),4,2026-07-15
26678,私を裏切ったはずの公爵様が離婚してくれません (2) (フレックスコミックス),2,2026-07-15
30687,引退したおっさん冒険者、再雇用で最強ギルドマスターになってしまう (2) (フレックスコミックス),2,2026-07-15
31302,ありがとうチート！～トンズラ幼女はマイペースに異世界を堪能することにしました～@COMIC 第1巻 (コロナ・コミックス),1,2026-07-15
31865,グッドナイト、アイラブユー　3 (ボニータ・コミックス),3,2026-07-15
32158,殺人鬼狩り@COMIC 第2巻 (コロナ・コミックス),2,2026-07-15
32816,学園のマドンナの渡辺さんが、なぜか毎週予定を聞いてくる@COMIC 第2巻【電子書籍限定描き下ろしイラスト特典付き】 (コロナ・コミックス),2,2026-07-15
33671,【分冊版】服飾師ルチアはあきらめない ～今日から始める幸服計画～ 第41話 (FWコミックスオルタ),,2026-07-15
34509,私はいったい何役令嬢なんでしょう！？～大変恐れ入りますが、営業スキルで異世界攻略いたします～【電子単行本】　5 (プリンセス・コミックス　プチプリ),5,2026-07-15
34579,ジェヴォーダンという獣～牢獄で女をむさぼる元人間の最凶モンスターは、復讐のプリズンブレイクをくわだてる～(単話版)第11話 (メテオCOMICS),,2026-07-15
35235,絵画修復師 天野洋子 (1) (ハルタコミックス),1,2026-07-15
35403,お飾り聖女のはずが、真の力に目覚めたようです THE COMIC 3巻 (マッグガーデンコミックスavarusシリーズ),3,2026-07-15
35849,溺れるほど愛されて、幸せになってみせますわ！アンソロジーコミック 26巻 (COMIC ROOM),26,2026-07-15
36005,どうせなら彼岸まで (gateauコミックス),,2026-07-15
37718,小悪魔JKサイコ第26話 (サイコワコミック),,2026-07-15
39482,ＭＡＩＤｅｓ─メイデス─メイド、地獄の戦場に転送される。固有のゴミ収集魔法で、最弱クラスのまま人類最強に。@COMIC 第3巻 ＭＡＩＤｅｓーメイデスーメイド、地獄の戦場に転送される。固有のゴミ収集魔法で、最弱クラスのまま人類最強に。@COMIC (コロナ・コミックス),3,2026-07-15
40599,死に戻りの薔薇姫は敵国の公爵に溺愛される (1) (ポラリスCOMICS),1,2026-07-15
41565,ダンス イン ザ ヴァンパイアバンド エイジ オブ スカーレット オーダー 21 (コロナ・コミックス),21,2026-07-15
41819,散り損ないのヒラエス(3) (ヒーローズコミックス ふらっと),3,2026-07-15
42933,おとなの初恋【マイクロ】（４６） (フラワーコミックス),46,2026-07-15
43274,追放された不遇職『色使い』が世界を塗り替えるまで ~美少女だらけのSランクパーティーで最強スキルの本当の使い方を知り無双する~ (3) (メテオCOMICS),3,2026-07-15
43349,君と家族みたいなそれ以上 (gateauコミックス),1,2026-07-15
47779,彼の世の獣が見る夢は　3 (プリンセス・コミックス),3,2026-07-15
47937,青⇔オレンジ［ばら売り］第27話 (花丸漫画),,2026-07-15
50520,国王たちの結婚 上 (Spicy Whip Comics),1,2026-07-15
50521,国王たちの結婚 下 (Spicy Whip Comics),3,2026-07-15
53495,ダンジョンマスター班目～普通にやっても無理そうだからカジノ作ることにした～@COMIC 第2巻 (コロナ・コミックス),2,2026-07-15
54048,絶倫書道家のケダモノSEX　～雇い主が朝まで離してくれません 3 (ラブパルフェコミックス),3,2026-07-15
54964,ヒャッハーな幼馴染達と始めるVRMMO@COMIC 第2巻 (コロナ・コミックス),2,2026-07-15
57396,いただきママ～他人の××は蜜の味～(5) (コミックなにとぞ),5,2026-07-15
62194,御社の不倫の件～絶対に別れさせます～(37) (コミックなにとぞ),37,2026-07-15
63009,学校で有名な三大美少女の憧れは、人気モデルの“女装”した俺らしい@COMIC 第1巻【電子書籍限定描き下ろしイラスト特典付き】 (コロナ・コミックス),1,2026-07-15
64543,傲慢の時代（コミック）３ (GAコミック),,2026-07-15
70143,優しくイジめて溶かして混ぜて【12P小冊子】 (gateauコミックス),,2026-07-15
73528,友情バイブレーション［ばら売り］　～大学生編～　第10話 (花丸漫画),,2026-07-15
75855,美大生・月浪縁の怪談　2 (ボニータ・コミックス),2,2026-07-15
76562,虐げられた秀才令嬢と隣国の腹黒研究者様の甘やかな薬草実験室【単話版】１６ (PASH! コミックス),,2026-07-15
78087,テムパル ～アイテムの力～（コミック）１ (GAコミック),,2026-07-15
81900,ラスボス国王陛下はご寵愛がすぎる～推し悲恋キャラに転生したので平穏エンドを目指します～（６） (異世界フラワーコミックス),6,2026-07-15
89866,【単話版】捨てられ公爵夫人は、平穏な生活をお望みのようです@COMIC 第14話 (コロナ・コミックス),,2026-07-15
90325,Odds and Ends　オッズ・アンド・エンズ［ばら売り］　junk16 (花丸漫画),,2026-07-15
96081,スパダリ未満、彼氏以上。 (BaLmyコミックス),1,2026-07-15
122586,陰キャな僕が双子に愛される理由［ばら売り］　第26話 (花丸漫画),,2026-07-15
145399,ご褒美は恋と調教の始まりです 1 (1) (プリンセスコミックス),1,2026-07-15
151818,君を食べたい　25 (MIU 恋愛MAX COMICS),25,2026-07-15
165542,みんな私のこと「かわいい」って言ってくれるけど本命にはしてくれないね？(31) (コミックなにとぞ),31,2026-07-15
235320,悪役令嬢なのに溺愛えっちルートなんて聞いてないっ　29 (MIU 恋愛MAX COMICS),29,2026-07-15
—,ヴラド・ドラクラ　10巻 (HARTA COMIX),10,2026-07-15
—,本好きの下剋上～司書になるためには手段を選んでいられません～第三部 「領地に本を広げよう！10」 本好きの下剋上　第三部,3,2026-07-15
—,本好きの下剋上～司書になるためには手段を選んでいられません～　フェルディナンドの館にて 第1巻,1,2026-07-15
