順位,タイトル,巻数,発売日
42,異世界食堂 洋食のねこや（１０） (角川コミックス・エース),10,2026-09-25
50,奴隷からの期待と評価のせいで搾取できないのだが　（５） (角川コミックス・エース),5,2026-09-25
117,メカニカル バディ ユニバース 1.0 (7) (デジタル版ヤングガンガンコミックス),7,2026-09-25
127,異世界H英雄伝 ～美少女戦士たちは最強軍師の無茶なお願いに逆らえない～　4 (ヤングチャンピオン・コミックス),4,2026-09-25
145,太陽よりも眩しい星 15 (マーガレットコミックス),15,2026-09-25
169,悪役一家の奥方、死に戻りして心を入れ替える。　（６） (角川コミックス・エース),6,2026-09-25
187,陰の実力者になりたくて！マスターオブガーデン～七陰列伝～（４） (角川コミックス・エース),4,2026-09-25
205,義妹生活　（７） (角川コミックス・エース),7,2026-09-25
206,転生錬金少女のスローライフ5 (角川コミックス・エース),5,2026-09-25
262,政略より愛を選んだ結婚。　後悔は十年後にやってきた。２ (レジーナCOMICS),2,2026-09-25
333,３５歳の選択～異世界転生を選んだ場合～（ノヴァコミックス）９ 35歳の選択～異世界転生を選んだ場合～,,2026-09-25
359,異世界チート魔術師(21) (角川コミックス・エース),21,2026-09-25
445,カレシがいるのに【電子単行本】　14 (ヤングチャンピオン・コミックス),14,2026-09-25
447,さほこクエスト～陰キャ女子、紳士向け同人RPG世界で勇者になる～　4 (ヤングチャンピオン・コミックス),4,2026-09-25
469,日に流れて橋に行く 13 (マーガレットコミックスDIGITAL),13,2026-09-25
517,キスは捜査のあとで ファイナル【単話売】(1) (arca comics),1,2026-09-25
705,恋をするならひれ伏して（２）【特典付】 (onBLUE comics),2,2026-09-25
754,泥船貴族のご令嬢～幼い弟を息子と偽装し、隣国でしぶとく生き残る！～（4） (角川コミックス・エース),4,2026-09-25
778,名もなき魔物と二人の騎士～そして婚約者は困惑する～【電子限定特典おまけページ付き】（３） (異世界フラワーコミックス),3,2026-09-25
783,はじめてのギャル(22) (角川コミックス・エース),22,2026-09-25
894,機動戦士ガンダムF90クラスター（５） (角川コミックス・エース),5,2026-09-25
904,追放された付与魔法使いの成り上がり～勇者パーティを陰から支えていたと知らなかったので戻って来い？【剣聖】と【賢者】の美少女たちに囲まれて幸せなので戻りません～（ノヴァコミックス）６,6,2026-09-25
1070,ビッグコミック 2026年19号（2026年9月25日発売） [雑誌],,2026-09-25
1441,キミと越えて恋になる 12 (マーガレットコミックス),12,2026-09-25
1459,父さんは【剣聖】、母さんは【剣神】、僕は【おち〇ぽチャンバラマスター】　1 (ヤングチャンピオン・コミックス),1,2026-09-25
1510,ハレルヤベイビー 9 (集英社君恋コミックスDIGITAL),9,2026-09-25
1532,ある日突然、ギャルの許嫁ができた（4） (角川コミックス・エース),4,2026-09-25
1560,しっぽ街のコオ先生 21 (オフィスユーコミックス),21,2026-09-25
1654,愛でて春~呪われた公爵騎士様は溺愛する~ (4) (フラワーコミックス),4,2026-09-25
1683,ハンターギルドの裏クエスト～SSSランクのわたしならエッチなクエストも余裕（？）です～　1 (ヤングチャンピオン・コミックス),1,2026-09-25
1695,ここからはオトナの時間です。 6 (集英社ガールズコミックス),6,2026-09-25
1795,うちの犬が子ネコ拾いました。 (第9巻) (フラワーコミックス〔スペシャル〕),9,2026-09-25
2134,処刑される当て馬王子、私が幸せにいたします！２ (レジーナCOMICS),2,2026-09-25
2197,これは経費で落ちません！ ～経理部の森若さん～ 17 (マーガレットコミックスDIGITAL),17,2026-09-25
2228,雷帝と呼ばれた最強冒険者、魔術学院に入学して一切の遠慮なく無双する（ノヴァコミックス）８,8,2026-09-25
2394,ゴミ箱ぐらしの聖女様２ (ノヴァコミックス),2,2026-09-25
2518,復讐姫ローラ～お姉様を生贄にしたこの国はもう要らない～【電子単行本】　6 (少年チャンピオン・コミックス),6,2026-09-25
2609,種村有菜きらめきシールブック (マルチメディア),,2026-09-25
2643,ガイシューイッショク！【単話】（５２） (ビッグコミックス),52,2026-09-25
2790,愛されない花嫁は初夜を一人で過ごす３ (レジーナCOMICS),3,2026-09-25
3045,スノードロップ～あなたの死を望みます～ 2巻 (デジタル版ヤングガンガンコミックス),2,2026-09-25
3081,全自動攻撃【オート】スキルで俺だけ超速レベルアップ～女神が導く怠惰な転生者のサクッと異世界攻略～3巻 (グラストCOMICS),3,2026-09-25
