順位,タイトル,巻数,発売日
270,落第賢者の学院無双 　～二度目の転生、Ｓランクチート魔術師冒険録～ 9巻 (デジタル版ガンガンコミックスＵＰ！),9,2026-07-07
290,ここは俺に任せて先に行けと言ってから10年がたったら伝説になっていた。 20巻【デジタル版カバー】 (デジタル版ガンガンコミックスＵＰ！),20,2026-07-07
617,処刑された賢者はリッチに転生して侵略戦争を始める 16巻 (デジタル版ガンガンコミックスＵＰ！),16,2026-07-07
762,育成スキルはもういらないと勇者パーティを解雇されたので、退職金がわりにもらった【領地】を強くしてみる 14巻 (デジタル版ガンガンコミックスＵＰ！),14,2026-07-07
800,逃がした魚は大きかったが釣りあげた魚が大きすぎた件（コミック） 11巻 (デジタル版ガンガンコミックスＵＰ！),11,2026-07-07
802,そうだ、売国しよう～天才王子の赤字国家再生術～ 19巻 (デジタル版ガンガンコミックスＵＰ！),19,2026-07-07
1327,となりのフィギュア原型師　８巻 (まんがタイムコミックス),8,2026-07-07
1508,男が滅んだ世界 英雄戦士のハーレムワールド (4) (バンブーコミックス 異世界BC),4,2026-07-07
1684,有名VTuberの兄だけど、何故か俺が有名になっていた 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-07-07
2109,ダンジョンに閉じ込められて25年。救出されたときには立派な不審者になっていた 2巻 (デジタル版ガンガンコミックスＵＰ！),2,2026-07-07
2330,ドゥーム 殺人警察官の断罪録 1巻【特典イラスト付き】 (ゼノンコミックス),1,2026-07-07
2735,アポカリプスホテルかりかり (バンブーコミックス),,2026-07-07
4482,天久鷹央の推理カルテ　スフィアの死天使（３） (アフタヌーンコミックス),3,2026-07-07
5061,阿闍梨蒼雲 霊幻怪異始末 (10) (HONKOWAコミックス),10,2026-07-07
6418,やり込んだ恋愛ゲームの悪役に転生したので、原作知識でヒロインを攻略します 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-07-07
9258,君は誰よりうつくしい動物 -白井もも吉短編集- (ガンガンコミックスUP!),,2026-07-07
10342,外れスキル【毒無効】を得て追放された転生者、たまたま死んでいたSSSランクの魔物の肉（猛毒）を食べたらチートスキルを手に入れてしまった 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-07-07
10623,捨てられた第四王女は母国には戻らない【特典ペーパー付き】 (2) (バンブーコミックス 異世界BC),2,2026-07-07
11232,新コボちゃん　６１ (まんがタイムコミックス),61,2026-07-07
12402,冒険者マッチングアプリで相性抜群だけど性格最悪な女とパーティー組んだ結果、エッチ相性が200%超えだったので最高のチームメイトになりました。 (1) (バンブーコミックス 異世界BC),1,2026-07-07
13069,小鳥ライダーは都会で暮らしたい モフモフな相棒と、のんびり異世界冒険記 (2) (バンブーコミックス 異世界BC),2,2026-07-07
13902,採用の仮面 心が読める下剋上内定 4巻 (デジタル版ガンガンコミックスＵＰ！),4,2026-07-07
14523,呪いのせいで勇者パーティーを追放されたおっさん戦士、領主になってマイペースに辺境開拓を進めていたはずが強すぎて爆速で領地が発展していきます(1) (ガンガンコミックスUP!),1,2026-07-07
14815,第3王子はスローライフをご所望 (8) (バンブーコミックス 異世界BC),8,2026-07-07
15994,見捨てられた最弱テイマー、封印されていた美少女ドラゴンと契約して最強に至る 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-07-07
17881,マリッジシンデレラ 拾われた花嫁は一途な副社長に溺愛される 5巻 (ゼノンコミックス),5,2026-07-07
20020,オリヴィア嬢は愛されると死ぬ ～旦那様、ちょっとこっち見すぎですわ～（コミック） 2巻 (デジタル版ガンガンコミックスＵＰ！),2,2026-07-07
20148,愛する婚約者に殺された公爵令嬢、死に戻りして光の公爵様(お父様)の溺愛に気づく ~今度こそ、生きて幸せになります!~(2) (ガンガンコミックスUP!),2,2026-07-07
20193,レプリカ 元妻の復讐 19巻 (ゼノンコミックス),19,2026-07-07
22982,漫画アクション 2026年7/21号［雑誌］,,2026-07-07
25250,跳べないウサギと神の島　３巻 (まんがタイムコミックス),3,2026-07-07
26524,高潔すぎる騎士団長ですが新妻への独占欲を我慢できない (オパールCOMICS),,2026-07-07
26625,伝説の盗賊王、Fランク冒険者を始めて無双する 裏社会最強の存在は表の世界でも最強でした (1) (バンブーコミックス 異世界BC),1,2026-07-07
27466,最強最悪の裏ボス、転生者と共に破滅フラグ回避を目指す (3) (バンブーコミックス 異世界BC),3,2026-07-07
28182,褒めて、撫でて、いい子って【電子限定特典付き】 (ジェラートコミックス),,2026-07-07
29539,プロ彼女の条件 芸能人と結婚したい女たち 15巻 (ゼノンコミックス),15,2026-07-07
30297,新米魔女の異世界お気楽旅 ~異世界に落ちた元アラフォー社畜は魔女の弟子を名乗り第二の人生を謳歌する~ 1 (カドコミ),1,2026-07-07
31233,発育っちゃうぞ (TENMA COMICS LO),,2026-07-07
32038,無口で気の強いボーイッシュなお姉ちゃんで僕は童貞を卒業しました (MISAKI COMICS),,2026-07-07
32196,引きこもり天才魔法書技師、魔法書経営始めます~規格外の魔法書、実は魔法を超えて最強です~(2) (ガンガンコミックスUP!),2,2026-07-07
