順位,タイトル,巻数,発売日
33955,だからお願い好きだと言って (バンブーコミックス 麗人uno!),,2026-07-07
39422,放課後つーしんぼ！！ (TENMA COMICS LO),,2026-07-07
44147,わたしの従者は拗らせている(1) (ガンガンコミックスUP!),1,2026-07-07
53885,僕だけが知ってるんだぜ　分冊版（１９） (アフタヌーンコミックス),19,2026-07-07
72136,楽園守護者の最強転生　出来損ないの神話のゴーレム、現世では絶対防御の最強従者になる 2巻 (デジタル版ガンガンコミックスＵＰ！),2,2026-07-07
74368,姫さまと英雄とプロレス 2巻 (デジタル版ガンガンコミックスＵＰ！),2,2026-07-07
76887,独りじゃない一人暮らし　３ (まんがタイムコミックス),3,2026-07-07
148749,異世界から帰還したら地球もかなりファンタジーでした。あと、負けヒロインどもこっち見んな。 連載版：12 (ブシロードコミックス),,2026-07-07
—,戦姫サバイバルサガ （5）　-異世界の運命をかけた無人島フジュン異性交遊- (カドコミ),5,2026-07-07
—,アラサーがVTuberになった話。 （５） (カドコミ),5,2026-07-07
—,忍者の騎士　６ (カドコミ),6,2026-07-07
—,育ちすぎたタマ２～うちの飼い猫が世界最強になりました!?～ (カドコミ),,2026-07-07
—,堕天使そぷらのちゃんの復讐２ (カドコミ),,2026-07-07
—,全滅エンドを死に物狂いで回避した。パーティが病んだ。１ (カドコミ),,2026-07-07
