タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
真綿の檻【マイクロ】 健太郎編2 (フラワーコミックスα),2,2026-09-05,12401,5782,+6619,53.4
真綿の檻【マイクロ】 健太郎編1 (フラワーコミックスα),1,2026-09-05,10403,6197,+4206,40.4
結婚しましょう、恋する前に【マイクロ】（４１） (フラワーコミックスα),41,2026-09-05,54495,14561,+39934,73.3
極と蕾～極道と恋を知らない人妻と～【マイクロ】（３１） (フラワーコミックスα),31,2026-09-05,22375,15633,+6742,30.1
人妻物語（フルカラー）11 (コミックダイス),11,2026-09-05,28961,21014,+7947,27.4
その男、沼につき。【マイクロ】（２５） (フラワーコミックスα),25,2026-09-05,38106,28057,+10049,26.4
男をやめてみた～癌になったので女装して恋をすることにしました～82 (エンペラーズコミックス),82,2026-09-05,65526,39153,+26373,40.2
レス―ヘタくそなのはお互いさまです。―【マイクロ】（２７） (フラワーコミックスα),27,2026-09-05,72961,42371,+30590,41.9
婚約破棄23回の冷血貴公子は田舎のポンコツ令嬢にふりまわされる【電子単行本版】14巻 (TUGIKURU COMICS),14,2026-09-05,179419,178399,+1020,0.6
三食昼寝付き生活を約束してください、公爵様【電子単行本版】21巻 (TUGIKURU COMICS),21,2026-09-05,186941,185334,+1607,0.9
