順位,タイトル,巻数,発売日
48,オルクセン王国史～野蛮なオークの国は、如何にして平和なエルフの国を焼き払うに至ったか～（ノヴァコミックス）７,7,2026-08-25
62,幼女戦記(35) (角川コミックス・エース),35,2026-08-25
136,アンゴルモア　元寇合戦記　博多編　（１３）　弘安の戦い　その三 (角川コミックス・エース),13,2026-08-25
247,オルクセン王国史～野蛮なオークの国は、如何にして平和なエルフの国を焼き払うに至ったか～（ノヴァコミックス）７ 小冊子付き特装版 オルクセン王国史【小冊子付き特装版】,,2026-08-25
251,世界最速のレベルアップ　（１０） (角川コミックス・エース),10,2026-08-25
255,SHIORI EXPERIENCE ジミなわたしとヘンなおじさん 26巻 (デジタル版ビッグガンガンコミックス),26,2026-08-25
318,DRAGON QUEST EDEN(1) (ヤングガンガンコミックス),1,2026-08-25
328,空気が「読める」新入社員と無愛想な先輩: 8【電子限定描き下ろし付き】 (ZERO-SUMコミックス),3,2026-08-25
502,ビッグコミック 2026年17号（2026年8月25日発売） [雑誌],,2026-08-25
551,育成上手な冒険者、幼女を拾い、セカンドライフを育児に捧げる（ノヴァコミックス）６,6,2026-08-25
919,銀河特急 ミルキー☆サブウェイ 2 (角川コミックス・エース),2,2026-08-25
1033,恋知らずの神様に捧ぐ（２）【電子限定特典付】 (onBLUE comics),2,2026-08-25
1590,HIGH SCORE 25 (りぼんマスコットコミックス),25,2026-08-25
1846,アイドルマスター シャイニーカラーズ コヒーレントライト（５） (角川コミックス・エース),5,2026-08-25
1862,かろりのつやごと Season2 4 (マーガレットコミックスDIGITAL),4,2026-08-25
2630,この犬ときたら孫のことしか考えていない～犬生魔王のやり遺し～　(２) (角川コミックス・エース),2,2026-08-25
2778,モンスターのご主人様（コミック） ： 23 (モンスターコミックス),23,2026-08-25
2940,ブルーアーカイブ公式4コマ　ぶるーあーかいぶっ！ VOL.2 (DNAメディアコミックス),2,2026-08-25
3216,きみとバラ色の日々 4 (マーガレットコミックス),4,2026-08-25
3782,好きな子に告ったら、双子の妹がオマケでついてきた１,1,2026-08-25
4116,テトテトテ 8 (マーガレットコミックス),8,2026-08-25
4140,包帯ごっこ 8 (マーガレットコミックス),8,2026-08-25
4450,ブルーバードリーダー 上【電子限定描き下ろし付き】 ブルーバードリーダー【電子限定描き下ろし付き】 (ドットブルームコミックスDIGITAL),1,2026-08-25
5140,突風とビート 5 (マーガレットコミックス),5,2026-08-25
5267,敗けサキュ×リリアの美味なる夜 1 (角川コミックス・エース),1,2026-08-25
