順位,タイトル,巻数,発売日
159,リアデイルの大地にて 8 (電撃コミックスNEXT),8,2026-08-27
173,野人転生（１２） (電撃コミックスNEXT),12,2026-08-27
262,冒険者パーティーを追放された回復士の少女を拾って育成したら、まさかの最強職業に転職!? おまけに彼女の様子が何やらおかしくて…: 5【イラスト特典付】 (REXコミックス),,2026-08-27
352,転生荷運び人の異世界攻略法【電子単行本】　5 (ヤングチャンピオン・コミックス),5,2026-08-27
473,Unnamed Memory 11 (電撃コミックスNEXT),11,2026-08-27
489,青春爆走！ ： 7 (アクションコミックス),7,2026-08-27
571,うしろの席のぎゃるに好かれてしまった。（4）　もう俺はダメかもしれない。 (電撃コミックスNEXT),4,2026-08-27
593,夜行堂奇譚 5 (電撃コミックスNEXT),5,2026-08-27
615,リアリスト魔王による聖域なき異世界改革　13 (電撃コミックスNEXT),13,2026-08-27
765,♀ガキとおじさん（５） (電撃コミックスNEXT),5,2026-08-27
813,幼なじみの高校生のあいだに肉体関係は成立するか。（５） (電撃コミックスNEXT),5,2026-08-27
892,限界超えの天賦は、転生者にしか扱えない ８　‐オーバーリミット・スキルホルダー‐ (電撃コミックスNEXT),,2026-08-27
980,エロティカル・ウィザードと12人の花嫁【電子単行本】　4 (ヤングチャンピオン・コミックス),4,2026-08-27
1083,本田鹿の子の本棚 LOVEクラフト篇 (リイドカフェコミックス),,2026-08-27
1208,N 3 (電撃コミックスNEXT),3,2026-08-27
1308,ダンジョンが現れて5年、15歳でダンジョンに挑むことにした。　5 (チャンピオンREDコミックス),5,2026-08-27
1549,転生してあらゆるモノに好かれながら異世界で好きな事をして生きて行く　７ (電撃コミックスNEXT),7,2026-08-27
1583,Disney Twisted-Wonderland The Comic Episode of Scarabia(2) (Gファンタジーコミックス),2,2026-08-27
1766,死に戻り王女は生き延びるために百合ハーレムを作ることにした(4) (ヒーローズコミックス わいるど),4,2026-08-27
1847,ＳＡＮ値直葬！闇バイト　４巻 (まんがタイムＫＲコミックス),4,2026-08-27
2532,TRPGプレイヤーが異世界で最強ビルドを目指す　2　ヘンダーソン氏の福音を (電撃コミックスNEXT),,2026-08-27
2542,悪役令嬢の父親に転生したので、妻と娘を溺愛します　3 (ヤングチャンピオン・コミックス),3,2026-08-27
3127,ローゼンガーテン・サーガ(15) (ヒーローズコミックス わいるど),15,2026-08-27
3443,おちこぼれフルーツタルト　９巻 (まんがタイムＫＲコミックス),9,2026-08-27
4026,アズールレーン びそくぜんしんっ！ (6) 特装版 (REXコミックス),6,2026-08-27
4145,きみは終末（2） (電撃コミックスNEXT),2,2026-08-27
4434,ぷらぷらチッケッタ 2 (電撃コミックスNEXT),2,2026-08-27
4530,【ダンジョン】人助けしたら、知らんとこでバズってた件【実況】　4 (ヤングチャンピオン・コミックス),4,2026-08-27
4900,四百四鬼 11巻 (デジタル版Gファンタジーコミックス),11,2026-08-27
6022,転生少女の三ツ星レシピ（２）　～崖っぷち食堂の副料理長、はじめました～ (電撃コミックスNEXT),2,2026-08-27
6779,オサナナジミとカノジョと ： 4 (アクションコミックス),4,2026-08-27
8971,エロアシ: セラフィンコミックス,,2026-08-27
9461,転生無敗の異世界賢者～ゲームのジョブで楽しいセカンドライフ～【電子単行本】　6 (ヤングチャンピオン・コミックス),6,2026-08-27
10735,配信に致命的に向いていない女の子が迷宮で黙々と人助けする配信 2 (電撃コミックスNEXT),2,2026-08-27
11126,俺様王太子に拾われた崖っぷち令嬢、お飾り側妃になる…はずが溺愛されてます！？　4 (プリンセス・コミックス　プチプリ),4,2026-08-27
11323,最強召喚士はアラサーおっさん～カードを親に処分されたカードゲーマーの異世界無双～(2) (REXコミックス),2,2026-08-27
12120,コミック乱 2026年10月号 [雑誌],,2026-08-27
13557,柴崎さんのケモノみち【単行本版／電子限定描き下ろしマンガ付】 柴崎さんのケモノみち【単行本版】 (KiR comics),3,2026-08-27
14310,カムパネルラの塔 ４ (電撃コミックスNEXT),4,2026-08-27
14738,カノジョをキャラメイク！４ (電撃コミックスNEXT),4,2026-08-27
14998,臆病くらげと恋知らず【単行本版／電子限定描き下ろしマンガ付】 臆病くらげと恋知らず【単行本版】 (KiR comics),3,2026-08-27
15167,Comic REX (コミック レックス） 2026年10月号[雑誌],,2026-08-27
15723,保健室の鍵閉めてっ　２巻 (まんがタイムＫＲコミックス),2,2026-08-27
16629,アズールレーン びそくぜんしんっ！ (6) (REXコミックス),6,2026-08-27
18565,異世界ガイドマップ 1 【クチコミ】を頼りに悠々自適な異世界旅行スローライフを満喫します (電撃コミックスNEXT),,2026-08-27
20387,アクアプエラ-四季ノ森高校水泳部-1 (電撃コミックスNEXT),1,2026-08-27
21803,【電子版】月刊コミックアライブ 2026年10月号 [雑誌],,2026-08-27
