順位,タイトル,巻数,発売日
120,異世界NTR～親友のオンナを最強スキルで堕とす方法～【電子単行本】　9 (ヤングチャンピオン・コミックス),9,2026-07-17
256,終末のワルキューレ 28巻【特典イラスト付き】 (ゼノンコミックス),28,2026-07-17
257,寝取り魔法使いの冒険　8 (チャンピオンREDコミックス),8,2026-07-17
275,首都高SPL ゼロ(3) (ヤングマガジンKC),3,2026-07-17
349,のあ先輩はともだち。 11 (ヤングジャンプコミックスDIGITAL),11,2026-07-17
367,ダイヤモンドの功罪 10 (ヤングジャンプコミックスDIGITAL),10,2026-07-17
510,獣王と薬草（９） (裏少年サンデーコミックス),9,2026-07-17
547,絢爛たるグランドセーヌ 30 (30) (チャンピオンREDコミックス),30,2026-07-17
603,巻き添えで異世界に喚び出されたので、世界観無視して和菓子作ります（４） (マンガワン女子部),4,2026-07-17
661,ジャンケットバンク 22 (ヤングジャンプコミックスDIGITAL),22,2026-07-17
715,角栄に花束を 17 (17) (ヤングチャンピオンコミックス),17,2026-07-17
762,BUNGO-unreal- 2［BUNGO―ブンゴ― 43］ (ヤングジャンプコミックスDIGITAL),,2026-07-17
815,性食鬼　23 (ヤングチャンピオン烈コミックス),23,2026-07-17
911,君のことが大大大大大好きな100人の彼女 26 (ヤングジャンプコミックスDIGITAL),26,2026-07-17
919,お嬢様系底辺ダンジョン配信者、迷惑系をボコったらバズって伝説になってますわ！？（３） (サンデーGXコミックス),3,2026-07-17
920,シャドーハウス 22 (ヤングジャンプコミックス),22,2026-07-17
958,センセ。　17 (ヤングチャンピオン・コミックス),17,2026-07-17
1139,TSUYOSHI 誰も勝てない、アイツには（３１） (サイコミ×裏少年サンデーコミックス),31,2026-07-17
1294,来世ではちゃんとします 16 (ヤングジャンプコミックスDIGITAL),16,2026-07-17
1423,美醜逆転世界のクレリック ～美醜と貞操観念が逆転した異世界で僧侶になりました。淫欲の呪いを解くためにハーレムパーティで『儀式』します～ 5 (ヤングジャンプコミックスDIGITAL),5,2026-07-17
1580,田部さんは食べられたい　12 (Pomme Comics),12,2026-07-17
1668,春の嵐とモンスター 11 (花とゆめコミックス),11,2026-07-17
1731,去る者は日々に疎し　12 (ヤングチャンピオン・コミックス),12,2026-07-17
1989,私のこと好きじゃなかったのかよ!? 1 (ヤングジャンプコミックスDIGITAL),1,2026-07-17
2045,解雇された暗黒兵士（３０代）のスローなセカンドライフ（１９） (ヤングマガジンコミックス),19,2026-07-17
2260,野良猫と狼 7 (花とゆめコミックス),7,2026-07-17
2263,地政学ボーイズ ~国がサラリーマンになって働く会社~ 9 (9) (ヤングチャンピオンコミックス),9,2026-07-17
2449,今世は当主になります 8 (piccomics),8,2026-07-17
2541,高校時代に傲慢だった女王様との同棲生活は意外と居心地が悪くない 4 (ヤングジャンプコミックスDIGITAL),4,2026-07-17
2705,終末のワルキューレ禁伝 神々の黙示録 6巻【特典イラスト付き】 (ゼノンコミックス),6,2026-07-17
2739,君に愛されて痛かった 10 (10) (ヤングチャンピオンコミックス),10,2026-07-17
2762,無駄飯食らい認定されたので愛想をつかし、帝国に移って出世する ～王国の偉い人にはそれが分からんのです～ 8 (ヤングジャンプコミックスDIGITAL),8,2026-07-17
2833,高嶺のハナさん 14 (漫画ゴラク),14,2026-07-17
3035,終末のワルキューレ奇譚 ジャック・ザ・リッパーの事件簿 11巻【特典イラスト付き】 (ゼノンコミックス),11,2026-07-17
3215,お姉ちゃんはゲームをすると人が変わるお姉ちゃん　5 (ヤングチャンピオン烈コミックス),5,2026-07-17
3245,妻か死か～敗戦国の女たち～　5 (チャンピオンREDコミックス),5,2026-07-17
3698,爆弾（５） (コミックＤＡＹＳコミックス),5,2026-07-17
3753,大怪獣ゲァーチマ（９） (ヤングマガジンコミックス),9,2026-07-17
4137,カット＆ペーストでこの世界を生きていく 16 (ヤングジャンプコミックスDIGITAL),16,2026-07-17
4191,推しに甘噛み 10 (花とゆめコミックス),10,2026-07-17
4715,やがて絵筆を映ろし君は 2 (ヤングジャンプコミックスDIGITAL),2,2026-07-17
4777,恋より青く 5 (ヤングジャンプコミックスDIGITAL),5,2026-07-17
5968,轟大丸の奇怪体験談　4 (チャンピオンREDコミックス),4,2026-07-17
6185,惨家 7 (7) (ヤングチャンピオンコミックス),7,2026-07-17
6256,福引で当たったので異世界に移住し、恋をしました(2) (クロフネCOMICS くろふねピクシブシリーズ),2,2026-07-17
6388,裏ダンジョンおくさん（４） (サンデーGXコミックス),4,2026-07-17
6778,WジュリエットII 17 (花とゆめコミックス),17,2026-07-17
6878,もうやめて回復しないで賢者様！【秋田書店版】　3 (ヤングチャンピオン・コミックス),3,2026-07-17
7203,TSUYOSHI 誰も勝てない、アイツには (31) (裏少年サンデーコミックス),31,2026-07-17
