順位,タイトル,巻数,発売日
—,殲滅魔導の最強賢者　無才の賢者、魔導を極め最強へ至る 11巻 (デジタル版ガンガンコミックスＵＰ！),,2026-09-11
—,とある魔術の禁書目録 34巻 (デジタル版ガンガンコミックス),,2026-09-11
—,あと6日で滅びる崖っぷち国家のハーレムに召喚されてしまった（４） (やわらかスピリッツ),4,2026-09-11
—,なのに、千輝くんが甘すぎる。（１５） (デザートコミックス),,2026-09-11
—,女子高校生の日常 2巻 (デジタル版ガンガンコミックスONLINE),,2026-09-11
—,おせっかい女子、恋をする2【電子特典付き】,,2026-09-11
—,限界！推し活伝説 YOSHIO（８） (サンデーうぇぶりコミックス),,2026-09-11
—,最強は田舎農家のおっさんでした～最高ランクのドラゴンを駆除した結果、実力が世界にバレました～ 4巻 (デジタル版ガンガンコミックスONLINE),,2026-09-11
—,恋スルシカク（５） (BE・LOVEコミックス),,2026-09-11
—,異世界サモナー、神話の怪物達と現代で無双する　～裏切られた元英雄は、愛重めな仲間と平和に暮らしたい～２【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-09-11
—,ハグ　キス　ハグ（６）,,2026-09-11
—,ガイド役の天使を殴り倒したら、死霊術師になりました　～激カワゴスロリ魔神様、サイコー！～３【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-09-11
—,群狼に花（３） (別冊フレンドコミックス),,2026-09-11
—,南緯六〇度線の約束（７） (ビッグコミックス),,2026-09-11
—,惚れたはれたパンダ（２） (デザートコミックス),,2026-09-11
—,なのに、千輝くんが甘すぎる。(15)特装版 (プレミアムKC),,2026-09-11
—,異世界は猫と共に　～猫好きSEがプログラム知識×魔法具で最強領地をつくるまで～３【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-09-11
—,尊い5歳児たちが私に結婚相手を斡旋してきます～捨てられ令嬢の私に紹介されたのはなんと宰相補佐～ 3巻 (デジタル版ガンガンコミックスONLINE),,2026-09-11
—,世界の果ては深愛（７） (パルシィコミックス),,2026-09-11
—,デリヘル、呼んでみた。#47止められない腰振り (フォーチュンコミックアダルト),,2026-09-11
—,国に最強のバリアを張ったら平和になりすぎて追放されました。　～俺の魔法がヤバすぎて、美女と魔族に囲まれてるんだが！？～６【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-09-11
—,ロイヤルウェディングはお断り！ ～転生令嬢は冷血王子との結婚を回避したい～ 3（アリアンローズコミックス）,,2026-09-11
—,訳あり物件のウカちゃん 2巻 (デジタル版ガンガンコミックスONLINE),,2026-09-11
—,勇魔の王国（４） (マンガワンコミックス),,2026-09-11
—,パワハラ限界勇者、魔王軍から好待遇でスカウトされる～勇者ランキング1位なのに手取りがゴミ過ぎて生活できません～＠comic（８） (マンガワンコミックス),,2026-09-11
—,ビッグコミックスペリオール 2026年19号（2026年9月11日発売） [雑誌],,2026-09-11
—,ブループランター（３） (ゲッサン少年サンデーコミックス),,2026-09-11
—,若葉さんちの青い恋（５） (少年サンデーコミックス),,2026-09-11
—,世界を旅して おうちで作って,,2026-09-11
—,ゴスロリ横丁　２巻 (まんがタイムＫＲコミックス),,2026-09-11
—,2周目冒険者は隠しクラス〈重力使い〉で最強を目指す 【コミック】 （11）,,2026-09-11
—,不貞の子は父に売られた嫁ぎ先の成り上がり男爵に真価を見いだされる　～ロレッタと天才魔道具士の結婚～３【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-09-11
—,【合本版】エロゲ世界に転生した俺が、推しへの愛で寝取られヒロインを幸せにする。5巻 (comipo comics),,2026-09-11
—,オーバーヒール ヒーラーかと思ったら狂戦士だった件(6) (comipo comics),,2026-09-11
—,ゲーム世界のモブ悪役に転生したのでラスボスを目指してみた　～なぜか歴代最高の名君と崇められているんですが、誰か理由を教えてください！～ 1巻 (デジタル版ガンガンコミックスONLINE),,2026-09-11
—,あるるくJKまちある記 気ままにおきらくウォーキング(2) (ガンガンコミックスONLINE),,2026-09-11
—,すうぃーとだーく【電子単行本】3巻 (comipo comics),,2026-09-11
—,毒の王　最強の力に覚醒した俺は美姫たちを従え、発情ハーレムの主となる 1巻 (デジタル版ガンガンコミックスONLINE),,2026-09-11
—,死んだ数だけ超強化 -デスペナルティ- 【コミック】 （8）,,2026-09-11
—,うちのルカなら。 海外のすごい犬とわが家の愛犬どっちもたまらん（３） (ゲッサン少年サンデーコミックス),,2026-09-11
—,推し活で全てを失ったわたし (シリーズ立ち行かないわたしたち),,2026-09-11
—,明日もいい日でありますように。　～異世界で新しい家族ができました～三兄弟のほっこりご飯日記１ (アース・スターコミックス),,2026-09-11
—,禁忌の転生大魔導士 ～無能からレベルアップで最強に～ 【コミック】 （6）,,2026-09-11
—,光の大聖者と魔導帝国建国記 ～『勇者選抜レース』勝利後の追放、そこから始まる伝説の国づくり～ コミック版 （2） (BKコミックス),,2026-09-11
—,異世界全図-村・ダンジョン・魔王城・etc 全てマッピングする旅-(7) (comipo comics),,2026-09-11
—,ロング・パス かわじろう短編集 (ゲッサン少年サンデーコミックス),,2026-09-11
—,ヒーロー、独り占めしてもいいですか?(2) (KC Kiss),,2026-09-11
—,閃道トキの5分間 (1) (サンデーうぇぶり),,2026-09-11
—,背徳お姉さんの誘惑に君は勝てるか？(8) (comipo comics),,2026-09-11
—,君が一等星に光るまで　１巻 (まんがタイムＫＲコミックス),,2026-09-11
—,背徳お姉さんの誘惑に君は勝てるか？(9) (comipo comics),,2026-09-11
—,男をやめてみた～癌になったので女装して恋をすることにしました～【単行本版】8 (エンペラーズコミックス),,2026-09-11
—,蛇目さんはほほえみたい! (2) (サンデーうぇぶり),,2026-09-11
—,きしだがし！？~戦いに疲れた異世界女騎士が、ウチの駄菓子に癒されて帰って行くんだが~【電子単行本】 2巻 (comipo comics),,2026-09-11
—,嫁食い(3) (BE LOVE KC),,2026-09-11
—,おじさんの塀 古山フウ短編集 (ビームコミックス),,2026-09-11
—,河童のパキチ 1 (ビームコミックス),,2026-09-11
—,白粉花の告白 (ビームコミックス),,2026-09-11
—,剣一郎くんの婚約者！　act.8 (KiR comics),,2026-09-11
—,ヒトけもの(18) (comipo comics),,2026-09-11
—,河童のパキチ 2 (ビームコミックス),,2026-09-11
—,漫画ゴラク 2026年 9/25 号 [雑誌] (週刊漫画ゴラク),,2026-09-11
—,いつか、お伽話になるまで(1) (KCデザート),,2026-09-11
—,タタキザサイドハッスル（１） (マンガワンコミックス),,2026-09-11
—,当て馬係の宝条クン (ビームコミックス),,2026-09-11
—,かぐや姫の孫(18) (comipo comics),,2026-09-11
—,男をやめてみた～癌になったので女装して恋をすることにしました～83 (エンペラーズコミックス),,2026-09-11
—,PRINCE OF GHOST(2) (KCデラックス),,2026-09-11
—,精魂貯蔵者（リビドータンカー）～異世界の幽霊は可愛かった～(6) (comipo comics),,2026-09-11
—,クロケスタ(9) (comipo comics),,2026-09-11
—,悪人の恋　単話版14 (Sonyaコミックス),,2026-09-11
—,生徒会長とヤンキーくん　act.8 恋人編 (KiR comics),,2026-09-11
—,ダンジョン学園の底辺に転生したけど、なぜか俺には攻略本がある コミック版（分冊版） 【第33話】 (BKコミックス),,2026-09-11
—,鬼巫女ミコト(15) (comipo comics),,2026-09-11
—,爆乳エルフに搾り取られて、今日も僕は勇者になれない。(10) (comipo comics),,2026-09-11
—,週刊漫画ＴＩＭＥＳ　２０２６年９／２５号 [雑誌] (週刊漫画TIMES),,2026-09-11
—,チラチラ【単話】（１０９） (ビッグコミックス),,2026-09-11
—,廻れ猫魂カフェ(6) (comipo comics),,2026-09-11
—,メイクライ メロウライ　act.5 (KiR comics),,2026-09-11
—,復讐装置いかがですか？　３４ (芳文社コミックス),,2026-09-11
—,メイク・ディア・ホーム(3) (KCデラックス),,2026-09-11
—,非視界戦闘 アイアンレッキ【単話】（８） (ビッグコミックス),,2026-09-11
—,一勝千金【単話】（７６） (裏少年サンデーコミックス),,2026-09-11
—,僕を先に番にしているなんて聞いてないっ～年上王子の僕への執着が大人げなかった件～【第9話】 (ヴィオラコミックス),,2026-09-11
—,お嬢様系底辺ダンジョン配信者、迷惑系をボコったらバズって伝説になってますわ！？【単話】（２６） (サンデーうぇぶりコミックス),,2026-09-11
—,ハーレム相続【単話】（３１） (ビッグコミックス),,2026-09-11
—,竜と歩む成り上がり冒険者道 ～用済みとしてSランクパーティから追放された回復魔術師、捨てられた先で最強の神竜を復活させてしまう～ コミック版 （分冊版） 【第41話】 (BKコミックス),,2026-09-11
—,無能の中の無能王子 スキル【無能】を授かりましたが、周りの女性は【傾国】【傾城】【奸婦】【毒婦】【悪婦】【妖婦】とかです コミック版 （分冊版） 【第17話】 (BKコミックス),,2026-09-11
—,Demons Roots 約束された敗北(1) (comipo comics),,2026-09-11
—,愛されない花嫁は初夜を一人で過ごす（分冊版）　第18話 (レジーナCOMICS),,2026-09-11
—,ジャンル「ホラー」レンタル不可(1) (comipo comics),,2026-09-11
