順位,タイトル,巻数,発売日
226,刃牙らへん　7 (少年チャンピオン・コミックス),7,2026-07-08
254,ドローイング 最強漫画家はお絵描きスキルで異世界無双する！19 (ヴァルキリーコミックス),,2026-07-08
296,織田家の長男に生まれました～戦国時代に転生したけど、死にたくないので改革を起こします～　12 (少年チャンピオン・コミックス),12,2026-07-08
305,弱虫ペダル 101 (101) (少年チャンピオンコミックス),101,2026-07-08
327,「おかえり、パパ」【電子単行本】　6 (少年チャンピオン・コミックス),6,2026-07-08
359,暗殺者である俺のステータスが勇者よりも明らかに強いのだが 7 (ガルドコミックス),7,2026-07-08
410,ダンジョン暮らしの元勇者 THE COMIC8 (ヴァルキリーコミックス),,2026-07-08
433,夜は猫といっしょ 9 (コミックエッセイ),9,2026-07-08
463,ＪＪＭ　女子柔道部物語　社会人編（５） (コミックＤＡＹＳコミックス),5,2026-07-08
571,爆弾魔な傭兵、同時召喚された最強チート共を片っ端から消し飛ばす3 (ヴァルキリーコミックス),,2026-07-08
579,桃源暗鬼 30 (30) (少年チャンピオンコミックス),30,2026-07-08
683,ずっと青春ぽいですよ（６） (コミックＤＡＹＳコミックス),6,2026-07-08
692,クレバテス−魔獣の王と赤子と屍の勇者−【フルカラー版】 13巻 クレバテス－魔獣の王と赤子と屍の勇者－【フルカラー版】 (LINEコミックス),13,2026-07-08
780,新米錬金術師の店舗経営9 (ヴァルキリーコミックス),,2026-07-08
859,クレバテス−魔獣の王と赤子と屍の勇者− 13巻 クレバテス－魔獣の王と赤子と屍の勇者－ (LINEコミックス),13,2026-07-08
988,豚貴族は未来を切り開くようです 4 (ガルドコミックス),4,2026-07-08
1155,魔道具師リゼ、開業します 5 (ガルドコミックス),5,2026-07-08
1334,ましろくん 特装版 1 (1) (少年チャンピオンコミックス),1,2026-07-08
1527,ましろくん　1 (少年チャンピオン・コミックス),1,2026-07-08
1613,悪女矯正計画 3 (ブシロードコミックス),3,2026-07-08
2103,異世界喰滅のサメ12 (ヴァルキリーコミックス),,2026-07-08
2165,ムサシノ輪舞曲（６）【電子限定特典付】 (FEEL COMICS swing),6,2026-07-08
2278,どクズな家族と別れる方法　天才の姉は実はダメ女。無能と言われた妹は救国の魔導士だった（コミック） ： 5 (モンスターコミックスｆ),5,2026-07-08
2313,MOGAKU　10 (少年チャンピオン・コミックス),10,2026-07-08
2604,モーレツ!浦安鉄筋家族 2 (2) (少年チャンピオンコミックス),2,2026-07-08
3042,聖闘士星矢 Final Edition 14 (14) (少年チャンピオンコミックス),14,2026-07-08
3155,U.M.A～未確認総合格闘技～　5 (少年チャンピオン・コミックス),5,2026-07-08
3866,ルパン三世 異世界の姫君　20 (少年チャンピオン・コミックス),20,2026-07-08
4104,お願いですからウケてくれ　3 (少年チャンピオン・コミックス),3,2026-07-08
4533,ガーリーデビュー　4 (少年チャンピオン・コミックス),4,2026-07-08
4672,愛してほしいのは俺じゃないのに！　～ＢＬゲームの悪役令息に転生したのに嫌われなくて困ってます～（２） (コミックＤＡＹＳコミックス),2,2026-07-08
5048,ブラザー仁義　6 (少年チャンピオン・コミックス),6,2026-07-08
5245,桃源暗鬼外伝 ~月と桜の狂争曲~ 2 (2) (少年チャンピオンコミックス),2,2026-07-08
6010,プチコミック【デジタル限定 コミックス試し読み特典付き】 2026年8月号（2026年7月8日発売） [雑誌],,2026-07-08
6063,エスプレッソ・コーラ 児童発達支援ももの木スクール 1 (BRIDGE COMICS),1,2026-07-08
6550,没落麗子のシンデレラグルメ（３） (モーニングコミックス),3,2026-07-08
7294,かいじゅうたん、現る。　6 (少年チャンピオン・コミックス),6,2026-07-08
8645,半蔵と十三人の女忍たち　2 (少年チャンピオン・コミックス),2,2026-07-08
8829,偶然助けた美少女がなぜか俺に懐いてしまった件について 1 (ブシロードコミックス),1,2026-07-08
9109,俺は学園頭脳バトルの演出家！ 1　～自称モブが陰から描く最強主人公無双シナリオ～ 俺は学園頭脳バトルの演出家！　～自称モブが陰から描く最強主人公無双シナリオ～ (ガルドコミックス),1,2026-07-08
9462,弱虫ペダル 特装版 101 (101) (少年チャンピオンコミックス),101,2026-07-08
12418,死ぬ運命にある私が、溺愛されて幸せな未来を手に入れるまでアンソロジーコミック (ガルドコミックス),,2026-07-08
12974,頭脳と異能に筋肉で勝利するデスゲーム 1　～頭脳戦に舞い降りた最強のバカ～ (ガルドコミックス),1,2026-07-08
14180,大衆食堂悪役令嬢 3　～婚約破棄されたので食堂を開いたら癒やしの力が開花しました～ (ガルドコミックス),3,2026-07-08
14734,婚約破棄ならお好きにどうぞ。したたか令嬢の華麗なる復讐 アンソロジーコミック (ブシロードコミックス),,2026-07-08
15842,男子校のくらげ先生 1 (1) (少年チャンピオンコミックス),1,2026-07-08
16109,貴方様が「忘れてほしい」とおっしゃいましたので～婚約破棄された私が、従者から溺愛されるなんて～ 2 (このマンガがすごい！ comics),2,2026-07-08
16158,偶然助けた美少女がなぜか俺に懐いてしまった件について 1 (ブシロードコミックス),1,2026-07-08
16370,令嬢たちのすれ違い恋！ 一途な婚約者を疑う必要がありません！ アンソロジーコミック (ブシロードコミックス),,2026-07-08
17636,都市伝説清掃員 1 (ブシロードコミックス),1,2026-07-08
21457,冥王の柘榴　3 (少年チャンピオン・コミックス),3,2026-07-08
22830,桃源暗鬼 特装版 30 (30) (少年チャンピオンコミックス),30,2026-07-08
22904,ぷんぷん -レッサー任侠伝-　1 (少年チャンピオン・コミックス),1,2026-07-08
22981,奇種博物録　3 (少年チャンピオン・コミックス),3,2026-07-08
28530,休憩入ります 1 (1) (少年チャンピオンコミックス),1,2026-07-08
29001,貴方様が「忘れてほしい」とおっしゃいましたので～婚約破棄された私が、従者から溺愛されるなんて～【合本版】2（ルージールコミックス）,,2026-07-08
30157,道端葉のいる世界（１） (FEEL COMICS swing),1,2026-07-08
30914,御門くん、今日もビジュがいいですね　3 (少年チャンピオン・コミックス),3,2026-07-08
37532,こどもひろゆき (モーニングKC),,2026-07-08
37555,徒然チルドレン　カラー版（７） (星海社コミックス),7,2026-07-08
37678,マンガと図解 新・くらしの税金百科2026-2027,,2026-07-08
39170,婚約破棄ならお好きにどうぞ。したたか令嬢の華麗なる復讐 アンソロジーコミック (ブシロードコミックス),,2026-07-08
42225,令嬢たちのすれ違い恋! 一途な婚約者を疑う必要がありません! アンソロジーコミック (ブシロードコミックス),,2026-07-08
48556,まがりなりの春（２） (コミックＤＡＹＳコミックス),2,2026-07-08
65534,公爵令嬢は我が道を場当たり的に行く連載版：24 公爵令嬢は我が道を場当たり的に行く 連載版 (ブシロードコミックス),,2026-07-08
—,妻プチ 2026年8月号(2026年7月8日発売) [雑誌] (プチコミック),,2026-07-08
—,姉プチデジタル【電子版特典付き】 2026年8月号（2026年7月8日発売） [雑誌] (プチコミック),,2026-07-08
