順位,タイトル,巻数,発売日
84,カグラバチ 12 (ジャンプコミックスDIGITAL),12,2026-09-04
92,ダンダダン 25 (ジャンプコミックスDIGITAL),25,2026-09-04
181,ドラゴンクエスト ダイの大冒険 勇者アバンと獄炎の魔王 16 (ジャンプコミックスDIGITAL),16,2026-09-04
213,こちら葛飾区亀有公園前派出所 202 (ジャンプコミックス),202,2026-09-04
234,淫靡な洞窟のその奥で 10 (ヴァンプコミックス),10,2026-09-04
326,ELDEN RING 黄金樹への道 12 (ヒューコミックス),12,2026-09-04
327,私の心はおじさんである（コミック）５ (PASH! コミックス),5,2026-09-04
380,新テニスの王子様 48 (ジャンプコミックスDIGITAL),48,2026-09-04
488,ヒトナー 1 (ジャンプコミックス),1,2026-09-04
497,鵺の陰陽師 16 (ジャンプコミックスDIGITAL),16,2026-09-04
548,限界OL霧切ギリ子 3 (ジャンプコミックス),3,2026-09-04
609,ねずみの初恋（１１） (ヤングマガジンコミックス),11,2026-09-04
722,貧乏騎士に嫁入りしたはずが！？ 野人令嬢は皇太子妃になっても竜を狩りたい（コミック）【電子版特典付】３ (PASH! コミックス),3,2026-09-04
725,ゴールデンマン(10) (ヤングマガジンKC),10,2026-09-04
758,ゴールデンマン(11) (ヤングマガジンKC),11,2026-09-04
834,ひまてん！ 11 (ジャンプコミックスDIGITAL),11,2026-09-04
902,ハイキュー!! キャラクターリミックス 絆 日向と影山 下 (ジャンプコミックス),3,2026-09-04
904,ハイキュー!! キャラクターリミックス 絆 日向と影山 上 (ジャンプコミックス),1,2026-09-04
951,おかえり水平線 4 (ジャンプコミックスDIGITAL),4,2026-09-04
1190,しのびごと 9 (ジャンプコミックスDIGITAL),9,2026-09-04
1456,トナリはなにを食う人ぞ　ほろよい 15 (花とゆめコミックス),15,2026-09-04
1518,左ききのエレン 26 (ジャンプコミックスDIGITAL),26,2026-09-04
1740,ロクのおかしな家 1 (ジャンプコミックス),1,2026-09-04
1849,ゴールデンドロップ（１５） (ヤングマガジンコミックス),15,2026-09-04
1859,悪役令嬢たちは揺るがない4 (フロース コミック),4,2026-09-04
1903,ゴルゴ13（２２２） (ビッグコミックス),222,2026-09-04
2205,都市伝説先輩 4 (ジャンプコミックスDIGITAL),4,2026-09-04
2210,麗子の風儀 悪役令嬢と呼ばれていますが、ただの貧乏娘です(4) (角川コミックス・エース),4,2026-09-04
2471,打ち切られ漫画家と同人女 2 (ジャンプコミックスDIGITAL),2,2026-09-04
2492,ゴルゴ13　222　地球の裏側で (SPコミックス),,2026-09-04
2652,異郷の爪塗り見習い【電子版特典付】７ (PASH! コミックス),7,2026-09-04
2670,2年B組 勇者デストロイヤーず 1 (ジャンプコミックス),1,2026-09-04
3028,ヘタリア World★Stars Gangsta 2 (ジャンプコミックス),2,2026-09-04
3611,よくある令嬢転生だと思ったのに 6 (フロース コミック),6,2026-09-04
3925,怪獣８号 RELAX 5 (ジャンプコミックスDIGITAL),5,2026-09-04
3992,竜陛下のお妃はお断りしたい!~竜陛下は10番目の側妃を溺愛中~ (7) (バンブーコミックスBCf),7,2026-09-04
4012,生活マン 2 (ジャンプコミックス),2,2026-09-04
4123,スープの森~動物と会話するオリビアと元傭兵アーサーの物語~ 1 (PASH!コミックス),1,2026-09-04
4481,文豪ストレイドッグス 探偵社設立秘話 (3) (角川コミックス・エース),3,2026-09-04
4658,それでも弟は恋したがる【電子限定おまけ付き】 8 (花とゆめコミックス),8,2026-09-04
4813,婚約破棄された令嬢を拾った俺が、イケナイことを教え込む～美味しいものを食べさせておしゃれをさせて、世界一幸せな少女にプロデュース！～（コミック）１２ (PASH! コミックス),12,2026-09-04
5058,世界を繋ぎ尽くすインターネット巫女 1 (ジャンプコミックスDIGITAL),1,2026-09-04
5694,ＩＮＮＵ（８） (ヤングマガジンコミックス),8,2026-09-04
6239,さまよい令嬢道中記(3) (ヒーローズコミックス),3,2026-09-04
6321,殺されたらゾンビになったので、進化しまくって無双しようと思います（コミック）【電子版特典付】４ (PASH! コミックス),4,2026-09-04
6746,オオカミが電車の運転を学ぶだけのマンガ,,2026-09-04
6795,死に戻り令嬢のルチェッタ 6 (花とゆめコミックス),6,2026-09-04
7306,ドラマクイン 7 (ジャンプコミックスDIGITAL),7,2026-09-04
7590,二度目の人生では、お飾り王妃になりません！２,2,2026-09-04
7869,「恋をするなら二度目が上等」番外編集2【電子限定版】 「恋をするなら二度目が上等」番外編集【電子限定版】 (Charaコミックス),1,2026-09-04
8166,ガチャンキイ 3 (ジャンプコミックスDIGITAL),3,2026-09-04
8450,破局予定の悪女のはずが、冷徹公爵様が別れてくれません! 6 (フロース コミック),6,2026-09-04
8887,鬼売れアイドルが今日も私を推してくる （5） 【かきおろし漫画付】 (comicタント),5,2026-09-04
9065,ブヨトピア 2 (ジャンプコミックスDIGITAL),2,2026-09-04
9761,あわいの焔刃 1 (ジャンプコミックス),1,2026-09-04
10623,ただいま、梅さんと小梅さん (MF comic essay),,2026-09-04
10887,ジン　格斗破王伝（３） (ヤングマガジンコミックス),3,2026-09-04
11013,虐げられた秀才令嬢と隣国の腹黒研究者様の甘やかな薬草実験室 2 (PASH!コミックス),2,2026-09-04
11831,あっ、悪魔ちゃん 1 (ジャンプコミックス),1,2026-09-04
15243,デリヘル、呼んでみた。#46まんぐり撮影会 (フォーチュンコミックアダルト),,2026-09-04
15367,私、嫌われ皇妃で構いません!2 (フロース コミック),2,2026-09-04
16226,令嬢たちの幸せな結婚アンソロジーコミック 年の差・身分差 (バンブーコミックスBCf),,2026-09-04
17082,ラビットチェイサー 1 (ジャンプコミックス),1,2026-09-04
17952,乙女ゲームの最強キャラたちが私に執着する【おまけ描き下ろし付き】 14 (花とゆめコミックススペシャル),14,2026-09-04
18979,漫画ゴラク 2026年 9/18 号 [雑誌] (週刊漫画ゴラク),,2026-09-04
19055,異世界の常識は難しい~希少で最弱な人族に転生したけど物理以外で最強になりそうです~ (2) (バンブーコミックスBCf),2,2026-09-04
19514,ニシトーキョーメタルブラザーズ 2 (ジャンプコミックスDIGITAL),2,2026-09-04
19650,ダイダラ(5) (ヒーローズコミックス),5,2026-09-04
19844,.A-ドットアリス- 2 (ジャンプコミックスDIGITAL),2,2026-09-04
20363,破滅ルートを目指し、完璧な悪役令嬢になってみせますっ!~推しのため当て馬をやり遂げたいのに、無愛想な護衛騎士様がやたらと絡んできます~ (3) (バンブーコミックスBCf),3,2026-09-04
20736,あめとうみ 4 (ジャンプコミックスDIGITAL),4,2026-09-04
20980,「剣士は時代遅れ」と左遷された人類最強のおっさん、魔術学院で教師になって無双する 2 (PASH!コミックス),2,2026-09-04
21228,心残り喫茶室,,2026-09-04
24238,ビッグコミックオリジナル 2026年18号（2026年9月4日発売) [雑誌],,2026-09-04
24524,イットボーイハント 4 (花とゆめコミックススペシャル),4,2026-09-04
