順位,タイトル,巻数,発売日
100,【電子版限定特典付き】ブチ切れ令嬢は報復を誓いました。11～魔導書の力で祖国を叩き潰します～ (HJコミックス),,2026-07-01
120,ヒロイン？聖女？いいえ、オールワークスメイドです（誇）！@COMIC 第7巻 (コロナ・コミックス),7,2026-07-01
757,オーイ!とんぼ 第63巻 (ゴルフダイジェストコミックス),63,2026-07-01
1031,草魔法師クロエの二度目の人生 自由になって子ドラゴンとレベルMAX薬師ライフ 7 (B's-LOG COMICS),7,2026-07-01
1123,百合ＳＭでふたりの気持ちはつながりますか？　６巻 (ＦＵＺコミックス),6,2026-07-01
1839,元悪役令嬢とＳ級冒険者のほのぼの街暮らし～不遇なキャラに転生してたけど、理想の美女になれたからプラマイゼロだよね～@COMIC 第5巻【電子書籍限定描き下ろしマンガ付き】 (Celicaコミックス),5,2026-07-01
2446,腐男子の俺が陽キャ幼馴染に迫られてる件３ (アンダルシュCOMICS),,2026-07-01
2506,断罪された当て馬王子と愛したがり黒龍陛下の幸せな結婚２ (アンダルシュCOMICS),3,2026-07-01
2927,断罪された悪役令嬢ですが、パンを焼いたら聖女にジョブチェンジしました!? 3 (B's-LOG COMICS),3,2026-07-01
3476,心の声が聞こえる悪役令嬢は、今日も子犬殿下に翻弄される@COMIC 第5巻 (Celicaコミックス),5,2026-07-01
7041,蝶乃センパイは泳がせたい！　３巻 (ＦＵＺコミックス),3,2026-07-01
7282,【電子版限定特典付き】ポンコツスキルしか使えない悪役魔女だけど、テイムしたパリピなスライムたちと強く生きます！2 (HJコミックス),,2026-07-01
7745,貰った三つの外れスキル、合わせたら最強でした2 (HJコミックス),,2026-07-01
8463,虎耳女になったとて　１巻 (ＦＵＺコミックス),1,2026-07-01
8888,旧友と不倫してみた(2) (NOiPA COMiCS),2,2026-07-01
9710,ブラットテイマー/ジョーカー cheers! (H&C Comics iHertZシリーズ),,2026-07-01
11434,【Amazon.co.jp 限定】ウォーターチャレンジとマンガでまるわかり！マインクラフト図鑑 (特典: オリジナルダイカットステッカー),,2026-07-01
12408,【単話】誰もシナリオ通りに動いてくれないんですけど！　第14話 (B's-LOG COMICS),,2026-07-01
18146,煙霧公爵と氷の花嫁 第2巻 (Celicaコミックス),2,2026-07-01
18336,黒幕令嬢アナスタシアは、もうあきらめない 二度目の人生は自由を掴みます 2 (B's-LOG COMICS),2,2026-07-01
18645,再会は甘恋のはじまり　分冊版（１２） (姉フレンドコミックス),12,2026-07-01
18806,サディスティック・メロウラバー(上) (Bivy comic),1,2026-07-01
19191,東江秘書が言うことには (H&C Comics ihr HertZシリーズ),,2026-07-01
20483,サディスティック・メロウラバー(下) (Bivy comic),3,2026-07-01
21873,ワタシってサバサバしてるから(60) (コミックなにとぞ),60,2026-07-01
22681,バカ者たちに桃色を (H&C Comics CRAFTシリーズ),,2026-07-01
25309,目の前の惨劇で前世を思い出したけど、あまりにも問題山積みでいっぱいいっぱいです。 連載版：16 (ブシロードコミックス),,2026-07-01
26431,跪かせてマイドッグ (Bivy comic),,2026-07-01
27111,初夜に抱いてくれなかった旦那様へ。私は今日から悪女になります (ZERO-SUMコミックス),,2026-07-01
30805,宵を待つ月の物語 1 (B's-LOG COMICS),1,2026-07-01
32449,ハイスペ弁護士との同居生活は最低で最高です。　分冊版（４１） (姉フレンドコミックス),41,2026-07-01
40158,年下お姫様に甘えられる大正ロマン結婚生活 1　華族令嬢の教育係になったら、甘々に懐かれ求愛されました (HJ文庫 か 13-02-01),3,2026-07-01
40923,桜の園～昭和純喫茶物語～　１ (芳文社コミックス/FUZコミックス),1,2026-07-01
41212,三郷さんは甘すぎ上司にちょっとキビしい【単話版】　５９ (トレイルコミックス),59,2026-07-01
47224,公爵の秘密の世継ぎ (ハーレクインコミックス),,2026-07-01
47425,いとしさと傷を抱きしめて (ハーレクインコミックス),,2026-07-01
47983,別れるための一夜 (ハーレクインコミックス),,2026-07-01
49287,ラブシック探偵事務所 (H&C Comics CRAFTシリーズ),,2026-07-01
51584,囚われの乙女の祈り (ハーレクインコミックス),,2026-07-01
54628,忠誠心がないと言われたので婚約を解消してあげました。 連載版：17 (ブシロードコミックス),,2026-07-01
55898,断罪のギリシア富豪 (ハーレクインコミックス),,2026-07-01
57292,２４時間、彼女のカラダ貸します。【単話版】　１６ (トレイルコミックス),16,2026-07-01
57528,ヒロイン？聖女？いいえ、オールワークスメイドです（誇）！@COMIC スペシャルプライスパック（1～3巻） (コロナ・コミックス),3,2026-07-01
57529,ヒロイン？聖女？いいえ、オールワークスメイドです（誇）！@COMIC スペシャルプライスパック（4～6巻） (コロナ・コミックス),6,2026-07-01
58126,完璧な公爵の不覚の恋 (ハーレクインコミックス),,2026-07-01
60534,虐げられた秀才令嬢と隣国の腹黒研究者様の甘やかな薬草実験室【単話版】１５ (PASH! コミックス),,2026-07-01
61053,はずれスキル念動力（ただしレベルＭＡＸ）で無双する～手をかざすだけです。詠唱とか必殺技とかいりません。念じるだけで倒せます～(24) (コミックREBEL),24,2026-07-01
77349,元教え子の二ノ瀬さん【単話版】　４ (トレイルコミックス),4,2026-07-01
84252,元カレ俳優に復縁を迫られてます　分冊版（６） (姉フレンドコミックス),6,2026-07-01
107026,【単話版】商人令嬢はお金の力で無双する@COMIC 第16話 (コロナ・コミックス),,2026-07-01
144217,子連れオーク【単話版】　１６ (トレイルコミックス),16,2026-07-01
220153,悲劇と絶望の人生を歩んだ公爵夫人に転生しましたが、ここは天国でしょうか？～今回は好き放題やらせていただきますので、どうぞ宜しくお願いします～ 6話 (Freedia comics),,2026-07-01
220521,秘蜜の金髪ツインテール【単話版】 第20話 (コミックヘヴン),,2026-07-01
—,精霊幻想記　外伝 アマカワ卿の食卓 (HJ文庫),,2026-07-01
—,異形頭さんとニンゲンちゃん (5) 【電子書籍特典付】,5,2026-07-01
—,【電子版限定特典付き】才女のお世話12 高嶺の花だらけな名門校で、学院一のお嬢様（生活能力皆無）を陰ながらお世話することになりました (HJ文庫),,2026-07-01
—,【電子版限定特典付き】リピート・ヴァイス7～悪役貴族は死にたくないので四天王になるのをやめました～ (HJ文庫),,2026-07-01
—,【電子版限定特典付き】影山くんの暗躍×青春ディレクション1 (HJ文庫),,2026-07-01
—,【電子版限定特典付き】【悲報】リストラされた当日、ダンジョンで有名配信者を助けたら超絶バズってしまった3 (HJ文庫),,2026-07-01
—,着飾るヒナはまだ恋を知らない(3)【電子限定かきおろし付】 (秒で分かるBL),3,2026-07-01
—,【単話版】転生ものぐさ王女よ、食っちゃ寝ライフを目指せ！@COMIC 第1話 (Celicaコミックス),,2026-07-01
—,【単話版】この世界の顔面偏差値が高すぎて目が痛い～突然始まる異世界溺愛生活～@COMIC 第1話 (Celicaコミックス),,2026-07-01
