順位,タイトル,巻数,発売日
5771,絶望令嬢の華麗なる離婚～幼馴染の大公閣下の溺愛が止まらないのです～ 6 (花とゆめコミックススペシャル),6,2026-07-03
6061,3月の霹靂【電子限定おまけ付き】 3 (花とゆめコミックス),3,2026-07-03
6179,ONE PIECE学園 11 (ジャンプコミックス),11,2026-07-03
6771,ルーム・ツアーズ 3 (花とゆめコミックススペシャル),3,2026-07-03
6921,島ロック 1 (ジャンプコミックス),1,2026-07-03
8233,悪党の母になりました 6 (piccomics),6,2026-07-03
10448,遊☆戯☆王OCGストラクチャーズ 12 (ジャンプコミックス),12,2026-07-03
11627,そのメイド、危険につき 4 (花とゆめコミックス),4,2026-07-03
12032,エイリアンヘッドバット 1 (ジャンプコミックス),1,2026-07-03
12212,「美しい彼」番外編集【電子限定版】 (Charaコミックス),,2026-07-03
12459,エイリアンヘッドバット 2 (ジャンプコミックス),2,2026-07-03
13366,悪党のお父様、私と結婚してください 5 (piccomics),5,2026-07-03
16213,ワケアリ令嬢ですが大逆転でハッピーエンドを迎えました!アンソロジーコミック (バンブーコミックスBCf),,2026-07-03
16721,悪党のお父様、私と結婚してください 5 (フロース コミック),5,2026-07-03
17681,100回まわって愛を啼け 1 (花とゆめコミックス),1,2026-07-03
18425,FPSゲームのコーチを引き受けたら依頼主が人気VTuberの美少女だった（コミック）２ (PASH! コミックス),,2026-07-03
18702,ブヨトピア 1 (ジャンプコミックスDIGITAL),1,2026-07-03
19510,セーデルホルムの魔女の家２ (ラワーレコミックス),,2026-07-03
24180,みそっかす王女の結婚事情 ２ (Sonyaコミックス),2,2026-07-03
25033,追放令嬢ヴィヴィの奮闘記～幼女になった最強魔導師、氷の公爵に拾われる～３ (ラワーレコミックス),,2026-07-03
27845,かわいいしっぽのかくしかた　２ (drap COMICS DX),2,2026-07-03
28204,極道令嬢、猫を拾う。 1 (花とゆめコミックス),1,2026-07-03
29656,魔王城サイドウェイ 2 (ジャンプコミックスDIGITAL),2,2026-07-03
30413,後宮冥府の料理人 (2) (角川コミックス・エース),2,2026-07-03
30620,いろはの門 3 (ジャンプコミックスDIGITAL),3,2026-07-03
32435,成り上がり英雄の無人島奇譚 ~スキルアップと万能アプリで美少女たちと快適サバイバル~ 1 (PASH!コミックス),1,2026-07-03
32524,不気味の谷くん　（２） (角川コミックス・エース),2,2026-07-03
33126,二度目の人生では、お飾り王妃になりません！【分冊版】９ (ラワーレコミックス),,2026-07-03
33424,水ノ怪―水域怪異奇譚今様― 1 (ジャンプコミックス),1,2026-07-03
34048,「《邪神の血》が流れている」と言われ、神聖教会を追放された神父です。 ～理不尽な理由で教会を追い出されたら、信仰対象の女神様も一緒についてきちゃいました～ (1) (ぶんか社コミックス BKコミックスｆ),1,2026-07-03
35382,ガセン -明治大正画仙譚- (2) (角川コミックス・エース),2,2026-07-03
36084,私を捨ててください 5 (piccomics),5,2026-07-03
37852,シューデンの公女 5 (piccomics),5,2026-07-03
39221,"青心社 INTRONDEPOT14BURNOUTVELOCITY03, 書籍 (イントロンデポ)",,2026-07-03
42341,うさひな-5年付き合ってる大学生カップルの話-【分冊版】 (7) (Couture Comics),7,2026-07-03
43929,お嬢様系底辺ダンジョン配信者、迷惑系をボコったらバズって伝説になってますわ！？【単話】（２２） (サンデーうぇぶりコミックス),22,2026-07-03
43997,旦那さま(仮)は溺愛ヤクザ 何度も突かれて声、止まらない…！【コミックス版】【コミックス版限定特典付き】 8巻 (いけない愛恋),8,2026-07-03
47601,岩石乙女と小石ちゃん～軍人令嬢は幼馴染が可愛すぎて瀕死です！～（コミック）【電子版特典付】２ (PASH! コミックス),,2026-07-03
50492,伝書鳥の王女様 8 (piccomics),8,2026-07-03
54284,裏切られた俺と魔紋スレイブの異世界冒険譚(1) (ぶんか社コミックス BKコミックスｆ),1,2026-07-03
57701,悪女にされた銀の聖女は二度目の人生で溺愛される 7巻 (まんが職人スタジオ),7,2026-07-03
63186,修学旅行で仲良くないグループに入りました【単話版】8巻 (BeLuck COMICS),8,2026-07-03
64080,死んだ数だけ超強化 -デスペナルティ- 【コミック】 （6）,6,2026-07-03
68836,勘違いだよね？瀬尾くん。1巻 (BeLuck COMICS),1,2026-07-03
71890,チラチラ【単話】（１０２） (ビッグコミックス),102,2026-07-03
72331,団長改め狂犬騎士のしつけ役 1 (フロース コミック),1,2026-07-03
72773,勘違いだよね？瀬尾くん。【単話版】8巻 (BeLuck COMICS),8,2026-07-03
85822,本当はセフレには向かない (drap COMICS DX),,2026-07-03
100690,ワタシはいいの、ワタシはね(36) (コミックなにとぞ),36,2026-07-03
135420,えっちなゲームのモブ令嬢に転生したら、絶倫騎士隊長様からトンデモ溺愛されてます！？【女性コミック版】１１ (ゆめこみ),,2026-07-03
150002,夢なし先生の進路指導【単話】（８１） (ビッグコミックス),81,2026-07-03
—,空っぽ聖女として捨てられたはずが、嫁ぎ先の皇帝陛下に溺愛されています 6 (ＦＬＯＳ　ＣＯＭＩＣ),6,2026-07-03
—,ある継母のメルヘン 10 (ＦＬＯＳ　ＣＯＭＩＣ),10,2026-07-03
—,レッツゴー怪奇組（６） (小学館クリエイティブ単行本),6,2026-07-03
—,ビッグコミックオリジナル 2026年14号（2026年7月3日発売) [雑誌],,2026-07-03
—,悪役令嬢（仮）の奮闘　異世界転生に気づいたので婚約破棄して魂の番を探します６ (ＦＬＯＳ　ＣＯＭＩＣ),,2026-07-03
—,旦那様、稼いで離婚させていただきます！　４ (ＦＬＯＳ　ＣＯＭＩＣ),4,2026-07-03
—,元夫の番犬を手なずけた　５ (ＦＬＯＳ　ＣＯＭＩＣ),5,2026-07-03
—,泣いてみろ、乞うてもいい　6 (ＦＬＯＳ　ＣＯＭＩＣ),6,2026-07-03
—,公爵子息の執着から逃げられそうにないので、逃げないことにしました 2 (ＦＬＯＳ　ＣＯＭＩＣ),2,2026-07-03
—,叶精作セレクション 女裏飛脚あずさ: SPコミックス SPポケットワイド,,2026-07-03
—,妹に結婚を押し付けられた手違いの妻ですが、いつの間にか辺境伯に溺愛されてました【分冊版】1 (ラワーレコミックス),,2026-07-03
—,家族に愛されなかった私が、辺境の地で氷の軍神騎士団長に溺れるほど愛されています【分冊版】１ (ラワーレコミックス),,2026-07-03
—,家族に愛されなかった私が、辺境の地で氷の軍神騎士団長に溺れるほど愛されています【分冊版】２ (ラワーレコミックス),,2026-07-03
—,女の穴には秘密がある　分冊版　1話 (EX漫画のシュララ),,2026-07-03
