タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
宮廷魔導師見習いを辞めて、魔法アイテム職人になります　8巻 (バンチコミックス),8,2026-09-09,1307,157,+1150,88
脇役に転生したはずが、いつの間にか伝説の錬金術師になってた　～仲間たちが英雄でも俺は支援職なんだが～（７） (シリウスコミックス),7,2026-09-09,984,219,+765,77.7
さわらないで小手指くん（１７） (週刊少年マガジンコミックス),17,2026-09-09,1205,228,+977,81.1
みいちゃんと山田さん(7)絵本付き特装版 (講談社キャラクターズA),7,2026-09-09,1352,282,+1070,79.1
いとこのこ 6 イラスト集付き特装版【2色カラー特別版】 いとこのこ【特装版】 (ドラゴンコミックスエイジ),,2026-09-09,610,321,+289,47.4
金色の文字使い25　―勇者四人に巻き込まれたユニークチート― 金色の文字使い　―勇者四人に巻き込まれたユニークチート― (ドラゴンコミックスエイジ),,2026-09-09,954,322,+632,66.2
鬼人幻燈抄（コミック） ： 11 (アクションコミックス),11,2026-09-09,1120,413,+707,63.1
田舎の黒ギャルJKと結婚しました 4 (ドラゴンコミックスエイジ),4,2026-09-09,900,462,+438,48.7
復讐が足りない（４） (コミックＤＡＹＳコミックス),4,2026-09-09,833,516,+317,38.1
魔術ギルド総帥～生まれ変わって今更やり直す２度目の学院生活～（１４） (マガジンポケットコミックス),14,2026-09-09,1924,516,+1408,73.2
かみあそび！～カードゲーマー少女の日常～（８） (コミックＤＡＹＳコミックス),8,2026-09-09,2141,582,+1559,72.8
ウリッコ（４） (コミックＤＡＹＳコミックス),4,2026-09-09,1319,605,+714,54.1
村人ですが何か？(18) (ドラゴンコミックスエイジ),18,2026-09-09,926,666,+260,28.1
ハプスブルク家の華麗なる受難（３） (マガジンポケットコミックス),3,2026-09-09,1284,674,+610,47.5
異世界グルメで成り上がり無双～山に追放されたので、のんびりキャンプを楽しんでいたらいつの間にか強くなっていて、王侯貴族や実力者たちが俺を放っておいてくれません。一方、俺を追放した貴族たちは破滅が始まる～（５） (マガジンポケットコミックス),5,2026-09-09,2405,687,+1718,71.4
おやすみ　ふみさん（８） (マガジンポケットコミックス),8,2026-09-09,2638,740,+1898,71.9
最後のレストラン Dante　5巻 (バンチコミックス),5,2026-09-09,2420,747,+1673,69.1
悪役令嬢の四畳半（５） (星海社コミックス),5,2026-09-09,2089,789,+1300,62.2
蜜を追う　2巻 (バンチコミックス),2,2026-09-09,1808,932,+876,48.5
俺堕ちスレイブヒーローコレクション 3 (ドラゴンコミックスエイジ),3,2026-09-09,2816,987,+1829,65
ハードワーカー中田（８） (マガジンポケットコミックス),8,2026-09-09,2759,1011,+1748,63.4
戦隊タブー（９） (コミックＤＡＹＳコミックス),9,2026-09-09,3064,1060,+2004,65.4
江戸前の旬 134 (漫画ゴラク),134,2026-09-09,2329,1126,+1203,51.7
彼は友達（５） (モーニングコミックス),5,2026-09-09,2277,1132,+1145,50.3
景虎君はもどれない　2巻【電子特典付き】 (バンチコミックス),2,2026-09-09,3506,1164,+2342,66.8
農学博士の異世界無双～禁忌の知識で築くモンスター娘ハーレム～　5 (ドラゴンコミックスエイジ),5,2026-09-09,2862,1224,+1638,57.2
転生コロシアム 2 ~最弱スキルで最強の女たちを攻略して奴隷ハーレム作ります~ わからせセレクション フルカラー版 (ドラゴンコミックスエイジ),,2026-09-09,3441,1225,+2216,64.4
新宿解消録テンチョウ みいちゃんと山田さん外伝(1) (シリウスKCDX),1,2026-09-09,5280,1276,+4004,75.8
シランド(3) (モーニングKC),3,2026-09-09,3186,1396,+1790,56.2
騎士王の食卓（６） (シリウスコミックス),6,2026-09-09,3504,1406,+2098,59.9
お母さん冒険者、ログインボーナスでスキル【主婦】に目覚めました。週一貰えるチラシで冒険者生活頑張ります！（４） (マガジンポケットコミックス),4,2026-09-09,3902,1469,+2433,62.4
普通の本はありません!(3) (KCデラックス),3,2026-09-09,4125,1772,+2353,57
邦人奪還 自衛隊特殊部隊が動くとき　4巻 (バンチコミックス),4,2026-09-09,6897,2345,+4552,66
仲間を守って死んだら二十年後の同じ世界に生まれ変わった件……でも俺、転生二回目なんだけど?(1) (シリウスKC),1,2026-09-09,11503,2495,+9008,78.3
邦人奪還 自衛隊特殊部隊が動くとき　3巻 (バンチコミックス),3,2026-09-09,7656,2641,+5015,65.5
矢野くんの普通の日々（１３） (コミックＤＡＹＳコミックス),13,2026-09-09,4318,2676,+1642,38
大人のあっぷあっぷでーと (一般書),,2026-09-09,3028,2680,+348,11.5
闇覚醒して主人公にボコされるかませ犬に憑依したが原作と違いすぎて戸惑ってる（１） (マガジンポケットコミックス),1,2026-09-09,9096,2733,+6363,70
追放された底辺職「盗賊」はゲーム知識で無双する。一緒に召喚された先生も外れジョブだったけど効率的に成り上がります(2) (シリウスKC),2,2026-09-09,11277,3751,+7526,66.7
殺し屋の営業術(1) (少年マガジンKC),1,2026-09-09,7069,3853,+3216,45.5
勇者の元仲間夫婦は田舎でのんびり幸せに暮らす 1 (ドラゴンコミックスエイジ),1,2026-09-09,10118,3946,+6172,61
八田未蘭と青春に上等！！（１） (マガジンポケットコミックス),1,2026-09-09,13649,4064,+9585,70.2
シロナガス島への帰還(1) (KCデラックス),1,2026-09-09,23140,4518,+18622,80.5
みだりに憑かせてはなりません 2 (ドラゴンコミックスエイジ),2,2026-09-09,8184,4562,+3622,44.3
ハンドレッドノート-アグリーダック-(3) (KCデラックス),3,2026-09-09,6318,4789,+1529,24.2
明けの女医と宵の魔女～僕と彼女のみだらなカルテ～（３） (シリウスコミックス),3,2026-09-09,9345,4894,+4451,47.6
ゲーム開始前に死ぬモブ悪役皇子に転生した俺 ~推しヒロインの妹と幸せになるために最弱魔法【闇刃】を過剰な努力で極め抜いたら、最強のぶっ壊れ性能と化していた件~(1) (KCデラックス),1,2026-09-09,11184,5376,+5808,51.9
まだ君を見上げてる（１） (コミックＤＡＹＳコミックス),1,2026-09-09,13584,5499,+8085,59.5
酒蔵かもし婚　3巻 (バンチコミックスコラル),3,2026-09-09,16845,5965,+10880,64.6
ラブソング(1) (少年マガジンKC),1,2026-09-09,13950,5978,+7972,57.1
堕天使ちゃんはがんばれない(1) (シリウスKC),1,2026-09-09,16174,6009,+10165,62.8
種生産 ~このスキルがチートだとまだ誰も気付いていない~(1) (KCデラックス),1,2026-09-09,22454,6477,+15977,71.2
悪女ランキング 1 (ドラゴンコミックスエイジ),1,2026-09-09,25528,7538,+17990,70.5
アルス・ゲーティア　～無能と呼ばれた少年は、７２の悪魔を使役して無双する～（４） (少年マガジンエッジコミックス),4,2026-09-09,16577,7853,+8724,52.6
人としてつき合えたら（３） (コミックＤＡＹＳコミックス),3,2026-09-09,13283,8797,+4486,33.8
不夜城転生 ~禁欲してた最強勇者ですが、精なるスキルで悦楽の都を無双します~ 2 (ドラゴンコミックスエイジ),2,2026-09-09,30528,11488,+19040,62.4
そして刹那は繰り返す（２） (マガジンポケットコミックス),2,2026-09-09,33458,11697,+21761,65
ch登録お願いします!(2) (シリウスKC),2,2026-09-09,28156,22070,+6086,21.6
電波のとどく時空にいます　3巻（完） (バンチコミックス),3,2026-09-09,38956,23776,+15180,39
ジェヴォーダンという獣～牢獄で女をむさぼる元人間の最凶モンスターは、復讐のプリズンブレイクをくわだてる～(単話版)第12話 (メテオCOMICS),,2026-09-09,27650,26663,+987,3.6
徒然チルドレン　カラー版（９） (星海社コミックス),9,2026-09-09,37458,30226,+7232,19.3
花子狩り(3) (シリウスKC),3,2026-09-09,46820,30791,+16029,34.2
SNS狂の女～自己顕示欲のバケモノ～(45) (コミックなにとぞ),45,2026-09-09,218330,218887,-557,-0.3
