順位,タイトル,巻数,発売日
39,異世界居酒屋「のぶ」(22) (角川コミックス・エース),22,2026-08-04
78,SAKAMOTO DAYS 28 (ジャンプコミックスDIGITAL),28,2026-08-04
89,逃げ上手の若君 26 (ジャンプコミックスDIGITAL),26,2026-08-04
98,ブラッククローバー 38 (ジャンプコミックス),38,2026-08-04
113,ウィッチウォッチ 27 (ジャンプコミックスDIGITAL),27,2026-08-04
117,異世界帰りの勇者は、ダンジョンが出現した現実世界で、インフルエンサーになって金を稼ぎます！ ７ (ヒューコミックス),7,2026-08-04
130,名代辻そば異世界店　５ (ヒューコミックス),5,2026-08-04
160,ヘテロゲニア　リンギスティコ　～異種族言語学入門～　（７） (角川コミックス・エース),7,2026-08-04
2544,ファイアーエムブレム エンゲージ 8 (ジャンプコミックスDIGITAL),8,2026-08-04
2582,SAKAMOTO HOLIDAYS 4 (ジャンプコミックスDIGITAL),4,2026-08-04
2774,口に関するアンケート (ジャンプコミックス),,2026-08-04
3168,UNDER DOCTOR 2 (ジャンプコミックス),2,2026-08-04
4349,回撃のキナト 2 (ジャンプコミックス),2,2026-08-04
5836,今日も嫁が見つからない。（1） (ＳＰＡ！コミックス),1,2026-08-04
5887,このクラスにギャルはいない 4 (ジャンプコミックスDIGITAL),4,2026-08-04
6253,ドラゴンボールスーパーダイバーズ ―レッツ! スーパーダイブ!!― 3 (ジャンプコミックス),3,2026-08-04
7826,ましろくんの補講アトリエ 3 (ジャンプコミックスDIGITAL),3,2026-08-04
11814,【特別版】恋のカスと愛のクズ1,,2026-08-04
12684,The Dogfather ドッグファーザー1,,2026-08-04
13158,群脳教室 3 (ジャンプコミックスDIGITAL),3,2026-08-04
13684,DARK SOULS Redemption　3 (ヒューコミックス),3,2026-08-04
15105,サナギの心臓 1 (ジャンプコミックス),1,2026-08-04
16344,ナマイキ少女 (TENMA COMICS LO),,2026-08-04
17815,魔法少女と麻薬戦争 3 (ジャンプコミックスDIGITAL),3,2026-08-04
20914,【特別版】体と心を整えてついでに10kgやせました　整形外科に行ったら人生が変わった話,,2026-08-04
21589,ドーロ☆スター 1 (ジャンプコミックス),1,2026-08-04
21935,震える右手 2 (ジャンプコミックスDIGITAL),2,2026-08-04
24778,漆黒の慕情1 (角川コミックス・エース),,2026-08-04
25334,HOLE UP GAMERS 1 (角川コミックス・エース),1,2026-08-04
37266,9割の日本人のための「ゆる読書」入門: “活字マッチョイズム”の終わりと新しい読書推進,,2026-08-04
40302,育休刑事 1 (角川コミックス・エース),1,2026-08-04
62007,隠密お局～あなたのホンネ見えてます～ デジコレ DIGITAL COMICS（８） (ワケあり女子白書),8,2026-08-04
189011,透明な鱗の人魚の味は【分冊版】（11） (マンガBANGコミックス),11,2026-08-04
—,あかね噺 23 (ジャンプコミックスDIGITAL),,2026-08-04
—,さむわんへるつ 4 (ジャンプコミックスDIGITAL),,2026-08-04
—,忘却バッテリー 24 (ジャンプコミックスDIGITAL),,2026-08-04
—,察知されない最強職　11 (角川コミックス・エース),,2026-08-04
—,怪物事変 25 (ジャンプコミックスDIGITAL),,2026-08-04
—,憂国のモリアーティ 23 (ジャンプコミックスDIGITAL),,2026-08-04
—,ＷＷＭ -極悪レスラー、ママになる- (4) (角川コミックス・エース),,2026-08-04
—,終末のハーレム ファンタジア セミカラー版 18 (ヤングジャンプコミックスDIGITAL),,2026-08-04
—,シバつき物件 8 (ジャンプコミックスDIGITAL),,2026-08-04
—,僕とロボコ 27 (ジャンプコミックスDIGITAL),,2026-08-04
—,クソ女に幸あれ 11 (ジャンプコミックスDIGITAL),,2026-08-04
—,ブラッククローバー 公式ガイドブック 完全魔導書 (ジャンプコミックス),,2026-08-04
—,幼稚園WARS 18 (ジャンプコミックスDIGITAL),,2026-08-04
—,令和のおもちゃウーピン（1） (ＳＰＡ！コミックス),,2026-08-04
—,悪祓士のキヨシくん 9 (ジャンプコミックスDIGITAL),,2026-08-04
—,君を泣くまでイカせたい (TENMA COMICS LO),,2026-08-04
—,こわいやさん 5 (ジャンプコミックスDIGITAL),,2026-08-04
—,Dolls Nest:ORPHANS 1 (角川コミックス・エース),,2026-08-04
—,漫画アクション 2026年8/18号［雑誌］,,2026-08-04
—,「母親失格」と妻を非難する無能夫 サレ妻アイオリジナル漫画,,2026-08-04
—,家事育児をしない無能夫を捨てる物語 葱田たまこオリジナル漫画,,2026-08-04
—,完璧な妊婦とは サレ妻アイオリジナル漫画,,2026-08-04
