順位,タイトル,巻数,発売日
105,バトルスタディーズ(49) (モーニングKC),49,2026-08-21
109,バトルスタディーズ(50) (モーニングKC),50,2026-08-21
142,だんドーン（１２） (モーニングコミックス),12,2026-08-21
143,波よ聞いてくれ（１３） (アフタヌーンコミックス),13,2026-08-21
260,さがドーン～江藤新平と肥前の妖怪～ (モーニングコミックス),,2026-08-21
267,リコリス・リコイル　9 (MFコミックス　フラッパーシリーズ),9,2026-08-21
425,二階堂地獄ゴルフ（１４） (モーニングコミックス),14,2026-08-21
461,ボーイッシュ彼女が可愛すぎる 6巻通常版 (デジタル版ガンガンコミックスpixiv),6,2026-08-21
639,Ｋ２（５３） (イブニングコミックス),53,2026-08-21
666,銃夢機甲術戦記（１） (イブニングコミックス),1,2026-08-21
775,クマとウサギは友達ではいられない 4巻 (デジタル版ガンガンコミックスpixiv),4,2026-08-21
781,ディグイット（４） (アフタヌーンコミックス),4,2026-08-21
876,国を追われた竜師さん、拾われた隣国でうっかり無双してしまう。～弱小国家が大陸最強の竜の楽園になるまで～（６） (モーニングコミックス),6,2026-08-21
921,ボーイッシュ彼女が可愛すぎる(6)特装版 小冊子付き (SEコミックスプレミアム),6,2026-08-21
1212,織田ちゃんと明智くん（８） (モーニングコミックス),8,2026-08-21
1438,８月３１日のロングサマー（１３） (モーニングコミックス),13,2026-08-21
1548,どくだみの花咲くころ（５） (アフタヌーンコミックス),5,2026-08-21
1562,ボールパークでつかまえて！（２０） (モーニングコミックス),20,2026-08-21
2902,OMORI(4) (アフタヌーンKC),4,2026-08-21
2976,魔法少女ノ魔女裁判 2 (MFC),2,2026-08-21
3441,よき法律家は悪しき隣人（８） (モーニングコミックス),8,2026-08-21
4703,日常ロック 12 (MFC),12,2026-08-21
5021,モジポニカ！（３） (アフタヌーンコミックス),3,2026-08-21
5375,スタジオカバナ９ (シルフコミックス),9,2026-08-21
5421,しあわせ食堂の異世界ご飯11巻 (Berry's COMICS),11,2026-08-21
6103,首領ちゃん（３） (モーニングコミックス),3,2026-08-21
7375,ねこねこ幼女の愛情ごはん～異世界でもふもふ達に料理を作ります！～4巻 (Berry's COMICS),4,2026-08-21
7439,バッドベイビーは泣かない（６） (モーニングコミックス),6,2026-08-21
7456,私立メロ高等学校 (KITORA),,2026-08-21
7960,ビション絵日記(1) (モーニングKC),1,2026-08-21
8659,彼女がクズを愛するワケは。 4巻 (デジタル版ガンガンコミックスpixiv),4,2026-08-21
9106,揺さぶれ純情 (ダリアコミックス),,2026-08-21
10133,ディグイット(4)限定版 (講談社キャラクターズA),4,2026-08-21
10196,帰ってきたカラスヤサトシ (アフタヌーンKC),,2026-08-21
11532,棲ミタイ街（４） (コミックＤＡＹＳコミックス),4,2026-08-21
13142,漫画ゴラク 2026年 9/4 号 [雑誌] (週刊漫画ゴラク),,2026-08-21
17189,悪役令嬢になりたくないので、王子様と一緒に完璧令嬢を目指します！【単話売】(28) (FK comics),28,2026-08-21
