順位,タイトル,巻数,発売日
13080,【報告】とある未解決事件について【電子単行本版】２ (コミックアウル),,2026-06-27
32887,【報告】とある未解決事件について８ (コミックアウル),,2026-06-27
33190,ニューノーマル６８ (コミックアウル),,2026-06-27
44819,金髪の姫将軍は元敵国の好敵手に嫁ぐ（単話版31） 金髪の姫将軍は元敵国の好敵手に嫁ぐ 単話版 (コミックcoral),,2026-06-27
50170,超有能兵士の部下に嫌われていると思ってたら、長年虎視眈々と狙われていた話（単話版8） 超有能兵士の部下に嫌われていると思ってたら、長年虎視眈々と狙われていた話（単話版） (コミックcoral),3,2026-06-27
55855,夜の国の呪い姫、引きこもり太陽王子の心を溶かす（2）【描き下ろしおまけ付き】 (コミックcoral),2,2026-06-27
66695,その異世界ハーレムは制約つき。～自慰行為を禁止された童貞勇者のスローライフ～（分冊版）３１ (ムゲンコミックス),,2026-06-27
125172,龍の花嫁は鬼の嘘に溺れる（単話版22） 龍の花嫁は鬼の嘘に溺れる（単話版） (コミックcoral),,2026-06-27
169992,婚約破棄されて自由を手に入れた女伯爵ですが、知識をいかして司書になったら王弟殿下に認められ、専属になりました（単話版1） 婚約破棄されて自由を手に入れた女伯爵ですが、知識をいかして司書になったら王弟殿下に認められ、専属になりました（単話版） (コミックcoral),3,2026-06-27
184915,シンデレラが結婚したので意地悪な義姉はクールに去……れません！？（単話版23） シンデレラが結婚したので意地悪な義姉はクールに去……れません！？（単話版） (コミックcoral),,2026-06-27
199780,そのメイド、危険につき［1話売り］　story16 (花とゆめコミックス),,2026-06-27
263203,運良く人生をやり直せることになったので、一度目の人生でわたしを殺した夫の命、握ります（1）【コミックス限定おまけ付き】 (コミックcoral),1,2026-06-27
280656,婚約破棄されて自由を手に入れた女伯爵ですが、知識をいかして司書になったら王弟殿下に認められ、専属になりました（単話版2） 婚約破棄されて自由を手に入れた女伯爵ですが、知識をいかして司書になったら王弟殿下に認められ、専属になりました（単話版） (コミックcoral),3,2026-06-27
