順位,タイトル,巻数,発売日
10741,女装男と男装女 (角川コミックス・エース),,2026-08-25
11028,キラー通りのソムリエ探偵 7 (女性自身COMICS),7,2026-08-25
11488,公爵様は私の体に飢えている。アンソロジー（3） (ベビードールCOMICS),3,2026-08-25
11932,ほうかごがかり（３） (角川コミックス・エース),3,2026-08-25
13070,転生荷運び人の異世界攻略法(話売り)　#31 (ヤングチャンピオン・コミックス),31,2026-08-25
13082,不遇だった私は愛が重い旦那様から甘く淫らに溺愛される　コミックアンソロジー(3) (comic LAKE),3,2026-08-25
15028,ヤンデレご主人様の甘い支配に今宵も私は抗えない。コミックアンソロジー(2) (comic LAKE),2,2026-08-25
16558,異世界ハーレムループ～繰り返される1日から脱出する為に抱きまくります～(12) (GG-COMICS),12,2026-08-25
20018,曖昧ブルー・ビースト 3 (りぼんマスコットコミックス),3,2026-08-25
20088,恋とシンクロニシティ 2 (マーガレットコミックス),2,2026-08-25
20097,帝国機神ヴォルカミオン【分冊版】１０ (ノヴァコミックス),10,2026-08-25
23262,不遇職『テイマー』なせいでパーティーを追放されたので、辺境でスローライフを送ります～役立たずと追放された男、辺境開拓の手腕は一流につき……！～１,1,2026-08-25
25142,売れ残りの奴隷エルフを拾ったので、娘にすることにした(話売り)　#29 (ヤングチャンピオン・コミックス),29,2026-08-25
25919,白い結婚から三年。旦那様、私と離縁してください(話売り)　#24 (ヤングチャンピオン・コミックス),24,2026-08-25
26634,転生凡人の英雄作成教室 1 (角川コミックス・エース),1,2026-08-25
29022,熱帯デラシネ宝飾店（7） (ウィングス・コミックス),7,2026-08-25
31100,おしえて執事くん　プチデザ（１３） (デザートコミックス),13,2026-08-25
32548,オルクセン王国史～野蛮なオークの国は、如何にして平和なエルフの国を焼き払うに至ったか～【分冊版】（ノヴァコミックス）２１,21,2026-08-25
34240,【単話】復讐の同窓会　第43話 (GG-COMICS),,2026-08-25
39839,わたしのお嫁くん　プチキス（４７） (Ｋｉｓｓコミックス),47,2026-08-25
43778,パラダイスシフト２ (ノヴァコミックス),2,2026-08-25
48510,５６００歳の不老不死インフルエンサーいわく。(話売り)　#50～#53 (ヤングチャンピオン・コミックス),53,2026-08-25
50993,天幕のジャードゥーガル(話売り)　#43 (ボニータ・コミックス),43,2026-08-25
54139,ダストランド(話売り)　#15 (ヤングチャンピオン・コミックス),15,2026-08-25
65571,異世界の執着攻めが俺をとろとろに愛し尽くす アンソロジー (comic LAKE),,2026-08-25
70995,メイドのベル　後編 (バンチコミックス),,2026-08-25
79710,今日から使える異世界恋愛マニュアル(23) (GG-COMICS),23,2026-08-25
94651,てっぺんまで愛してあげる (drap COMICS DX),,2026-08-25
97016,ちょいクズ社畜の異世界ハーレム建国記(29) (GG-COMICS),29,2026-08-25
98240,はじめまして #初恋配信中 3巻 (デジタル版ヤングガンガンコミックス),3,2026-08-25
160058,頼くんとヨリを戻すわけには！　プチデザ（１５） (デザートコミックス),15,2026-08-25
171076,山口くんはワルくない　ベツフレプチ（５４） (別冊フレンドコミックス),54,2026-08-25
239694,悪役令嬢の兄に転生しました(話売り)　#45 (ヤングチャンピオン・コミックス),45,2026-08-25
—,鬼畜英雄【デジタル修正版】（１５） (GANMA!),15,2026-08-25
—,いびってこない義母と義姉: 10【イラスト特典付】 (comic POOL),,2026-08-25
—,婚約破棄を免れた公爵令嬢は、夫の愛を信じられない【単行本版】IV (素敵なロマンス),,2026-08-25
—,授か離婚～一刻も早く身籠って、私から解放してさしあげます！【単行本版】Ｘ (素敵なロマンス),,2026-08-25
—,モンスターのご主人様（コミック） ： 23 (モンスターコミックス),,2026-08-25
—,私と結婚した事、後悔していませんか？【単行本版】8【電子限定特典付き】 (素敵なロマンス),,2026-08-25
—,可愛いあなたを壊したい　幼馴染キュートアグレッション【単行本版】3【電子限定特典付き】 (BL宣言),,2026-08-25
—,婚約破棄されて娼館に売られる（予定）なので、超高級娼婦を目指します！【単行本版】2【電子限定特典付き】 (素敵なロマンス),,2026-08-25
—,死に戻り令嬢の仮初め結婚～二度目の人生は生真面目将軍と星獣もふもふ～ 連載版 第39話 模擬戦闘 (ヤングキングコミックス),,2026-08-25
