順位,タイトル,巻数,発売日
69,オルクセン王国史～野蛮なオークの国は、如何にして平和なエルフの国を焼き払うに至ったか～（ノヴァコミックス）７,7,2026-08-25
72,幼女戦記(35) (角川コミックス・エース),35,2026-08-25
232,アンゴルモア　元寇合戦記　博多編　（１３）　弘安の戦い　その三 (角川コミックス・エース),13,2026-08-25
393,オルクセン王国史～野蛮なオークの国は、如何にして平和なエルフの国を焼き払うに至ったか～（ノヴァコミックス）７ 小冊子付き特装版 オルクセン王国史【小冊子付き特装版】,,2026-08-25
521,空気が「読める」新入社員と無愛想な先輩: 8【電子限定描き下ろし付き】 (ZERO-SUMコミックス),3,2026-08-25
533,SHIORI EXPERIENCE ジミなわたしとヘンなおじさん 26巻 (デジタル版ビッグガンガンコミックス),26,2026-08-25
567,世界最速のレベルアップ　（１０） (角川コミックス・エース),10,2026-08-25
589,DRAGON QUEST EDEN(1) (ヤングガンガンコミックス),1,2026-08-25
1831,銀河特急 ミルキー☆サブウェイ 2 (角川コミックス・エース),2,2026-08-25
2296,アイドルマスター シャイニーカラーズ コヒーレントライト（５） (角川コミックス・エース),5,2026-08-25
2409,HIGH SCORE 25 (りぼんマスコットコミックス),25,2026-08-25
2427,かろりのつやごと Season2 4 (マーガレットコミックスDIGITAL),4,2026-08-25
3083,恋知らずの神様に捧ぐ（２）【電子限定特典付】 (onBLUE comics),2,2026-08-25
3360,育成上手な冒険者、幼女を拾い、セカンドライフを育児に捧げる（ノヴァコミックス）６,6,2026-08-25
4022,きみとバラ色の日々 4 (マーガレットコミックス),4,2026-08-25
5444,ブルーアーカイブ公式4コマ　ぶるーあーかいぶっ！ VOL.2 (DNAメディアコミックス),2,2026-08-25
5644,この犬ときたら孫のことしか考えていない～犬生魔王のやり遺し～　(２) (角川コミックス・エース),2,2026-08-25
6538,突風とビート 5 (マーガレットコミックス),5,2026-08-25
6829,敗けサキュ×リリアの美味なる夜 1 (角川コミックス・エース),1,2026-08-25
7791,好きな子に告ったら、双子の妹がオマケでついてきた１,1,2026-08-25
8123,乙女椿は笑わない 14 (マーガレットコミックス),14,2026-08-25
8227,包帯ごっこ 8 (マーガレットコミックス),8,2026-08-25
8348,ビッグコミック 2026年17号（2026年8月25日発売） [雑誌],,2026-08-25
8534,十五年の石化から目覚めた元王女は、夫と娘から溺愛される(1) (モンスターコミックスf),1,2026-08-25
9281,ブルーバードリーダー 上【電子限定描き下ろし付き】 ブルーバードリーダー【電子限定描き下ろし付き】 (ドットブルームコミックスDIGITAL),1,2026-08-25
9549,テトテトテ 8 (マーガレットコミックス),8,2026-08-25
10519,ブルーバードリーダー 下【電子限定描き下ろし付き】 ブルーバードリーダー【電子限定描き下ろし付き】 (ドットブルームコミックスDIGITAL),3,2026-08-25
