順位,タイトル,巻数,発売日
1848,アサシン＆シンデレラ 6巻通常版 (デジタル版ガンガンコミックスONLINE),6,2026-08-10
1892,十勝ひとりぼっち農園 (20) (少年サンデーコミックススペシャル),20,2026-08-10
1941,月はヒツジを数えない 3 (角川コミックス・エース),3,2026-08-10
1975,ナイナイ尽くしの異世界転生３ (ポルカコミックス),,2026-08-10
2381,賭けからはじまる最後の初恋 ２ (コミックELMO),2,2026-08-10
2598,お人好し冒険者、転生少女を拾いました（コミック） 4巻 (デジタル版ガンガンコミックスONLINE),4,2026-08-10
2665,ダッフルコートアーミー 3 (角川コミックス・エース),3,2026-08-10
3424,いじめの仕返しは先生にお任せ 4巻 (デジタル版ガンガンコミックスONLINE),4,2026-08-10
3554,アキナちゃん神がかる (6) (ゲッサン少年サンデーコミックススペシャル),6,2026-08-10
3578,極北のゲロイ: 8月17日の開戦 (2) (ゲッサン少年サンデーコミックススペシャル),2,2026-08-10
3970,アサシン&シンデレラ(6)特装版 小冊子付き (SEコミックスプレミアム),6,2026-08-10
3989,和庵のひと肴 小料理屋おかみ・志緒さんのほろ酔いレシピ 4 (4巻) (思い出食堂コミックス),4,2026-08-10
4247,純情エッチング　４巻 (まんがタイムＫＲコミックス),4,2026-08-10
4445,旗本改革男 ~令和のサラリーマン、お江戸に転生してべらぼう世直し~ 1 (角川コミックス・エース),1,2026-08-10
4460,龍の贄嫁~虐げられた少女は運命の番として愛される~(2) (ガンガンコミックスONLINE),2,2026-08-10
5742,文ゆかば (2) (ビッグコミックス),2,2026-08-10
5825,ニュートーキョーカモフラージュアワー 14 (14巻) (YKコミックス),14,2026-08-10
6014,恋喰少女 (6) (サンデーうぇぶり),6,2026-08-10
6329,顔だけ良いクラスメイトが、やたらとグイグイ来る百合の話。３ (角川コミックス・エース),,2026-08-10
6868,ゆーぱぱの子育てそんなことある!?図鑑,,2026-08-10
8046,天才美少女三姉妹は居候にだけちょろ可愛い。(1) (角川コミックス・エース),1,2026-08-10
8158,マギアレコード　魔法少女まどか☆マギカ外伝　１３巻 (まんがタイムＫＲコミックス),13,2026-08-10
8820,極剣のスラッシュ ~初級スキル極めたら、いつの間にか迷宮都市最強になってたんだが~ 2 (角川コミックス・エース),2,2026-08-10
9040,【電子版】月刊コミックビーム　2026年9月号 [雑誌],,2026-08-10
9361,戦車の飼い方(2) (角川コミックス・エース),2,2026-08-10
9571,貴族の三男、でくの坊から最強魔術士へ。パラメーターを調節して、すべての魔術を魔改造! 1 ~気ままに遊んでいるだけなのに、何故か評価が上がっていく件について~ (角川コミックス・エース),1,2026-08-10
9656,社畜おじさん触手を買う ： 2 【番外編収録】【特典付き】 (コミックマージナル),,2026-08-10
9679,不死たる異端者と災いの竜姫 1 (角川コミックス・エース),1,2026-08-10
10479,36-サンジュウロク- (4) (ビッグコミックス),4,2026-08-10
10519,闇落ち令嬢は魔王の娘アリスに転生したので王都で暗躍することにしました(1) (ガンガンコミックスONLINE),1,2026-08-10
10522,鬼上司のヤキモチが可愛すぎます！！　１１ (donna COMICS(ドンナ・コミックス)),11,2026-08-10
11917,藤堂さんと仁愛ちゃん 1巻 (デジタル版ガンガンコミックスONLINE),1,2026-08-10
12000,CLAMP PREMIUM COLLECTION ANGELIC LAYER (4),4,2026-08-10
12226,無職の私と天然ハーブ王子の魔女レシピ 2巻 (デジタル版ガンガンコミックスONLINE),2,2026-08-10
13232,まんペン（２） (コミックＤＡＹＳコミックス),2,2026-08-10
14521,陰キャ彼女185センチはミダレたい (全1巻) (YKコミックス),1,2026-08-10
14582,貧乏令嬢は呪いの伯爵と結婚したい 1巻 (デジタル版ガンガンコミックスONLINE),1,2026-08-10
14633,ダストランド(話売り)　#14 (ヤングチャンピオン・コミックス),,2026-08-10
14678,あもうときじま (3) (サンデーうぇぶり),3,2026-08-10
15205,てんこ盛り！かりあげクン 真夏はかりあげ八十八夜 (アクションコミックス),,2026-08-10
16883,羅城恋月夜 分冊版 ： 15 (コミックマージナル),15,2026-08-10
17136,宵明けの魔女 2巻 (デジタル版ガンガンコミックス),2,2026-08-10
17340,高嶺の上司を抱いてしまった部下の話 (KITORA),1,2026-08-10
17760,僕のいとこのおねえさん(2) (モーニングKC),2,2026-08-10
19032,社畜おじさん触手を買う ： 2 【40p小冊子】 社畜おじさん触手を買う【特典描き下ろし小冊子のみ】 (コミックマージナル),3,2026-08-10
19223,ファザーシッター ～問題パパのしつけ承ります～(18) (コミックなにとぞ),18,2026-08-10
20003,社畜おじさん触手を買う(2)【描き下ろし40p小冊子ボイス付き特装版】 (マージナルコミックス),2,2026-08-10
21275,哀れ愛して大島さん (1) (ビッグコミックス),1,2026-08-10
22243,一勝千金【単話】（７４） (裏少年サンデーコミックス),74,2026-08-10
23214,ときめきごはん 日本酒とお寿司 (ぐる漫),,2026-08-10
23749,花嫁は偽の誓いに涙する (ハーレクインコミックス・キララ),,2026-08-10
26365,さざめとりお (KITORA),,2026-08-10
26637,グルメ警部の美食捜査 1 (1巻) (思い出食堂コミックス),1,2026-08-10
26948,虐幸のくるちゃん(2) (モーニングKC),2,2026-08-10
28502,億万長者の願い事 (ハーレクインコミックス・キララ),,2026-08-10
32157,二度目の恋は、甘くてアブナイ(21) (シェノンコミックス),21,2026-08-10
33452,マンガでわかる！　二階堂亜樹　いちばんやさしい　麻雀入門,,2026-08-10
34666,アンダーカバー・ラバー (Caneléコミックス) (ムーグコミックス),,2026-08-10
38752,アンダーカバー・ラバー【電子限定特典付き】 (Caneléコミックス),,2026-08-10
39656,愛したがりエリートくんには秘密がある。(19) (シェノンコミックス),19,2026-08-10
40950,十八歳の白き結婚 (ハーレクインコミックス・キララ),,2026-08-10
47349,恋はすぐそばに (ハーレクインコミックス・キララ),,2026-08-10
50356,同居人は秘密のSカレ（１３） (フラワーコミックスα),13,2026-08-10
53548,お帰りください、南條さん！（４） (コミックＤＡＹＳコミックス),4,2026-08-10
60948,二度目の恋は、甘くてアブナイ～クールな元カレの執愛セックスからは逃げられない～(21) (シェノンコミックス+),21,2026-08-10
61050,きよら たまゆら(話売り)　#11 (プリンセス・コミックス),,2026-08-10
61947,谷中宵待風味　分冊版（２） (ハニーミルクコミックス),2,2026-08-10
66203,リベンジアクト(1)20ページ小冊子付き (.Poika comics),1,2026-08-10
71413,つくもの万処 3巻 (デジタル版ガンガンコミックスONLINE),3,2026-08-10
186605,ニセ真面目女子はすみ～サイコパスは愛を知りたい～(27) (コミックなにとぞ),27,2026-08-10
—,37歳シンママ、チアダンス始めました！【単話】 1 (Rentaコミックス×ICE),1,2026-08-10
