順位,タイトル,巻数,発売日
5,悪役令嬢レベル99　～私は裏ボスですが魔王ではありません～　その６ (B's-LOG COMICS),,2026-07-31
39,結界師の一輪華 8 (B's-LOG COMICS),8,2026-07-31
76,異世界転移したら愛犬が最強になりました ～シルバーフェンリルと俺が異世界暮らしを始めたら～ THE COMIC 7【電子もふもふ特典付き】 (ライドコミックス),,2026-07-31
91,悪の華道を行きましょう　7巻 (ZERO-SUMコミックス),7,2026-07-31
117,レベル1から始まる召喚無双 THE COMIC 9 (ライドコミックス),9,2026-07-31
171,AR／MS!!(エーアール・マルチプルサヴァイヴ) 7【電子版限定特典付き】 (MeDu COMICS),,2026-07-31
219,悪役令嬢ですが、幸せになってみせますわ！　アンソロジーコミック: 17 (ZERO-SUMコミックス),17,2026-07-31
264,王太子妃になんてなりたくない!! 婚約者編: 5【電子限定描き下ろし付き】 (ZERO-SUMコミックス),3,2026-07-31
341,BLゲームの主人公の弟であることに気がつきました 5 (B's-LOG COMICS),5,2026-07-31
385,訳あり令嬢でしたが、溺愛されて今では幸せです アンソロジーコミック: 9 (ZERO-SUMコミックス),9,2026-07-31
417,心を閉ざした公爵閣下と婚約したはずなのに、なぜか大切にされてしまってます！ 4【電子限定おまけ付き】 (ライドコミックス),3,2026-07-31
599,平凡な俺♂だけど異世界で溺愛されてます　アンソロジーコミック: 5 (ZERO-SUMコミックス),5,2026-07-31
1911,ニーハオ、おいしい東京日和。　1 (トーチコミックス),1,2026-07-31
3782,わたしの創った千年王国　天才魔導師の自由気ままな転生無双譚　2巻 (ZERO-SUMコミックス),2,2026-07-31
4161,宝石商リチャード氏の謎鑑定 7巻 (ZERO-SUMコミックス),7,2026-07-31
4162,エロゲ世界に転生した俺が、推しへの愛で寝取られヒロインを幸せにする。 3 (comipo comics),3,2026-07-31
4551,バツイチがモテるなんて聞いてません【コミックス版】 ： 12 (COMIC ROOM),12,2026-07-31
5229,転生厨師の彩食記　異世界おそうざい食堂へようこそ！ 2 (B's-LOG COMICS),2,2026-07-31
6039,ひねくれ公爵は呪われ乙女に口説かれる １ (Ride Comics),1,2026-07-31
6510,カラちゃんとシトーさんと、3 (BeSTAR comics),,2026-07-31
8223,君はいつしか毒になる　2巻 (ZERO-SUMコミックス),2,2026-07-31
8586,デリヘル、呼んでみた。#43処女膜貫通の瞬間 (フォーチュンコミックアダルト),,2026-07-31
9988,左ききのエレン HYPE (2) (No.9 Comics),2,2026-07-31
11041,コミックヘヴン 2026年 9/10号 [雑誌] (コミックヘヴン（本誌）),,2026-07-31
12776,３か月なら、大丈夫だと思ってた。～留学した僕の留守中に、一途な彼女が汚されるまで～合冊版 3 (コミックダイス),3,2026-07-31
12827,奥様に捨てられた伯爵様～虐げられてきた奥様は、思い切りよく第二の人生に向かいます！～（2） (comic LAKE),2,2026-07-31
13891,侯爵令嬢アグリ・カルティアは授かったチートスキルでこっそり農業を謳歌する THE COMIC １ (Ride Comics),1,2026-07-31
14015,クソゲー悪役令嬢～滅亡エンドしかない世界に転生したけど、しぶとく生き残ってやりますわ！～ ２ (Ride Comics),2,2026-07-31
14137,人気配信者たちのマネージャーになったら、全員元カノだった THE COMIC １ (Ride Comics),1,2026-07-31
14838,甘く濡れる嘘～結婚という名の復讐～ ： 35 (ジュールコミックス),35,2026-07-31
15309,チラチラ【単話】（１０５） (ビッグコミックス),105,2026-07-31
16908,マンガでわかる! 小学生から知っておきたいAIとの上手なつきあい方 (こどもと生活シリーズ),1,2026-07-31
20564,赤ずきんちゃんとオオカミさん (comic POOL),,2026-07-31
21208,【分冊版】拝啓、天国の姉さん、勇者になった姪がエロすぎてーー 叔父さん、保護者とかそろそろ無理です＋(ぷらす) 30 (MeDu COMICS),30,2026-07-31
21291,黒豹殿下、フェロモンがダダ漏れです！　淫紋持ち神子ですが、毎晩迫ってこられても困ります（2） (ベビードールCOMICS),2,2026-07-31
21297,旦那様、離縁はOKですがスローライフは継続希望です！身代わり王女は毒使いの力で人生を謳歌する（1） (comic LAKE),1,2026-07-31
22316,追放されたドラゴン好き令嬢は、北方辺境伯の愛に気づかない 01 (B's-LOG COMICS),1,2026-07-31
24535,甘噛みと白昼夢 特典小冊子 (＆.Emo comics),,2026-07-31
25198,幼馴染みで悪魔な騎士は、私のことが大嫌い ~New Round~ 1 (B's-LOG COMICS),1,2026-07-31
25228,晴明様のおっしゃることには　平安陰陽診療録　1巻 (ZERO-SUMコミックス),1,2026-07-31
28435,【分冊版】近すぎほたるで身を焦がす 11 (MeDu COMICS),11,2026-07-31
30417,スマホで異世界の神になる方法～失業したら冷酷領主に愛されました～ 分冊版 ： 12 (ジュールコミックス),12,2026-07-31
31713,鳴かぬ蛍は青に焦がれる 特典小冊子 (＆.Emo comics),,2026-07-31
32788,お嬢様系底辺ダンジョン配信者、迷惑系をボコったらバズって伝説になってますわ！？【単話】（２４） (サンデーうぇぶりコミックス),24,2026-07-31
34032,熟成された彼の愛は甘くて重い(1) (ベビードールCOMICS),1,2026-07-31
34107,闇の炎に抱かれて死んだと思ったら、娘ができていました～勇者に幼馴染を取られたけど俺は幸せです～2 (ムゲンコミックス),,2026-07-31
34407,鑑定士ロイのこじらせ愛は今日も華麗に空回る 1 (B's-LOG COMICS),1,2026-07-31
36570,ひとかけらの恋 (ハーレクインコミックス),,2026-07-31
38586,週刊漫画ＴＩＭＥＳ　２０２６年８／１４号 [雑誌] (週刊漫画TIMES),,2026-07-31
40587,契約婚～目が覚めたら結婚してました～ ： 33 (ジュールコミックス),33,2026-07-31
45101,愛を盗んだ紳士 (ハーレクインコミックス),,2026-07-31
45397,スルタンと月の沙漠で (ハーレクインコミックス),,2026-07-31
45405,別居婚～大富豪との早すぎた結論～ (ハーレクインコミックス),,2026-07-31
46421,大公の傲慢すぎる求婚 (ハーレクインコミックス),,2026-07-31
46543,未熟な花嫁 (ハーレクインコミックス),,2026-07-31
46710,闇アプリ ： 1 (アクションコミックス),1,2026-07-31
51093,思い上がりも程々に。地味令嬢アメリアの幸せな婚約（2） (comic LAKE),2,2026-07-31
54603,Last Heaven 特典小冊子 (＆.Emo comics),,2026-07-31
64814,闇の炎に抱かれて死んだと思ったら、娘ができていました ~勇者に幼馴染を取られたけど俺は幸せです~ (2) (MUGENコミックス),2,2026-07-31
75552,透明男と人間女～そのうち夫婦になるふたり～ 分冊版 ： 49 (アクションコミックス),49,2026-07-31
83758,十歳の最強魔導師　第１６話　後編 (ヒーローコミックス),,2026-07-31
106039,性処理義務化世界 第10話【修正版】 性処理義務化世界【修正版】 (GEEコミックス),,2026-07-31
140139,夢なし先生の進路指導【単話】（８４） (ビッグコミックス),84,2026-07-31
171658,堕ちた聖職者は花を手折る　単話版10 (Sonyaコミックス),,2026-07-31
177800,復讐装置いかがですか？　３２ (芳文社コミックス),32,2026-07-31
—,全てのネガティブをプラスに変える夫 髭「大変な時こそ大きく変われるから」編,,2026-07-31
—,【電子版限定特典付き】魔王の俺が奴隷エルフを嫁にしたんだが、どう愛でればいい？22 (HJ文庫),,2026-07-31
—,【電子版限定特典付き】陰キャの僕に罰ゲームで告白してきたはずのギャルが、どう見ても僕にベタ惚れです14 (HJ文庫),,2026-07-31
—,【電子版限定特典付き】毒の王9 最強の力に覚醒した俺は美姫たちを従え、発情ハーレムの主となる (HJ文庫),,2026-07-31
—,魁!!男塾 COMPLETE DVD BOOK vol.4,4,2026-07-31
—,【電子版限定特典付き】悪逆のアガペイア2　～恋愛RPG最強の寝取りチャラ男に転生したけど、俺は絶対に寝取ったりしない！～ (HJ文庫),,2026-07-31
—,【電子版限定特典付き】ダンジョン配信者を救って大バズりした転生陰陽師、うっかり超級呪物を配信したら伝説になった6 (HJ文庫),,2026-07-31
—,【電子版限定特典付き】義妹なら本気になってもいいよね？2 (HJ文庫),,2026-07-31
—,【電子版限定特典付き】【やり直し】最強ダンジョン配信者！ 突然10年前の世界に戻ったので全てをやり直す！2 (HJ文庫),,2026-07-31
—,0歳から始める「お口育て」- 3歳までに決まる「一生の土台」のつくりかた-,,2026-07-31
—,マンガでわかるはじめての認知症ケアとアセスメント 臨床の現場で明日から使える！ (特典:「本書未掲載原稿」データ配信)【ナース】 【看護】,,2026-07-31
—,心の中が見える王子と心の中は真っ黒令嬢: 3【イラスト特典付】 (comic LAKE),2,2026-07-31
—,没落令嬢、実は最強の男装ハッカーでした～冷徹社長を口説いたら溺愛ルート突入!?～ 1 (漫画パンゲア),1,2026-07-31
—,没落令嬢、実は最強の男装ハッカーでした～冷徹社長を口説いたら溺愛ルート突入!?～ 3 (漫画パンゲア),3,2026-07-31
—,没落令嬢、実は最強の男装ハッカーでした～冷徹社長を口説いたら溺愛ルート突入!?～ 2 (漫画パンゲア),2,2026-07-31
