順位,タイトル,巻数,発売日
14,ブルーロック（４０） (週刊少年マガジンコミックス),40,2026-08-17
67,生徒会にも穴はある！（１３） (週刊少年マガジンコミックス),13,2026-08-17
138,のみじょし（１５）【特典ペーパー付き】 (バンブーコミックス 4コマセレクション),15,2026-08-17
294,彼女、お借りします（４７） (週刊少年マガジンコミックス),47,2026-08-17
544,灰仭巫覡（９） (週刊少年マガジンコミックス),9,2026-08-17
688,屋根の下のアルテミス（５） (マガジンポケットコミックス),5,2026-08-17
716,黒月のイェルクナハト（５） (週刊少年マガジンコミックス),5,2026-08-17
788,うめともものふつうの暮らし (12) (バンブーコミックス),12,2026-08-17
888,黒岩メダカに私の可愛いが通じない（２５） (週刊少年マガジンコミックス),25,2026-08-17
1256,Ｑ．Ｅ．Ｄ．ＵＮＩＶ．　－証明終了－（４） (月刊少年マガジンコミックス),4,2026-08-17
1298,サンダー３（１０） (月刊少年マガジンコミックス),10,2026-08-17
1466,カナン様はあくまでチョロい（１４） (週刊少年マガジンコミックス),14,2026-08-17
1707,redEyes(28) (KCデラックス),28,2026-08-17
1976,いつか死ぬなら絵を売ってから　9 (ボニータ・コミックス),9,2026-08-17
2273,9番目のムサシ ゴースト アンド グレイ 22 (22) (ボニータコミックス),22,2026-08-17
2302,ドリーム☆ジャンボ☆ガール（６） (週刊少年マガジンコミックス),6,2026-08-17
2394,身代わり令嬢を救ったのは冷酷無慈悲な氷の王子の愛でした【単行本版／特典まんが付き】４ 身代わり令嬢を救ったのは冷酷無慈悲な氷の王子の愛でした【単行本版】 (comic スピラ),,2026-08-17
2589,ブルーロック(40)映画キャスト撮り下ろしクリアファイル8枚付き特装版 (講談社キャラクターズA),40,2026-08-17
6193,「触れたい」は恋の始まり (3) (バンブーコミックス),3,2026-08-17
7617,ロストバージン in the bed (1) (バンブーコミックス Qpaコレクション),1,2026-08-17
7873,スルガメテオ（７） (週刊少年マガジンコミックス),7,2026-08-17
10361,ねこまた印の染物屋さん (2) (バンブーコミックス),2,2026-08-17
10930,花凛さん、つじつまが合いません！ ： 8 (ジュールコミックス),8,2026-08-17
12005,よそじとふたごのメシ事情 (3) (バンブーコミックス),3,2026-08-17
15129,イレギュラーズ（２１） (週刊少年マガジンコミックス),21,2026-08-17
15202,ゼロとヒャク(3) (少年マガジンKC),3,2026-08-17
17803,愛されない令嬢だったはずが、気づいたら訳あり貴公子に溺愛されています！アンソロジーコミック (comic スピラ),,2026-08-17
18904,グッドナイト、アイラブユー　4 (ボニータ・コミックス),4,2026-08-17
20190,白き乙女の人狼（ウェアウルフ）(6) (バンブーコミックス),6,2026-08-17
21882,大谷博子 風のペンション傑作選 家族の宝物 (ジュールコミックス),,2026-08-17
22823,片恋結婚(7)～年上の旦那様は不器用な愛妻家～ (ぶんか社コミックス S*girl Selection),7,2026-08-17
28193,さいはての塔、いやはての少女たち (1) (バンブーコミックス),1,2026-08-17
31024,裏東京のオソロシドコロ(2) (少年マガジンKC),2,2026-08-17
34953,ズルくて甘くて愛おしい 2 (2) (MIU恋愛MAXコミックス),2,2026-08-17
36300,月見野カルマはあくまで僕のペットなのに (1) (バンブーコミックス),1,2026-08-17
36595,一緒にはじめて、したい。初エッチBL コミックアンソロジー (フルールコミックス),,2026-08-17
37007,4人のママのせいで俺のラブコメがママならない (2) (バンブーコミックス),2,2026-08-17
38615,腹ペコ悪魔とおうちごはん (3) (バンブーコミックス),3,2026-08-17
40760,３次元お断りな私の契約結婚(2) (ジュールコミックス),2,2026-08-17
41621,わがままおっぱいのモンスター娘に恋しちゃうアンソロジーコミック (バンブーコミックス),,2026-08-17
71934,転生した三毛猫は王子と玉座の夢を見る　2 (プリンセス・コミックス),2,2026-08-17
84717,シオミくんの給湯室ごはん 3 (3) (ボニータコミックス),3,2026-08-17
90184,ゆるふわ男子、拾いました。 ： 2 (ジュールコミックス),2,2026-08-17
115990,花凛さん、つじつまが合いません！ 分冊版 ： 29 (ジュールコミックス),29,2026-08-17
221991,元公爵令嬢フェリシアは前を向く 婚約者がお姉様に恋してしまったので、500年後の世界で幸せになります 連載版：7 (ブシロードコミックス),,2026-08-17
223785,君を食べたい　26 (MIU 恋愛MAX COMICS),26,2026-08-17
257029,異世界行ったら神器の杖がいい感じの太さだったので挿入してみた　22 (MIU 恋愛MAX COMICS),22,2026-08-17
257030,Ω令嬢、情欲の檻(おり)～大正絢爛(けんらん)オメガバース～　70 (MIU 恋愛MAX COMICS),70,2026-08-17
—,ＴＨＥ　ＢＡＮＤ（５） (月マガ基地),5,2026-08-17
—,真夜中ハートチューン（１４） (週刊少年マガジンコミックス),,2026-08-17
—,政略結婚の夫に「愛さなくて結構です」と宣言したら溺愛が始まりました　３ (ＦＬＯＳ　ＣＯＭＩＣ),3,2026-08-17
—,訳あり伯爵様と契約結婚したら、義娘（六歳）の契約母になってしまいました。（4） (ＦＬＯＳ　ＣＯＭＩＣ),4,2026-08-17
—,お飾り王妃になったので、こっそり働きに出ることにしました　～うさぎがいるので独り寝も寂しくありません！～７ (ＦＬＯＳ　ＣＯＭＩＣ),,2026-08-17
—,皇帝の薬膳妃８ (ＦＬＯＳ　ＣＯＭＩＣ),,2026-08-17
—,美味い話にゃ肴あり(15) (ぶんか社コミックス),,2026-08-17
—,ツンデレなわたくしが可愛いなんて正気ですか？　4 (ＦＬＯＳ　ＣＯＭＩＣ),4,2026-08-17
—,動物のおしゃべり (30) (バンブーコミックス),,2026-08-17
—,奪われ聖女と呪われ騎士団の聖域引き篭もりスローライフ　5 (ＦＬＯＳ　ＣＯＭＩＣ),,2026-08-17
—,今日もアゲてこ!ギャルせなちゃん,,2026-08-17
—,卒業アルバムの彼女たち（５） (月刊少年マガジンコミックス),,2026-08-17
—,政略結婚したはずの元恋人（現上司）に復縁を迫られています２【電子限定特典付き】 (ＦＬＯＳ　ＣＯＭＩＣ),,2026-08-17
—,30まで独りだったら一緒に暮らそうって言ったよね？ (1) (バンブーコミックス),,2026-08-17
—,蒼く染めろ（２１） (コミックブルコミックス),,2026-08-17
—,辺境警備 前史 ~銀のイリュージオ~ 3 (3) (ボニータコミックス),,2026-08-17
—,失恋メイドは美形軍人に溺愛される (4)　～実は最強魔術の使い手でした～ (ＦＬＯＳ　ＣＯＭＩＣ),,2026-08-17
—,訳あり幼女、転生したことに気づいたのは、修羅場に遭遇した時。【単行本版】４ (comic スピラ),,2026-08-17
—,プライベート・ドクター Season12 (MIU恋愛MAXコミックス),,2026-08-17
—,猫かぶりのお姫様　３ (ＦＬＯＳ　ＣＯＭＩＣ),3,2026-08-17
—,りりむホリック(1) (少年マガジンKC),,2026-08-17
—,氷の侯爵令嬢は、魔狼騎士に甘やかに溶かされる2 (フロース コミック),,2026-08-17
—,悪役令嬢なのに溺愛えっちルートなんて聞いてないっ【電子単行本】　4 (MIU 恋愛MAX COMICS),,2026-08-17
—,仁藤と田塚の日常 Re 1 (フルールコミックス),,2026-08-17
—,週刊ビッグコミックスピリッツ 2026年38号【デジタル版限定グラビア増量｢中村舞（STU48）】（2026年8月17日発売号） [雑誌],2,2026-08-17
