順位,タイトル,巻数,発売日
231,魔法医レクスの変態カルテ　5巻 (バンチコミックス),5,2026-07-09
311,デキる猫は今日も憂鬱（１３） (シリウスコミックス),13,2026-07-09
323,数字であそぼ。（１６） (フラワーコミックスα),16,2026-07-09
325,王子様の友達　５ (ドラゴンコミックスエイジ),5,2026-07-09
377,魔のものたちは企てる　４ (ドラゴンコミックスエイジ),4,2026-07-09
400,老後に備えて異世界で８万枚の金貨を貯めます（１５）　【電子限定描きおろしペーパー付き】 (シリウスコミックス),15,2026-07-09
439,リィンカーネーションの花弁 24巻 (ブレイドコミックス),24,2026-07-09
641,働かないふたり　38巻 (バンチコミックス),38,2026-07-09
741,２９歳独身中堅冒険者の日常（２２） (週刊少年マガジンコミックス),22,2026-07-09
787,くらいあの子としたいこと　8 (ドラゴンコミックスエイジ),8,2026-07-09
903,軍靴のバルツァー（２１） (週刊少年マガジンコミックス),21,2026-07-09
928,辺境の薬師、都でＳランク冒険者となる～英雄村の少年がチート薬で無自覚無双～（１３） (マガジンポケットコミックス),13,2026-07-09
952,ポーション頼みで生き延びます！　続（５） (シリウスコミックス),5,2026-07-09
996,最弱貴族に転生したので悪役たちを集めてみた（５） (シリウスコミックス),5,2026-07-09
1023,ブーツレグ（７） (シリウスコミックス),7,2026-07-09
1086,味方が弱すぎて補助魔法に徹していた宮廷魔法師、追放されて最強を目指す（２０） (マガジンポケットコミックス),20,2026-07-09
1184,劣等人の魔剣使い　スキルボードを駆使して最強に至る（７） (マガジンポケットコミックス),7,2026-07-09
1192,田んぼで拾った女騎士、田舎で俺の嫁だと思われている（８） (マガジンポケットコミックス),8,2026-07-09
1197,「子供を殺してください」という親たち　19巻 (バンチコミックス),19,2026-07-09
1222,35歳独身山田、異世界村に理想のセカンドハウスを作りたい　～異世界と現実のいいとこどりライフ～　LIFE.02【電子特典付き】 (ドラゴンコミックスエイジ),,2026-07-09
1264,つよがりオメガは僕らの番 (6) (ビーボーイオメガバースコミックス),6,2026-07-09
1272,王子様の友達　５　イラスト集付き特装版 王子様の友達【特装版】 (ドラゴンコミックスエイジ),,2026-07-09
1464,今日から始める幼なじみ　17巻 (バンチコミックス),17,2026-07-09
1509,クラスメイトの元アイドルが、とにかく挙動不審なんです。 6 (ドラゴンコミックスエイジ),6,2026-07-09
1546,黒猫と魔女の教室（１５） (マガジンポケットコミックス),15,2026-07-09
1553,１００万の命の上に俺は立っている（２４） (週刊少年マガジンコミックス),24,2026-07-09
1571,週末やらかし飯（７） (コミックＤＡＹＳコミックス),7,2026-07-09
1602,ボクの理想の異世界生活　転生したらケモ耳娘だらけの世界でハーレムに3 (ドラゴンコミックスエイジ),,2026-07-09
1641,だらしないです 堀田先生！ ： 10 (アクションコミックス),10,2026-07-09
1647,はめつのおうこく 15巻 (ブレイドコミックス),15,2026-07-09
1747,幼馴染とはラブコメにならない（２１） (マガジンポケットコミックス),21,2026-07-09
2022,結婚しましょう、恋する前に（１０） (フラワーコミックス),10,2026-07-09
2047,それでも、親を愛する子供たち　5巻 (バンチコミックス),5,2026-07-09
3092,落ちこぼれだった兄が実は最強　～史上最強の勇者は転生し、学園で無自覚に無双する～（１６） (シリウスコミックス),16,2026-07-09
3284,夜伽の双子―贄姫は二人の王子に愛される―（１２） (フラワーコミックスα),12,2026-07-09
3298,成仏させてよ！　4巻 (バンチコミックス),4,2026-07-09
3318,俺の調教スキルがなんか変 ： 3 (アクションコミックス),3,2026-07-09
3419,限界集落を脱村した錬金術士、都会で“最強”なのがバレまくる。～老害どもにはいい加減愛想が尽きました～（５） (マガジンポケットコミックス),5,2026-07-09
3509,お母さん冒険者、ログインボーナスでスキル【主婦】に目覚めました。週一貰えるチラシで冒険者生活頑張ります！（３） (マガジンポケットコミックス),3,2026-07-09
3577,私をセンターにすると誓いますか？（６） (少年マガジンエッジコミックス),6,2026-07-09
3861,最弱な僕は＜壁抜けバグ＞で成り上がる～壁をすり抜けたら、初回クリア報酬を無限回収できました！～（１２） (マガジンポケットコミックス),12,2026-07-09
4002,愛妻の裏アカ（８） (マガジンポケットコミックス),8,2026-07-09
4015,ムシバミヒメ　5巻 (バンチコミックス),5,2026-07-09
4058,異世界帰りの剣聖は、自分の実力に気がつかない　～ＳＳＳランクの隠しクエストを受けて帰ってきたらレベル１のＦ級探索者になったけど、異世界で鍛え上げた剣術が強すぎて王女やＳ級英雄たちが俺を放ってくれません～（２） (シリウスコミックス),2,2026-07-09
4256,「ククク……。奴は四天王の中でも最弱」と解雇された俺、なぜか勇者と聖女の師匠になる（１２） (水曜日のシリウスコミックス),12,2026-07-09
5078,異世界から来た君と共に過ごす日常 2 (ドラゴンコミックスエイジ),2,2026-07-09
5357,緋のつがい (5) (フラワーコミックスα),5,2026-07-09
5430,麻雀放浪記　激闘篇 ： 12 (アクションコミックス),12,2026-07-09
5599,ハンドレッドノート-アグリーダック-(2) (KCデラックス),2,2026-07-09
5700,ハードワーカー中田（７） (マガジンポケットコミックス),7,2026-07-09
5701,モブだけど最強を目指します！　～ゲーム世界に転生した俺は自由に強さを追い求める～　３ (ドラゴンコミックスエイジ),3,2026-07-09
9764,三国志凶漢伝　暴喰の董卓　2巻 (バンチコミックス),2,2026-07-09
10168,転生したらウイニングイレブンだった件 (シリウスKC),,2026-07-09
10863,この極道調教中につき（１１） (フラワーコミックスα),11,2026-07-09
11143,ゴミ以下だと追放された使用人、実は前世賢者です　～史上最強の賢者、世界最高峰の学園に通う～（５） (シリウスコミックス),5,2026-07-09
12976,嫁入りのススメ　8　大正御曹司の強引な求婚 (donna COMICS(ドンナ・コミックス)),,2026-07-09
13188,「ククク……。奴は四天王の中でも最弱」と解雇された俺、なぜか勇者と聖女の師匠になる(12) (シリウスKC),12,2026-07-09
13319,俺の担当は怪物 1 (ドラゴンコミックスエイジ),1,2026-07-09
14567,うちの清楚系委員長がかつて中二病アイドルだったことを俺だけが知っている。（３） (シリウスコミックス),3,2026-07-09
14990,鳴るさんだぁ（３） (マガジンポケットコミックス),3,2026-07-09
15368,ペンの夢に紅をさす（２） (マガジンポケットコミックス),2,2026-07-09
16286,鳴るさんだぁ（４） (マガジンポケットコミックス),4,2026-07-09
16423,ポンコツ勇者パーティー、竜をひろう　２ (ドラゴンコミックスエイジ),2,2026-07-09
16839,釣り竿ひとつで異世界放浪　1巻 (バンチコミックス),1,2026-07-09
18987,せいぶつ部の田辺くん（３） (マガジンポケットコミックス),3,2026-07-09
20070,貴女にかまう暇はないと言われた侯爵令嬢の幸せすぎる末路【第１０話】 貴女にかまう暇はないと言われた侯爵令嬢の幸せすぎる末路【単話】 (ピュールコミックスピュア),,2026-07-09
20777,100億婚 (2) (フラワーコミックスα),2,2026-07-09
22198,白竜HADOU (49) (ニチブンコミックス),49,2026-07-09
26543,黒魔女さんが通る!!(1) (シリウスKC),1,2026-07-09
27462,ダンジョン攻略のためなら、ラブコメしなくちゃダメですか？ VOL.2 (ドラゴンコミックスエイジ),2,2026-07-09
29923,皇弟殿下の薬湯妃~初恋の人との駆け落ち先は後宮でした~ (2) (フラワーコミックスα),2,2026-07-09
30309,素直じゃないのはハートのせい (3) (フラワーコミックスα),3,2026-07-09
30449,出来損ないのラブソング Riff (KiR comics),,2026-07-09
32405,大盛り！成り上がり飯　2巻（完） (バンチコミックス),2,2026-07-09
33487,冷酷参謀の夫婦円満計画※なお、遂行まで十年【第１６話】 冷酷参謀の夫婦円満計画※なお、遂行まで十年【単話】 (ピュールコミックスピュア),,2026-07-09
36007,ロブレイブ（２） (マガジンポケットコミックス),2,2026-07-09
37393,ぷち本当にあった愉快な話 最恐!! 心霊被験SP (バンブーコミックス),,2026-07-09
39058,魔女屋敷のメイドさん（4） (コンパスコミックス),4,2026-07-09
41499,後宮の男装妃 〜謎解き娘は皇帝のお気に入り〜(2) (アクションコミックス),2,2026-07-09
43244,花嫁は白い秘密を宿す (ハーレクインコミックス・キララ),,2026-07-09
46872,そして刹那は繰り返す(1) (KCデラックス),1,2026-07-09
48703,ブラガール　上巻 (バンチコミックス),1,2026-07-09
52768,島さん 分冊版 ： 63 (アクションコミックス),63,2026-07-09
52772,異世界帰りの元勇者 ～女神の力で持ち帰ったアイテムで現代ダンジョンをソロ攻略するはずが何故かパーティーを組んでます～　1巻 (バンチコミックス),1,2026-07-09
55469,戦士に愛を ： 61 (アクションコミックス),61,2026-07-09
59761,事故物件で猫を飼う　1 (バンチコミックス),1,2026-07-09
63342,送り屋ヴァナルガンド 3巻 (ブレイドコミックス),3,2026-07-09
64953,贄屍忌鯉 ニシキゴイ ： 3 (アクションコミックス),3,2026-07-09
66746,白雪姫の一途な恋 (ハーレクインコミックス・キララ),,2026-07-09
69386,魔導具師ダリヤはうつむかない ～Dahliya Wilts No More～【分冊版】 74巻 (ブレイドコミックス),74,2026-07-09
71230,ドレスを捨てた花嫁 (ハーレクインコミックス・キララ),,2026-07-09
72718,魔性のαとナマイキΩ-Be mine ! sideR- 18 Bemine!シリーズ (エクレアコミックプチ),,2026-07-09
78708,ファーストコール ～童貞外科医、年下ヤクザの嫁にされそうです！～ 30 (エクレアコミックプチ),30,2026-07-09
81404,送り屋ヴァナルガンド 4巻 (ブレイドコミックス),4,2026-07-09
90162,かわたれ、かたわれ　1 (バンチコミックスコラル),1,2026-07-09
220167,SNS狂の女～自己顕示欲のバケモノ～(44) (コミックなにとぞ),44,2026-07-09
—,最強で最速の無限レベルアップ（１２）　～スキル【経験値１０００倍】と【レベルフリー】でレベル上限の枷が外れた俺は無双する～ (月マガ基地),12,2026-07-09
—,竜が呼んだ娘（３） (ビブリオシリウス),3,2026-07-09
—,となりのきょうだい 理科のなぞ解き大作戦　身近な生き物編,,2026-07-09
—,となりのきょうだい 理科のなぞ解き大作戦　世界の生き物編,,2026-07-09
