順位,タイトル,巻数,発売日
1,片田舎のおっさん、剣聖になる～ただの田舎の剣術師範だったのに、大成した弟子たちが俺を放ってくれない件～　9 (ヤングチャンピオン・コミックス),9,2026-06-26
52,バスタード・ソードマン 4 (電撃コミックスNEXT),4,2026-06-26
109,ダンジョン島で宿屋をやろう！ 創造魔法を貰った俺の細腕繁盛記: 10【イラスト特典付】 (REXコミックス),,2026-06-26
149,佐々木とピーちゃん　（６）　異世界でスローライフを楽しもうとしたら、現代で異能バトルに巻き込まれた件 ～魔法少女がアップを始めたようです～ (角川コミックス・エース),6,2026-06-26
170,新米姉妹のふたりごはん12 (電撃コミックスNEXT),,2026-06-26
216,男女比1：5の世界でも普通に生きられると思った？　～激重感情な彼女たちが無自覚男子に翻弄されたら～ ４ (角川コミックス・エース),4,2026-06-26
231,片田舎のおっさん、剣聖になる外伝　竜双剣の軌跡 3巻 (デジタル版ヤングガンガンコミックス),3,2026-06-26
283,グラン＆グルメ ４　～器用貧乏な転生勇者が始める辺境スローライフ～ (電撃コミックスNEXT),4,2026-06-26
318,転生王女と天才令嬢の魔法革命 ９ (電撃コミックスNEXT),9,2026-06-26
341,機動戦士クロスボーン・ガンダム ゼーロイバー（3） (角川コミックス・エース),3,2026-06-26
359,秘密法人デスメイカー　3 (ヤングチャンピオン・コミックス),3,2026-06-26
368,自称悪役令嬢な婚約者の観察記録。【番外編４】 (レジーナCOMICS),,2026-06-26
413,クロの戦記II　異世界転移した僕が最強なのはベッドの上だけのようです （6） (角川コミックス・エース),6,2026-06-26
414,機動戦士ムーンガンダム　（１６） (角川コミックス・エース),16,2026-06-26
448,レアモンスター？それ、ただの害虫ですよ　5　～知らぬ間にダンジョン化した自宅での日常生活が配信されてバズったんですが～ (電撃コミックスNEXT),5,2026-06-26
453,ざつ旅-That's Journey- １５ (電撃コミックスNEXT),15,2026-06-26
456,悪いが私は百合じゃない（10） (電撃コミックスNEXT),10,2026-06-26
529,終末ツーリング 9 (電撃コミックスNEXT),9,2026-06-26
565,ホーリーアンデッド （３）　～非モテでぼっちの死霊術士が、聖女に転生してお友達を増やします～ (KNコミックス),3,2026-06-26
