順位,タイトル,巻数,発売日
1014,TRPGプレイヤーが異世界で最強ビルドを目指す　2　ヘンダーソン氏の福音を (電撃コミックスNEXT),,2026-08-27
1021,転生してあらゆるモノに好かれながら異世界で好きな事をして生きて行く　７ (電撃コミックスNEXT),7,2026-08-27
1078,死に戻り王女は生き延びるために百合ハーレムを作ることにした(4) (ヒーローズコミックス わいるど),4,2026-08-27
1184,Disney Twisted-Wonderland The Comic Episode of Scarabia(2) (Gファンタジーコミックス),2,2026-08-27
1361,【ダンジョン】人助けしたら、知らんとこでバズってた件【実況】　4 (ヤングチャンピオン・コミックス),4,2026-08-27
1455,おちこぼれフルーツタルト　９巻 (まんがタイムＫＲコミックス),9,2026-08-27
1615,【電子版】月刊コミックアライブ 2026年10月号 [雑誌],,2026-08-27
1860,きみは終末（2） (電撃コミックスNEXT),2,2026-08-27
1879,転生少女の三ツ星レシピ（２）　～崖っぷち食堂の副料理長、はじめました～ (電撃コミックスNEXT),2,2026-08-27
2110,四百四鬼 11巻 (デジタル版Gファンタジーコミックス),11,2026-08-27
2491,【電子版】月刊コミックキューン 2026年10月号 [雑誌],,2026-08-27
2523,【電子版】月刊コミック 電撃大王 2026年10月号増刊 コミック電撃だいおうじ VOL.156 [雑誌] 【電子版】コミック電撃だいおうじ,156,2026-08-27
2851,アズールレーン びそくぜんしんっ！ (6) 特装版 (REXコミックス),6,2026-08-27
3201,ぷらぷらチッケッタ 2 (電撃コミックスNEXT),2,2026-08-27
3509,転生無敗の異世界賢者～ゲームのジョブで楽しいセカンドライフ～【電子単行本】　6 (ヤングチャンピオン・コミックス),6,2026-08-27
3541,コミック乱 2026年10月号 [雑誌],,2026-08-27
3712,配信に致命的に向いていない女の子が迷宮で黙々と人助けする配信 2 (電撃コミックスNEXT),2,2026-08-27
4027,オサナナジミとカノジョと ： 4 (アクションコミックス),4,2026-08-27
4764,死にたいと言ってください ―保健所こころの支援係― ： 7 (アクションコミックス),7,2026-08-27
5148,臆病くらげと恋知らず【単行本版／電子限定描き下ろしマンガ付】 臆病くらげと恋知らず【単行本版】 (KiR comics),3,2026-08-27
5277,柴崎さんのケモノみち【単行本版／電子限定描き下ろしマンガ付】 柴崎さんのケモノみち【単行本版】 (KiR comics),3,2026-08-27
5543,俺様王太子に拾われた崖っぷち令嬢、お飾り側妃になる…はずが溺愛されてます！？　4 (プリンセス・コミックス　プチプリ),4,2026-08-27
7674,Comic REX (コミック レックス） 2026年10月号[雑誌],,2026-08-27
8022,カノジョをキャラメイク！４ (電撃コミックスNEXT),4,2026-08-27
8580,異世界ガイドマップ 1 【クチコミ】を頼りに悠々自適な異世界旅行スローライフを満喫します (電撃コミックスNEXT),,2026-08-27
9768,保健室の鍵閉めてっ　２巻 (まんがタイムＫＲコミックス),2,2026-08-27
10792,エロアシ: セラフィンコミックス,,2026-08-27
11726,最強召喚士はアラサーおっさん～カードを親に処分されたカードゲーマーの異世界無双～(2) (REXコミックス),2,2026-08-27
11796,HONKOWA霊障ファイル 『病院恐怖譚』特集 (ASスペシャル),,2026-08-27
11997,カムパネルラの塔 ４ (電撃コミックスNEXT),4,2026-08-27
13374,アズールレーン びそくぜんしんっ！ (6) (REXコミックス),6,2026-08-27
13507,接客修行!! 菩薩ちゃん ： 1 (アクションコミックス),1,2026-08-27
15321,初凪ヒメリウム　１ (まんがタイムKRコミックス),1,2026-08-27
15367,アクアプエラ-四季ノ森高校水泳部-1 (電撃コミックスNEXT),1,2026-08-27
15531,細胞神曲-Cell of Empireo.-A certain “0.5”　2 (MFコミックス　ジーンシリーズ),2,2026-08-27
15959,ゲームセンターのこころ　１巻 (まんがタイムＫＲコミックス),1,2026-08-27
19442,ぬぽぬぽしちゃおっ: セラフィンコミックス,,2026-08-27
21893,私はサキュバスじゃありません1 (電撃コミックスNEXT),1,2026-08-27
22568,フルボイス！　２巻 (まんがタイムＫＲコミックス),2,2026-08-27
23891,溺れるアイスブルー（分冊版） 【第3話】 (＆.Emo comics),,2026-08-27
24337,殿様武芸帳 一 (電撃コミックスNEXT),,2026-08-27
24371,皇帝の隠し子の令嬢は暴れん坊公爵令息の手綱を握る。 1 (1) (プリンセスコミックス),1,2026-08-27
29832,アメと傷２　引退勇者は拾われエルフと復讐の旅に出る (電撃コミックスNEXT),,2026-08-27
40574,雇われ悪役令嬢は国外追放をご所望です! 上 (上) (プリンセスコミックス),1,2026-08-27
40575,雇われ悪役令嬢は国外追放をご所望です! 下 (下) (プリンセスコミックス),3,2026-08-27
47808,デリバリードクター～元天才外科医の訪問カルテ～ ： 3 (アクションコミックス),3,2026-08-27
70178,私が女性用風俗を利用した結果。 （5） (マンガよもんが),5,2026-08-27
90222,敵国の魔導士様を即落ちさせてしまいました　～死神と呼ばれた男が絶倫童貞だった話～【第５話】 敵国の魔導士様を即落ちさせてしまいました　～死神と呼ばれた男が絶倫童貞だった話～【単話】 (ピュールコミックス),,2026-08-27
—,カラオケで歌うおねえさんといっしょ　3 (MFC　キューンシリーズ),3,2026-08-27
—,悪役令嬢覇王伝　転生したら身長245cm体重210kgの恵体でした。だから無双します　1 (MFC　ジーンピクシブシリーズ),1,2026-08-27
—,保健室とふたり　1 (MFC　キューンシリーズ),1,2026-08-27
