順位,タイトル,巻数,発売日
77,リアデイルの大地にて 8 (電撃コミックスNEXT),8,2026-08-27
103,野人転生（１２） (電撃コミックスNEXT),12,2026-08-27
145,転生荷運び人の異世界攻略法【電子単行本】　5 (ヤングチャンピオン・コミックス),5,2026-08-27
199,冒険者パーティーを追放された回復士の少女を拾って育成したら、まさかの最強職業に転職!? おまけに彼女の様子が何やらおかしくて…: 5【イラスト特典付】 (REXコミックス),,2026-08-27
222,悪役令嬢の兄に転生しました【電子単行本】　9 (ヤングチャンピオン・コミックス),9,2026-08-27
264,うしろの席のぎゃるに好かれてしまった。（4）　もう俺はダメかもしれない。 (電撃コミックスNEXT),4,2026-08-27
342,ダンジョンが現れて5年、15歳でダンジョンに挑むことにした。　5 (チャンピオンREDコミックス),5,2026-08-27
344,幼なじみの高校生のあいだに肉体関係は成立するか。（５） (電撃コミックスNEXT),5,2026-08-27
378,エロティカル・ウィザードと12人の花嫁【電子単行本】　4 (ヤングチャンピオン・コミックス),4,2026-08-27
406,リアリスト魔王による聖域なき異世界改革　13 (電撃コミックスNEXT),13,2026-08-27
415,限界超えの天賦は、転生者にしか扱えない ８　‐オーバーリミット・スキルホルダー‐ (電撃コミックスNEXT),,2026-08-27
418,青春爆走！ ： 7 (アクションコミックス),7,2026-08-27
436,♀ガキとおじさん（５） (電撃コミックスNEXT),5,2026-08-27
466,夜行堂奇譚 5 (電撃コミックスNEXT),5,2026-08-27
472,ローゼンガーテン・サーガ(15) (ヒーローズコミックス わいるど),15,2026-08-27
703,悪役令嬢の父親に転生したので、妻と娘を溺愛します　3 (ヤングチャンピオン・コミックス),3,2026-08-27
776,本田鹿の子の本棚 LOVEクラフト篇 (リイドカフェコミックス),,2026-08-27
792,N 3 (電撃コミックスNEXT),3,2026-08-27
806,ＳＡＮ値直葬！闇バイト　４巻 (まんがタイムＫＲコミックス),4,2026-08-27
906,【電子版】月刊コミック 電撃大王 2026年10月号 [雑誌] 【電子版】電撃大王,,2026-08-27
