順位,タイトル,巻数,発売日
3,黄泉のツガイ 13巻 (デジタル版ガンガンコミックス),13,2026-07-10
33,ヘルモード ～やり込み好きのゲーマーは廃設定の異世界で無双する～ はじまりの召喚士　14【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-07-10
37,領民0人スタートの辺境領主様～青のディアスと蒼角の乙女～　15【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-07-10
194,MIX（２５） (ゲッサン少年サンデーコミックス),25,2026-07-10
240,転生してハイエルフになりましたが、スローライフは120年で飽きました -Highelf with a long life- (10) (アース・スターコミックス),10,2026-07-10
288,くちべた食堂　７ (ビームコミックス),7,2026-07-10
292,無自覚聖女は今日も無意識に力を垂れ流す ～公爵家の落ちこぼれ令嬢、嫁ぎ先で幸せを掴み取る～　8【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-07-10
305,最強出涸らし皇子の暗躍帝位争い　（１０） (角川コミックス・エース),10,2026-07-10
333,これ描いて死ね（１０） (ゲッサン少年サンデーコミックス),10,2026-07-10
382,転生しました、サラナ・キンジェです。ごきげんよう。　～優雅なスローライフで大忙し～４【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-07-10
413,ロードマギアの弟子（７） (サンデーうぇぶりコミックス),7,2026-07-10
487,異世界ありがとう（１０） (マンガワンコミックス),10,2026-07-10
516,転生したら序盤で死ぬ中ボスだった－ヒロイン眷属化で生き残る－ 12巻 (デジタル版ガンガンコミックスONLINE),12,2026-07-10
522,最強女師匠たちが育成方針を巡って修羅場（１２） (マンガワンコミックス),12,2026-07-10
524,転生社畜のチート菜園 ～万能スキルと便利な使い魔妖精を駆使してたら、気づけば大陸一の生産拠点ができていた～ 5 (電撃コミックスNEXT),5,2026-07-10
599,クラス最安値で売られた俺は、実は最強パラメーター （10） (角川コミックス・エース),10,2026-07-10
622,となりの席のヤツがそういう目で見てくる（６） (サンデーうぇぶりコミックス),6,2026-07-10
646,出会って5秒でバトル（３１） (裏少年サンデーコミックス),31,2026-07-10
789,全部救ってやる（８） (マンガワンコミックス),8,2026-07-10
858,まんきつしたい常連さん(5)【電子限定描きおろし漫画付き】 (角川コミックス・エース),5,2026-07-10
942,おじ転生～悪役令嬢の加齢なる生活～（５） (サンデーうぇぶりコミックス),5,2026-07-10
1112,スローループ　１１巻 (まんがタイムＫＲコミックス),11,2026-07-10
1281,史上最強オークさんの楽しい異世界ハーレムづくり（１５） (裏少年サンデーコミックス),15,2026-07-10
1618,サイコアイズ（７） (サンデーうぇぶりコミックス),7,2026-07-10
1959,鬼の花嫁　１０　特装版　小冊子付き (noicomi COMICS),,2026-07-10
2042,ベヒモスの花婿　３ (角川コミックス・エース),3,2026-07-10
2156,龍神の娘 3巻 (デジタル版ガンガンコミックス),3,2026-07-10
2433,一命様お断り (ビームコミックス),,2026-07-10
2649,英雄と賢者の転生婚～かつての好敵手と婚約して最強夫婦になりました～ 8巻 (デジタル版ガンガンコミックスONLINE),8,2026-07-10
3017,ベヒモスの花婿　３　電子限定特装版 ベヒモスの花婿電子限定特装版 (角川コミックス・エース),,2026-07-10
3412,山岸凉子トリビュート,,2026-07-10
3922,売られた辺境伯令嬢は隣国の王太子に溺愛される【コミックス版】 ： 14 (COMIC ROOM),14,2026-07-10
3977,絶対魅了で異世界攻略！～高慢女わからせハーレム計画～【電子単行本】2巻 (comipo comics),2,2026-07-10
4076,反逆のソウルイーター　-魂の捕食者と少女たち-５【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-07-10
4297,前世は保育士、今世は悪役令嬢？からの、わがまま姫様の教育係!?　（２）　姫様のお世話で手いっぱいなので、王子様との恋愛はまた今度！ (角川コミックス・エース),2,2026-07-10
