タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
私は選ばれない　【連載版】: 17 (ZERO-SUMコミックス),17,2026-08-14,4662,2231,+2431,52.1
捨てられ男爵令嬢は黒騎士様のお気に入り　連載版: 43 (ZERO-SUMコミックス),43,2026-08-14,8629,7919,+710,8.2
黒兎伯爵の溺愛求婚　【連載版】: 9 (ZERO-SUMコミックス),9,2026-08-14,15525,8331,+7194,46.3
はじめてじゃないよ？ (TENMA COMICS LO),,2026-08-14,12870,8717,+4153,32.3
梟と番様　【連載版】: 13 (ZERO-SUMコミックス),13,2026-08-14,15243,9821,+5422,35.6
公爵様、悪妻の私はもう放っておいてください　【連載版】: 16 (ZERO-SUMコミックス),16,2026-08-14,14991,11431,+3560,23.7
オーバーヒール　ヒーラーかと思ったら狂戦士だった件(5) (comipo comics),5,2026-08-14,14122,12586,+1536,10.9
デリヘル、呼んでみた。#44女子大生の妊娠 (フォーチュンコミックアダルト),,2026-08-14,21432,12616,+8816,41.1
王子様に溺愛されて困ってます～転生ヒロイン、乙女ゲーム奮闘記～　連載版: 48 (ZERO-SUMコミックス),48,2026-08-14,19501,15569,+3932,20.2
落ちこぼれ白魔導士セシルは対象外のはずでした　【連載版】: 32 (ZERO-SUMコミックス),32,2026-08-14,18457,18341,+116,0.6
チラチラ【単話】（１０６） (ビッグコミックス),106,2026-08-14,42200,19311,+22889,54.2
僕を先に番にしているなんて聞いてないっ～年上王子の僕への執着が大人げなかった件～【第8話】 (ヴィオラコミックス),1,2026-08-14,19308,21328,-2020,-10.5
ダンジョン学園の底辺に転生したけど、なぜか俺には攻略本がある コミック版（分冊版） 【第31話】 (BKコミックス),,2026-08-14,39477,21848,+17629,44.7
背徳お姉さんの誘惑に君は勝てるか？(6) (comipo comics),6,2026-08-14,26751,22764,+3987,14.9
背徳お姉さんの誘惑に君は勝てるか？(7) (comipo comics),7,2026-08-14,26752,22765,+3987,14.9
ずっと一緒にいられたら11 (コミックエッセイ),,2026-08-14,27069,22864,+4205,15.5
悪役のご令息のどうにかしたい日常　【連載版】: 67・68 (ZERO-SUMコミックス),,2026-08-14,36200,22898,+13302,36.7
メイクライ メロウライ　act.4 (KiR comics),,2026-08-14,94382,23142,+71240,75.5
メイクライ メロウライ　act.3 (KiR comics),,2026-08-14,72127,24024,+48103,66.7
邪魔者のようですが、王子の昼食は私が作るようです　【連載版】: 38 (ZERO-SUMコミックス),38,2026-08-14,24859,28447,-3588,-14.4
クロケスタ(8) (comipo comics),8,2026-08-14,41020,29100,+11920,29.1
太らせJKこはねちゃん【電子単行本】 2巻 (comipo comics),2,2026-08-14,48351,31358,+16993,35.1
爆乳エルフに搾り取られて、今日も僕は勇者になれない。(8) (comipo comics),8,2026-08-14,78178,32864,+45314,58
男をやめてみた～癌になったので女装して恋をすることにしました～76 (エンペラーズコミックス),,2026-08-14,84637,33806,+50831,60.1
ヒトけもの(17) (comipo comics),17,2026-08-14,59146,34094,+25052,42.4
エロゲ世界に転生した俺が、推しへの愛で寝取られヒロインを幸せにする。(40) (comipo comics),40,2026-08-14,60139,34218,+25921,43.1
レイチェル・ジーンは踊らない　【連載版】: 16 (ZERO-SUMコミックス),16,2026-08-14,63244,35181,+28063,44.4
絶対魅了で異世界攻略！～高慢女わからせハーレム計画～(20) (comipo comics),20,2026-08-14,113146,35735,+77411,68.4
絶対魅了で異世界攻略！～高慢女わからせハーレム計画～(21) (comipo comics),21,2026-08-14,113147,35736,+77411,68.4
お嬢様系底辺ダンジョン配信者、迷惑系をボコったらバズって伝説になってますわ！？【単話】（２５） (サンデーうぇぶりコミックス),25,2026-08-14,71789,36789,+35000,48.8
かぐや姫の孫(17) (comipo comics),17,2026-08-14,133929,37298,+96631,72.2
姫君は若き将軍に溺れる　【連載版】: 27 (ZERO-SUMコミックス),27,2026-08-14,72022,42607,+29415,40.8
廻れ猫魂カフェ(5) (comipo comics),5,2026-08-14,74630,43134,+31496,42.2
竜と歩む成り上がり冒険者道 ～用済みとしてSランクパーティから追放された回復魔術師、捨てられた先で最強の神竜を復活させてしまう～ コミック版 （分冊版） 【第40話】 (BKコミックス),1,2026-08-14,97504,47225,+50279,51.6
夢なし先生の進路指導【単話】（８５） (ビッグコミックス),85,2026-08-14,80981,52822,+28159,34.8
クラス転移に巻き込まれたコンビニ店員のおっさん、勇者には必要なかった余り物スキルを駆使して最強となるようです。 コミック版 （分冊版） 【第34話】 (BKコミックス),,2026-08-14,182623,53460,+129163,70.7
復讐装置いかがですか？　３３ (芳文社コミックス),33,2026-08-14,161948,66730,+95218,58.8
悪役令嬢に、助けてくれるヒーローなんていません 24 (インカローズコミックス),24,2026-08-14,182210,67655,+114555,62.9
セックスしなきゃ即退去！？ ゴム無しOKなシェアハウス(12) (カゲキヤコミック),12,2026-08-14,60713,72693,-11980,-19.7
爆乳エルフに搾り取られて、今日も僕は勇者になれない。(9) (comipo comics),9,2026-08-14,97411,73502,+23909,24.5
私が女性用風俗を利用した結果。（分冊版） 【第61話】 (マンガよもんが),,2026-08-14,171410,177188,-5778,-3.4
愛されない花嫁は初夜を一人で過ごす（分冊版）　第17話 (レジーナCOMICS),,2026-08-14,256477,258434,-1957,-0.8
