タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
英雄と賢者の転生婚～かつての好敵手と婚約して最強夫婦になりました～ 8巻 (デジタル版ガンガンコミックスONLINE),8,2026-07-10,2649,820,+1829,69
一命様お断り (ビームコミックス),,2026-07-10,2433,1013,+1420,58.4
サイコアイズ（７） (サンデーうぇぶりコミックス),7,2026-07-10,1618,1016,+602,37.2
龍神の娘 3巻 (デジタル版ガンガンコミックス),3,2026-07-10,2156,1176,+980,45.5
絶対魅了で異世界攻略！～高慢女わからせハーレム計画～【電子単行本】2巻 (comipo comics),2,2026-07-10,3977,1331,+2646,66.5
ベヒモスの花婿　３　電子限定特装版 ベヒモスの花婿電子限定特装版 (角川コミックス・エース),,2026-07-10,3017,1533,+1484,49.2
ベヒモスの花婿　３ (角川コミックス・エース),3,2026-07-10,2042,1627,+415,20.3
前世は保育士、今世は悪役令嬢？からの、わがまま姫様の教育係!?　（２）　姫様のお世話で手いっぱいなので、王子様との恋愛はまた今度！ (角川コミックス・エース),2,2026-07-10,4297,1694,+2603,60.6
鬼の花嫁　１０　特装版　小冊子付き (noicomi COMICS),,2026-07-10,1959,1804,+155,7.9
売られた辺境伯令嬢は隣国の王太子に溺愛される【コミックス版】 ： 14 (COMIC ROOM),14,2026-07-10,3922,1948,+1974,50.3
最弱冒険者が【完全ドロップ】で現代最強　自分だけのレアスキルとカスタムアビリティを駆使して他の誰より強くなる！ 3巻 (デジタル版ガンガンコミックスONLINE),3,2026-07-10,5475,2033,+3442,62.9
山岸凉子トリビュート,,2026-07-10,3412,2503,+909,26.6
組長娘と世話係 16 (コミックELMO),16,2026-07-10,5266,2543,+2723,51.7
コミックライドアドバンス2026年8月号(vol.71),71,2026-07-10,9099,2615,+6484,71.3
反逆のソウルイーター　-魂の捕食者と少女たち-５【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-07-10,4076,2643,+1433,35.2
コードギアス　新潔のアルマリア　（２） (角川コミックス・エース),2,2026-07-10,4737,3003,+1734,36.6
先生、僕たちは殺していません。 5巻 (デジタル版ガンガンコミックスONLINE),5,2026-07-10,5635,3082,+2553,45.3
侯爵家のいたって平和ないつもの食卓～堅物侯爵は後妻に事細かに指示をする～（コミック） 2巻 (デジタル版ガンガンコミックスONLINE),2,2026-07-10,5733,3392,+2341,40.8
異世界で愛されすぎて困ってます！異世界BLアンソロジー ： 4 (コミックマージナル),4,2026-07-10,10879,4654,+6225,57.2
悪役がいっぱい出てくるエロゲのキモデブ悪役貴族に転生した。痩せて、破滅回避し悪役達による犯罪を未然に防いでスローライフを目指す　2 (角川コミックス・エース),2,2026-07-10,10616,4777,+5839,55
あきらめ令嬢は恋心なんていらない。～裏切られたはずなのに、婚約者からの溺愛が止まりません！～ （２） (角川コミックス・エース),2,2026-07-10,5254,5194,+60,1.1
パワハラ限界勇者、魔王軍から好待遇でスカウトされる～勇者ランキング1位なのに手取りがゴミ過ぎて生活できません～＠comic（７） (マンガワンコミックス),7,2026-07-10,10628,5248,+5380,50.6
こちら、終末停滞委員会。(2) (角川コミックス・エース),2,2026-07-10,13217,5273,+7944,60.1
ただいま待機中につき (1) (マンガワンコミックス),1,2026-07-10,9874,5608,+4266,43.2
軍神と偽りの花嫁 4 (Only Lips comicsめちゃコミックオリジナル),4,2026-07-10,6915,5667,+1248,18
週刊漫画ＴＩＭＥＳ　２０２６年７／２４号 [雑誌] (週刊漫画TIMES),,2026-07-10,23877,5692,+18185,76.2
31歳地味眼鏡OLさん 6 (6巻) (YKコミックス),6,2026-07-10,7695,5914,+1781,23.1
ピとポとまちながら 1 (ビームコミックス),1,2026-07-10,9666,6130,+3536,36.6
むつ子、精をつけます! 1 (角川コミックス・エース),1,2026-07-10,20140,6246,+13894,69
まんきつしたい常連さん(5) (角川コミックス・エース),5,2026-07-10,9319,6335,+2984,32
鬼の花嫁　公式ファンブック (noicomi COMICS),,2026-07-10,8296,6384,+1912,23
四つ子ぐらし6 (角川コミックス・エース),,2026-07-10,8290,7705,+585,7.1
廃公園のホームレス聖女 2巻 (デジタル版ガンガンコミックスONLINE),2,2026-07-10,17600,7754,+9846,55.9
帰りの会をはじめます。 ～いじめ裁判開廷～ 4巻 (デジタル版ガンガンコミックスONLINE),4,2026-07-10,15537,8771,+6766,43.5
十戒 3巻 (デジタル版ガンガンコミックスONLINE),3,2026-07-10,13262,9240,+4022,30.3
腐男子召喚～異世界で神獣にハメられました～ 分冊版 ： 70 (コミックマージナル),70,2026-07-10,21452,10393,+11059,51.6
婚約破棄の次は偽装婚約。さて、その次は……。 6 (アリアンローズコミックス),6,2026-07-10,18017,10513,+7504,41.6
ふうふよきかな ～夫婦善哉～ 2巻 (ヤングキングコミックス),2,2026-07-10,13035,11875,+1160,8.9
地下アイドルを影で支える俺　３巻 (まんがタイムＫＲコミックス),3,2026-07-10,31111,12407,+18704,60.1
平成ヲタクリメンバーズ（７） (ゲッサン少年サンデーコミックス),7,2026-07-10,20243,12418,+7825,38.7
転生魔女の気ままなグルメ旅@COMIC 第2巻【電子書籍限定描き下ろしマンガ付き】 (コロナ・コミックス),2,2026-07-10,30498,12442,+18056,59.2
漫画ゴラク 2026年 7/24 号 [雑誌] (週刊漫画ゴラク),,2026-07-10,78692,12730,+65962,83.8
CLAMP PREMIUM COLLECTION ANGELIC LAYER (3),3,2026-07-10,14889,12754,+2135,14.3
異端のダークヒーラー、魔国幹部として人類を衰退に導くようです ~ただ心穏やかに利益と知識を追求したいだけなのに~ (2) (アース・スターコミックス),2,2026-07-10,32150,13299,+18851,58.6
グラビアアイドルAV転身～イメージビデオ撮影って聞いてきたのに～scene.09 (コミックダイス),,2026-07-10,14674,13720,+954,6.5
まなうらの恋人 1 (ビームコミックス),1,2026-07-10,25388,14288,+11100,43.7
今際の際のファムファタール1 (ビームコミックス),,2026-07-10,32906,14611,+18295,55.6
祖父母をたずねて家出兄弟二人旅@COMIC 第1巻 (コロナ・コミックス),1,2026-07-10,49060,15203,+33857,69
閃光フラッシュバック　分冊版（２） (ハニーミルクコミックス),2,2026-07-10,19079,15429,+3650,19.1
異世界宿屋でおもてなし　２　〜転生若女将の幸せレシピ！〜 (コミックMaomao),2,2026-07-10,14993,15893,-900,-6
ひきこもり王子の華麗なる世直し(1) (ガンガンコミックスONLINE),1,2026-07-10,31228,17112,+14116,45.2
閻魔ちゃんのリザルト (1) (サンデーうぇぶり),1,2026-07-10,33795,17415,+16380,48.5
デリヘル、呼んでみた。#40デカすぎて壊れちゃう (フォーチュンコミックアダルト),,2026-07-10,19501,17697,+1804,9.3
兎と鷹の巣 (4) (ゲッサン少年サンデーコミックススペシャル),4,2026-07-10,23469,18406,+5063,21.6
オーバーヒール　ヒーラーかと思ったら狂戦士だった件(4) (comipo comics),4,2026-07-10,34730,20045,+14685,42.3
終末パートナー 上 (ビームコミックス),1,2026-07-10,43787,20443,+23344,53.3
ダンジョン学園の底辺に転生したけど、なぜか俺には攻略本がある コミック版（分冊版） 【第30話】 (BKコミックス),,2026-07-10,82264,21637,+60627,73.7
終末パートナー 下 (ビームコミックス),3,2026-07-10,51045,23021,+28024,54.9
ご主人様とゆく異世界サバイバル！ 【単話版】(61) (コミックライド),61,2026-07-10,29276,24284,+4992,17.1
かぐや姫の孫【電子単行本】3巻 (comipo comics),3,2026-07-10,51659,25246,+26413,51.1
プラス的 異世界の過ごし方 1 (角川コミックス・エース),1,2026-07-10,87138,25869,+61269,70.3
あやし道連れ　分冊版（１３） (ハニーミルクコミックス),13,2026-07-10,28995,26397,+2598,9
暴君王の初恋 １ (Only Lips comicsめちゃコミックオリジナル),1,2026-07-10,29823,26799,+3024,10.1
明るいミライ　２巻 (まんがタイムＫＲコミックス),2,2026-07-10,70096,27420,+42676,60.9
ファントムルース～魔女が夢見た最後の楽園～(話売り)　#7 (プリンセス・コミックス),,2026-07-10,24372,28959,-4587,-18.8
転生者の私は〝推し活〟するため聖女になりました！（コミック） 2巻 (デジタル版ガンガンコミックスONLINE),2,2026-07-10,34795,29278,+5517,15.9
異世界全図-村・ダンジョン・魔王城・etc 全てマッピングする旅-(6) (comipo comics),6,2026-07-10,25710,30017,-4307,-16.8
猫と竜 スペシャルプライスパック (このマンガがすごい!comics),,2026-07-10,50546,31279,+19267,38.1
お嬢の愛は俺のもの　３ (noicomi COMICS),3,2026-07-10,40600,31875,+8725,21.5
組長娘と世話係 16 ステッカー＆ミニクリアファイルセット付限定版 (コミックELMO),,2026-07-10,35063,32755,+2308,6.6
一勝千金【単話】（７２） (裏少年サンデーコミックス),72,2026-07-10,48275,35029,+13246,27.4
煌燿国後宮譚 黒衣の守護【単話】（２７） (フラワーコミックスα),27,2026-07-10,31653,35684,-4031,-12.7
ビューティーポップ Returns【マイクロ】（１） (ちゃおコミックス),1,2026-07-10,36742,40017,-3275,-8.9
男をやめてみた～癌になったので女装して恋をすることにしました～74 (エンペラーズコミックス),,2026-07-10,169058,41754,+127304,75.3
前世は人魚姫ですが、どうしても王子の執着から逃げられません 2 (ラブキッシュコミックス),2,2026-07-10,57290,44407,+12883,22.5
背徳お姉さんの誘惑に君は勝てるか？(4) (comipo comics),4,2026-07-10,44951,44842,+109,0.2
エロゲ世界に転生した俺が、推しへの愛で寝取られヒロインを幸せにする。(39) (comipo comics),39,2026-07-10,116759,46718,+70041,60
精魂貯蔵者（リビドータンカー）～異世界の幽霊は可愛かった～(5) (comipo comics),5,2026-07-10,71891,49324,+22567,31.4
チラチラ【単話】（１０３） (ビッグコミックス),103,2026-07-10,76366,49983,+26383,34.5
背徳お姉さんの誘惑に君は勝てるか？(5) (comipo comics),5,2026-07-10,56548,52085,+4463,7.9
オレは妻のことをよく知らない【単行本版】　5 (ゼットコミックス),5,2026-07-10,46259,57740,-11481,-24.8
夢なし先生の進路指導【単話】（８２） (ビッグコミックス),82,2026-07-10,127110,58719,+68391,53.8
スカッと！芹沢くん(32) (コミックなにとぞ),32,2026-07-10,138126,59997,+78129,56.6
メイクライ メロウライ　act.2 (KiR comics),,2026-07-10,165531,62804,+102727,62.1
今まで馬鹿にされていた気弱令嬢に転生したら、とんでもない事になった話、聞く？（分冊版）第12話 (レジーナCOMICS),,2026-07-10,221702,64279,+157423,71
ヒトけもの(16) (comipo comics),16,2026-07-10,90375,68053,+22322,24.7
ずっと一緒にいられたら10 (コミックエッセイ),,2026-07-10,68376,76605,-8229,-12
君があまりにあますぎて　分冊版（１０） (ハニーミルクコミックス),10,2026-07-10,68058,80436,-12378,-18.2
メイクライ メロウライ　act.1 (KiR comics),,2026-07-10,149569,85213,+64356,43
ダブルフェイスに愛されたい　act.6 (KiR comics),,2026-07-10,174816,89383,+85433,48.9
32歳、二度目の恋に疼くカラダ floor.16《カノンミア》 (カノンミアコミックス),,2026-07-10,181382,90195,+91187,50.3
本日、貴方を愛するのをやめます　王妃と不倫した貴方が悪いのですよ？（分冊版）第10話 (レジーナCOMICS),,2026-07-10,197168,92091,+105077,53.3
