順位,タイトル,巻数,発売日
1,無職転生 ～異世界行ったら本気だす～ 25 (MFコミックス　フラッパーシリーズ),25,2026-09-18
34,フラジャイル（３２） (アフタヌーンコミックス),32,2026-09-18
68,銭（インチキ）の力で、戦国の世を駆け抜ける。 9 (FWコミックス),9,2026-09-18
95,FX戦士くるみちゃん　10 (MFコミックス　フラッパーシリーズ),10,2026-09-18
114,紛争でしたら八田まで（２０） (モーニングコミックス),20,2026-09-18
116,賭ケグルイ 22巻 (デジタル版ガンガンコミックスJOKER),22,2026-09-18
132,焼いてるふたり（２５） (モーニングコミックス),25,2026-09-18
173,【電子限定版】魔導具師ダリヤはうつむかない ～王立高等学院編～ 4 (FWコミックスオルタ),4,2026-09-18
192,千年狐　十四　～干宝「捜神記」より～ (MFコミックス　フラッパーシリーズ),,2026-09-18
233,うちのちいさな女中さん 7巻 (ゼノンコミックス),7,2026-09-18
272,トップウGP(17) (アフタヌーンKC),17,2026-09-18
285,夜鷹ふたたび（３） (モーニングコミックス),3,2026-09-18
324,劇場版　魔法少女まどか☆マギカ　〈ワルプルギスの廻天〉　１ (まんがタイムKRコミックス),1,2026-09-18
398,神さま学校の落ちこぼれ 15 (花とゆめコミックス),15,2026-09-18
430,ザ・ゲームスターズ（７） (モーニングコミックス),7,2026-09-18
569,氷属性男子とクールな同僚女子 12巻 (デジタル版ガンガンコミックスpixiv),12,2026-09-18
617,はいふり　１４ (MFコミックス　アライブシリーズ),14,2026-09-18
640,モブ子の恋 26巻【特典イラスト付き】 (ゼノンコミックス),26,2026-09-18
682,童顔な上司は好きですか？ 2巻 (デジタル版ガンガンコミックスpixiv),2,2026-09-18
736,ザ・キンクス（４） (コミックＤＡＹＳコミックス),4,2026-09-18
771,鉄錆と1000カラット4【電子特別版】 (シルフコミックス),,2026-09-18
936,吸血鬼と愉快な仲間たち 9 (花とゆめコミックススペシャル),9,2026-09-18
1088,煙たい話 8【単行本版】 煙たい話【単行本版】 (熱帯COMICS),,2026-09-18
1111,俺だけレベルアップな件外伝 01 (MFC),1,2026-09-18
1220,鈴木りつ第二短編集　垂直・宇宙・無限 鈴木りつ短編集 (青騎士コミックス),,2026-09-18
2319,ＰＯＬＥ　ＳＴＡＲ（８） (モーニングコミックス),8,2026-09-18
2514,便利屋斎藤さん、異世界に来たばかり ~便利屋斎藤さん、異世界に行く 外伝~ (MFC),,2026-09-18
2566,マザーパラサイト 18巻【特典イラスト付き】 (ゼノンコミックス),18,2026-09-18
2621,ワンダリング 1 (青騎士コミックス),1,2026-09-18
3116,推しが兄になりました 10巻 (デジタル版ガンガンコミックスpixiv),10,2026-09-18
4447,スベる天使【電子限定おまけ付き】 3 (花とゆめコミックススペシャル),3,2026-09-18
4473,おっさん異世界で最強になる 3 ~物理特化の覚醒者~ (MFC),,2026-09-18
4606,アンダー３（４） (アフタヌーンコミックス),4,2026-09-18
4638,隠れ才女は全然めげない5 ～義母と義妹に家を追い出されたので婚約破棄してもらおうと思ったら、紳士だった婚約者が激しく溺愛してくるようになりました!?～【電子特典付き】 (DREコミックスF),5,2026-09-18
5308,ハンバーガー大全 (青騎士コミックス),,2026-09-18
6105,万能女中コニー・ヴィレ【単話売】(27) (FK comics),27,2026-09-18
7349,まるごとぜんぶに恋してよ【電子限定描き下ろし漫画付き】 (ダリアコミックスe),3,2026-09-18
7602,ハッピーファミリー 復讐のレンタルお母さん 10巻 (ゼノンコミックス),10,2026-09-18
8159,溺愛シークレットラバー ： 2 (チルシェコミックス),2,2026-09-18
8629,デリヘル、呼んでみた。#48初めての乳首責め (フォーチュンコミックアダルト),,2026-09-18
9219,お飾りの皇妃？なにそれ天職です！（コミック） 3巻 (デジタル版ガンガンコミックスpixiv),3,2026-09-18
9358,ギルドの雑用係が真の黒幕でした2 ～隠れた才能で暗躍無双～【電子特典付き】 (DREコミックス),2,2026-09-18
10350,コンビニではじまる恋の話 (2) (Letter Comics),2,2026-09-18
10849,【発売記念特典銀牙伝説ぷくぷくシール付き】 高橋よしひろ 犬マンガの世界 ([バラエティ]),,2026-09-18
11552,【感謝還元！おまけマンガ付き】家性婦の犬塚さんは竿のしつけまでしてくれる ～爆乳・爆尻持ちのド変態おっとり美人～ 家性婦の成瀬さんは竿のお掃除までしてくれる (ぽろっと天狗),,2026-09-18
11713,パリに咲くエトワール(2) (アフタヌーンKC),2,2026-09-18
12228,万府先生は吸血鬼（３） (モーニングコミックス),3,2026-09-18
12844,スノードームタウン(3) (モーニング KC),3,2026-09-18
12894,竜医のルカ（７） (モーニングコミックス),7,2026-09-18
13222,勇者の旅の裏側で3 (DREコミックス),3,2026-09-18
15329,漫画ゴラク 2026年 10/2・9 号 [雑誌] (週刊漫画ゴラク),,2026-09-18
15479,サトリ令嬢の見透かせない感情【単話売】(8) (FK comics),8,2026-09-18
16683,セカンドハーフガールズ（２） (モーニングコミックス),2,2026-09-18
17415,マウスカーソルで現実を操作できるようになったので、女の子をいっぱいクリックしまーす4 (ナイトマ),4,2026-09-18
19582,本聴きのスピカ 1 (MFC),1,2026-09-18
20040,ミセス・アケチ(3) (モーニング KC),3,2026-09-18
20167,ガーデン・イン・ザ・クローゼット　１ (熱帯COMICS),1,2026-09-18
20995,完全版 飛ぶ教室 ３ (希望コミックス),3,2026-09-18
21049,愛したいのは、お前だけ～天才外科医の甘い策略～【財閥御曹司シリーズ】　３ (ベリーズコミックス),3,2026-09-18
21427,テリトリーラブ～その外科医、難攻不落につき～ 　２ (ベリーズコミックス),2,2026-09-18
22830,よあそびぐらしっ!6 (ナイトマ),6,2026-09-18
26162,焦燥アンチトラガス (1) (Blend Comics),1,2026-09-18
26229,離婚前夜～今宵、あなたを忘れます～　１ (ベリーズコミックス),1,2026-09-18
26828,追放系の悪役パーティのリーダーに転生したので、ざまぁされる前に自分を追放しました。 ~スキルを奪う『スティール』って悪役過ぎるけど強すぎる~ 1 (MFC),1,2026-09-18
27110,「寡黙な声に惚れたからには」番外編『ももとせ変わらぬ』【電子限定版】 (Charaコミックス),,2026-09-18
27434,異世界将棋無双~将棋で戦争する世界で王子に転生した僕が弱小人類を救います~(2) (モーニング KC),2,2026-09-18
27679,茉莉花ちゃんの好感度はぶっ壊れている4 (彗星社コミックス),4,2026-09-18
27926,ひねくれ公爵は呪われ乙女に口説かれる 第7話【単話版】 ひねくれ公爵は呪われ乙女に口説かれる【単話版】 (コミックライド),,2026-09-18
28019,残り物には福がある。【単話売】(36) (FK comics),36,2026-09-18
28067,SUNNYシックスティーン(3) (モーニング KC),3,2026-09-18
