タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
うめともものふつうの暮らし (12) (バンブーコミックス),12,2026-08-17,788,788,0,0
redEyes(28) (KCデラックス),28,2026-08-17,1707,1707,0,0
いつか死ぬなら絵を売ってから　9 (ボニータ・コミックス),9,2026-08-17,1976,1976,0,0
9番目のムサシ ゴースト アンド グレイ 22 (22) (ボニータコミックス),22,2026-08-17,2273,2273,0,0
ドリーム☆ジャンボ☆ガール（６） (週刊少年マガジンコミックス),6,2026-08-17,2302,2302,0,0
身代わり令嬢を救ったのは冷酷無慈悲な氷の王子の愛でした【単行本版／特典まんが付き】４ 身代わり令嬢を救ったのは冷酷無慈悲な氷の王子の愛でした【単行本版】 (comic スピラ),,2026-08-17,2394,2394,0,0
ブルーロック(40)映画キャスト撮り下ろしクリアファイル8枚付き特装版 (講談社キャラクターズA),40,2026-08-17,2589,2589,0,0
「触れたい」は恋の始まり (3) (バンブーコミックス),3,2026-08-17,6193,6193,0,0
ロストバージン in the bed (1) (バンブーコミックス Qpaコレクション),1,2026-08-17,7617,7617,0,0
スルガメテオ（７） (週刊少年マガジンコミックス),7,2026-08-17,7873,7873,0,0
花凛さん、つじつまが合いません！ ： 8 (ジュールコミックス),8,2026-08-17,10930,10930,0,0
よそじとふたごのメシ事情 (3) (バンブーコミックス),3,2026-08-17,12005,12005,0,0
白き乙女の人狼（ウェアウルフ）(6) (バンブーコミックス),6,2026-08-17,20190,20190,0,0
