順位,タイトル,巻数,発売日
117,異世界でスローライフを（願望） 11 (ガルドコミックス),11,2026-07-20
143,Sランク冒険者である俺の娘たちは重度のファザコンでした 12 (ガルドコミックス),12,2026-07-20
259,骸骨騎士様、只今異世界へお出掛け中　寄り道編 (ガルドコミックス),2,2026-07-20
818,ひとりぼっちの異世界攻略 27 (ガルドコミックス),27,2026-07-20
952,境界迷宮と異界の魔術師 16 (ガルドコミックス),16,2026-07-20
1575,サラリーマンが異世界に行ったら四天王になった話 13 (ガルドコミックス),13,2026-07-20
1761,ダンジョン・バスターズ 8　～中年男ですが庭にダンジョンが出現したので世界を救います～ (ガルドコミックス),8,2026-07-20
1813,俺にトラウマを与えた女子達がチラチラ見てくるけど、残念ですが手遅れです 7 (ガルドコミックス),7,2026-07-20
2188,宮廷魔導師、追放される 3　～無能だと追い出された最巧の魔導師は、部下を引き連れて冒険者クランを始めるようです～ (ガルドコミックス),3,2026-07-20
3011,あめとむち(6) (ヤングキングコミックス),6,2026-07-20
5595,真の実力を隠していると思われてる精霊師、実はいつもめっちゃ本気で戦ってます 2 (ガルドコミックス),2,2026-07-20
11414,反逆者として王国で処刑された隠れ最強騎士 1 (ガルドコミックス),1,2026-07-20
11684,灰の世界は神の眼で彩づく 3　～俺だけ見えるステータスで、最弱から最強へ駆け上がる～ (ガルドコミックス),3,2026-07-20
15639,死に戻りの悪役令嬢は、二度目の人生ですべてを幸せにしてみせる 1 (ガルドコミックス),1,2026-07-20
22075,懐妊初夜～一途な社長は求愛の手を緩めない～【マイクロ】（２８） (フラワーコミックス),28,2026-07-20
37078,偽装結婚したライバルにどうやら１０年前から愛されていたらしい（５） (姉フレンドコミックス),5,2026-07-20
37735,虎王の花嫁さん【マイクロ】（４１） (フラワーコミックス),41,2026-07-20
51505,推し活命な夫を捨てたい(8) (コミックなにとぞ),8,2026-07-20
60543,婚活ブラックコンシェルジュ 束 愛子～それでも結婚したいですか？～(28) (コミックなにとぞ),28,2026-07-20
109027,ある日突然、夫が愛人を連れてくるものですから… 12 (インカローズコミックス),12,2026-07-20
109498,二度目の春に恋いぶき（２） (Ｋｉｓｓコミックス),2,2026-07-20
180909,身長差35cm、野獣系幼なじみとむさぼりルームシェア room.15 後編《カノンミア》 (カノンミアコミックス),,2026-07-20
183438,身長差35cm、野獣系幼なじみとむさぼりルームシェア room.15 前編《カノンミア》 (カノンミアコミックス),,2026-07-20
228099,そんなことより猫が飼いたい～乙女ゲームの世界に転生しました～ 10 (インカローズコミックス),10,2026-07-20
—,洗脳スキルで異世界無双！？ 1　～スキルがバレたら処刑されるので健全誠実に生きようとしたら、なぜか美少女たちに愛されている件について～ (ガルドコミックス),,2026-07-20
—,名もなき魔物と二人の騎士～そして婚約者は困惑する～【マイクロ】（９） (異世界フラワーコミックス),,2026-07-20
—,戦争を止めてくる…と言ったママは誰の味方？ 美希と美久の時事考察,,2026-07-20
