順位,タイトル,巻数,発売日
467,裏切られたので、王妃付き侍女にジョブチェンジ！ 8巻 (マッグガーデンコミックスavarusシリーズ),8,2026-09-15
665,コミュ障、異世界へ行く 9巻 (LINEコミックス),9,2026-09-15
774,今日、駅で見た可愛い女の子。(7) (ポラリスCOMICS),7,2026-09-15
791,クレバテス−魔獣の王と赤子と屍の勇者−【フルカラー版】 14巻 クレバテス－魔獣の王と赤子と屍の勇者－【フルカラー版】 (LINEコミックス),14,2026-09-15
1248,２度目の人生、と思ったら、実は３度目だった。～歴史知識と内政努力で不幸な歴史の改変に挑みます～@COMIC 第4巻 (コロナ・コミックス),4,2026-09-15
1290,怠惰な悪役貴族の俺に、婚約破棄された悪役令嬢が嫁いだら最凶の夫婦になりました@COMIC 第3巻 (コロナ・コミックス),3,2026-09-15
1337,ジェヴォーダンという獣～牢獄で女をむさぼる元人間の最凶モンスターは、復讐のプリズンブレイクをくわだてる～(2) (メテオCOMICS),2,2026-09-15
1379,ダブル(6) (ヒーローズコミックス　ふらっと),6,2026-09-15
1567,クレバテス−魔獣の王と赤子と屍の勇者− 14巻 クレバテス－魔獣の王と赤子と屍の勇者－ (LINEコミックス),14,2026-09-15
1602,幼女無双～仲間に裏切られた召喚師、魔族の幼女になって【英霊召喚】で溺愛スローライフを送る～（ポルカコミックス）５,5,2026-09-15
1856,転がる姉弟(8) (ヒーローズコミックス ふらっと),8,2026-09-15
2549,姉が剣聖で妹が賢者で（ポルカコミックス）７,7,2026-09-15
2668,辺境領主の俺は悪役令嬢として追放された嫁のため、大国を滅ぼすことにした。(1) (モンスターコミックス),1,2026-09-15
2669,悪女は美しき獣の愛に咲く (3) (ポラリスCOMICS),3,2026-09-15
2925,転生貴族の異世界冒険録～カインのやりすぎギルド日記～（ポルカコミックス）１１,11,2026-09-15
4801,リストルージュ　5 (ボニータ・コミックス),5,2026-09-15
6718,飯バフ食堂、盛況なり～「おっさんは邪魔だ！」と追放された付与術師、特技を生かして田舎で食堂を開くも英雄御用達となる～@COMIC 第2巻 (コロナ・コミックス),2,2026-09-15
