順位,タイトル,巻数,発売日
6,あなたのお城の小人さん ~御飯下さい、働きますっ~(コミック)(5) (ガンガンコミックスUP!),5,2026-09-07
25,勇者パーティーを追放されたビーストテイマー、最強種の猫耳少女と出会う(12) (ガンガンコミックスUP!),12,2026-09-07
29,異世界転生で賢者になって冒険者生活 ~【魔法改良】で異世界最強~(12) (ガンガンコミックスUP!),12,2026-09-07
257,二度転生した少年はＳランク冒険者として平穏に過ごす　～前世が賢者で英雄だったボクは来世では地味に生きる～ 11巻 (デジタル版ガンガンコミックスＵＰ！),11,2026-09-07
297,モンスターがあふれる世界になったので、好きに生きたいと思います(15) (ガンガンコミックスUP!),15,2026-09-07
327,エリスの聖杯(15) (ガンガンコミックスUP!),15,2026-09-07
439,最強の魔導士。ひざに矢をうけてしまったので田舎の衛兵になる(12) (ガンガンコミックスUP!),12,2026-09-07
455,左遷された最強賢者、教師になって無敵のクラスを作り上げる(11) (ガンガンコミックスUP!),11,2026-09-07
538,大家さんは思春期！　２１ (まんがタイムコミックス),21,2026-09-07
678,あなたのお城の小人さん ~御飯下さい、働きますっ~(コミック)(5)特装版 小冊子付き (SEコミックスプレミアム),5,2026-09-07
717,クラス召喚に巻き込まれた教師、外れスキルで機械少女を修理する (9) (バンブーコミックス 異世界BC),9,2026-09-07
837,大悪党少年 5巻 (デジタル版ガンガンコミックスＵＰ！),5,2026-09-07
894,リピート・ヴァイス～悪役貴族は死にたくないので四天王になるのをやめました～ 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-09-07
1259,異世界で孤児院を開いたけど、なぜか誰一人巣立とうとしない件 (12) (バンブーコミックス 異世界BC),12,2026-09-07
1462,だから私は海を打つ,,2026-09-07
1821,要らない悪役令嬢、我が国で引き取りますわ 優秀なご令嬢方を追放だなんて愚かな真似、国を滅ぼしましてよ? (5) (バンブーコミックス 異世界BC),5,2026-09-07
1873,異世界で鍛冶神の力を得た俺、女神とスローライフはじめました。(2) (ガンガンコミックスUP!),2,2026-09-07
3408,魔剣の弟子は無能で最強!~英雄流の修行で万能になれたので、最強を目指します~(コミック)(10)(完) (ガンガンコミックスUP!),10,2026-09-07
3492,とりまとります（２） (アフタヌーンコミックス),2,2026-09-07
6802,転生幼女は愛猫とのんびり旅をする (2) (バンブーコミックス 異世界BC),2,2026-09-07
7071,傭兵団の料理番 (5) (カドコミ),5,2026-09-07
8678,シャンバラッド（４） (アフタヌーンコミックス),4,2026-09-07
12651,しもべの王子様 2 (ジェラートコミックス),2,2026-09-07
12794,放課後異世界ふたり旅　～いらない勇者ひきとります～（３） (アフタヌーンコミックス),3,2026-09-07
13719,はなまるゲーセン飯！！　３巻 (まんがタイムコミックス),3,2026-09-07
13961,呂色麗の冥婚論 2巻【特典イラスト付き】 (ゼノンコミックス),2,2026-09-07
14028,転生少女は救世を望まれる 平穏を目指した私は世界の重要人物だったようです【特典付き】 (3) (バンブーコミックス 異世界BC),3,2026-09-07
15219,沖浪荘２０２号の漫研部　３ (まんがタイムコミックス),3,2026-09-07
16226,落ちこぼれ転移者、全てを奪うハッキングスキルで最強に成り上がる　～最強ステータスも最強スキルも、触れただけで俺のものです～ 4巻 (ゼノンコミックス),4,2026-09-07
17656,娘に断罪される悪役公爵に転生してました 悪役ムーブをやめたのになぜか娘が『氷の令嬢』化する件 01 (カドコミ),1,2026-09-07
17702,奇世界トラバース～救助屋ユーリの迷界手帳～ 上巻 (デジタル版ガンガンコミックスＵＰ！),1,2026-09-07
19908,雀蜂 2 (2巻) (YKコミックス),2,2026-09-07
19944,演技の裏側、お見せします。下 (from RED COMICS 099),3,2026-09-07
21122,奇世界トラバース～救助屋ユーリの迷界手帳～ 下巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-09-07
23506,百合のはじまりは奴隷から 3 (カドコミ),3,2026-09-07
24188,四季姫、始めました~召喚された世界で春を司るお仕事します~(4)(完) (ガンガンコミックスUP!),4,2026-09-07
28753,一角獣の枕(1) (ガンガンコミックスUP!),1,2026-09-07
29141,契約から始めるボーイ・ミーツ・ガール　親方、空からダークエルフの女の子が！ (2) (バンブーコミックス 異世界BC),2,2026-09-07
29264,どちらかの家庭が崩壊する漫画(14) (コミックエッセイ),14,2026-09-07
30028,魔力ゼロの令嬢は稀代の天才魔術師様に溺愛される(1) (ガンガンコミックスUP!),1,2026-09-07
31543,オフィスにラブコメはいりません！　１巻 (まんがタイムコミックス),1,2026-09-07
41521,大好きな君へ願うこと (ジェラートコミックス),,2026-09-07
58305,僕だけが知ってるんだぜ　分冊版（２１） (アフタヌーンコミックス),21,2026-09-07
—,オタ婚のススメ！　5 (カドコミ),5,2026-09-07
—,週刊ビッグコミックスピリッツ 2026年41号【デジタル版限定グラビア増量｢林ゆめ」】（2026年9月7日発売号） [雑誌],,2026-09-07
—,猫に白鳥、蛍に小判（2） (カドコミ),2,2026-09-07
—,演技の裏側、お見せします。【単行本版】上 (from RED),1,2026-09-07
—,夫がクズだと気付いた話 サレ妻アイオリジナル漫画,,2026-09-07
—,お金を搾取する義母に徹底反撃 りたいちごオリジナル漫画,,2026-09-07
—,見栄を張る同級生の転落人生 りたいちごオリジナル漫画,,2026-09-07
—,妊婦を貶す義家族のせいで りたいちごオリジナル漫画,,2026-09-07
