順位,タイトル,巻数,発売日
81,あくまでクジャクの話です。(8) (モーニングKC),8,2026-08-10
84,雷雷雷 (7) (裏少年サンデーコミックス),7,2026-08-10
87,裏バイト:逃亡禁止 (19) (裏少年サンデーコミックス),19,2026-08-10
126,信長協奏曲 (23) (ゲッサン少年サンデーコミックス),23,2026-08-10
139,アオイホノオ (33) (ゲッサン少年サンデーコミックススペシャル),33,2026-08-10
218,この世界は不完全すぎる(18) (モーニングKC),18,2026-08-10
224,転生賢者の異世界ライフ～第二の職業を得て、世界最強になりました～ 33巻 (デジタル版ガンガンコミックスＵＰ！),33,2026-08-10
240,月刊少女野崎くん(18)特装版 セレクト小冊子「堀と鹿島編」付き (SEコミックスプレミアム),18,2026-08-10
391,ソアラと魔物の家 (7) (サンデーうぇぶり),7,2026-08-10
427,スライム倒して300年、知らないうちにレベルMAXになってました 18巻 (デジタル版ガンガンコミックスONLINE),18,2026-08-10
466,うしろの正面 カムイさん (13) (裏少年サンデーコミックス),13,2026-08-10
518,創造錬金術師は自由を謳歌する 故郷を追放されたら、魔王のお膝元で超絶効果のマジックアイテム作り放題になりました (7) (角川コミックス・エース),7,2026-08-10
523,ドラゴン養ってください (6) (裏少年サンデーコミックス),6,2026-08-10
634,負けヒロインが多すぎる!@comic (6) (マンガワンコミックス),6,2026-08-10
817,水魔法ぐらいしか取り柄がないけど現代知識があれば充分だよね? 3 (電撃コミックスNEXT),3,2026-08-10
908,ギャル神官はリザレがダルい (2) (サンデーうぇぶり),2,2026-08-10
964,はじめてのセフレ (3) (ビッグコミックス),3,2026-08-10
1051,異世界辺境メシ(6) (モーニングKC),6,2026-08-10
1095,風の槍 (9) (裏少年サンデーコミックス),9,2026-08-10
1105,ジャイアントお嬢様 (12) (サンデーうぇぶり),12,2026-08-10
1192,へんなものみっけ! (13) (ビッグコミックス),13,2026-08-10
1557,厭談夜話 (10) (サンデーうぇぶり),10,2026-08-10
1821,CHANGE THE WORLD (5) (マンガワンコミックス),5,2026-08-10
1928,薩摩転生～世に万葉の丸十字が咲くなり～（６） (サンデーうぇぶりコミックス),6,2026-08-10
1975,おんなのこのけんをてにいれた３ (電撃コミックスNEXT),,2026-08-10
2392,かわいいのは俺である（４） (コミックＤＡＹＳコミックス),4,2026-08-10
2651,十勝ひとりぼっち農園 (20) (少年サンデーコミックススペシャル),20,2026-08-10
3322,アサシン＆シンデレラ 6巻通常版 (デジタル版ガンガンコミックスONLINE),6,2026-08-10
3431,余命わずかだからと追放された聖女ですが、巡礼の旅に出たら超健康になりました 3巻 (デジタル版ガンガンコミックスONLINE),3,2026-08-10
3624,ダッフルコートアーミー 3 (角川コミックス・エース),3,2026-08-10
3725,ナイナイ尽くしの異世界転生３ (ポルカコミックス),,2026-08-10
4528,月はヒツジを数えない 3 (角川コミックス・エース),3,2026-08-10
5064,クールな女神様と一緒に住んだら、甘やかしすぎてポンコツにしてしまった件について 6巻 (デジタル版ガンガンコミックスONLINE),6,2026-08-10
5183,極北のゲロイ: 8月17日の開戦 (2) (ゲッサン少年サンデーコミックススペシャル),2,2026-08-10
5191,アキナちゃん神がかる (6) (ゲッサン少年サンデーコミックススペシャル),6,2026-08-10
5713,ニュートーキョーカモフラージュアワー 14 (14巻) (YKコミックス),14,2026-08-10
5758,文ゆかば (2) (ビッグコミックス),2,2026-08-10
6814,ゆーぱぱの子育てそんなことある!?図鑑,,2026-08-10
6968,賭けからはじまる最後の初恋 ２ (コミックELMO),2,2026-08-10
7049,お人好し冒険者、転生少女を拾いました（コミック） 4巻 (デジタル版ガンガンコミックスONLINE),4,2026-08-10
7116,アサシン&シンデレラ(6)特装版 小冊子付き (SEコミックスプレミアム),6,2026-08-10
7224,龍の贄嫁~虐げられた少女は運命の番として愛される~(2) (ガンガンコミックスONLINE),2,2026-08-10
8081,いじめの仕返しは先生にお任せ 4巻 (デジタル版ガンガンコミックスONLINE),4,2026-08-10
10295,鬼上司のヤキモチが可愛すぎます！！　１１ (donna COMICS(ドンナ・コミックス)),11,2026-08-10
12412,顔だけ良いクラスメイトが、やたらとグイグイ来る百合の話。３ (角川コミックス・エース),,2026-08-10
12725,純情エッチング　４巻 (まんがタイムＫＲコミックス),4,2026-08-10
13109,戦車の飼い方(2) (角川コミックス・エース),2,2026-08-10
14112,マギアレコード　魔法少女まどか☆マギカ外伝　１３巻 (まんがタイムＫＲコミックス),13,2026-08-10
