順位,タイトル,巻数,発売日
14378,恋喰少女 (6) (サンデーうぇぶり),6,2026-08-10
15375,【電子版】月刊コミックビーム　2026年9月号 [雑誌],,2026-08-10
15513,CLAMP PREMIUM COLLECTION ANGELIC LAYER (4),4,2026-08-10
15629,てんこ盛り！かりあげクン 真夏はかりあげ八十八夜 (アクションコミックス),,2026-08-10
15670,貧乏令嬢は呪いの伯爵と結婚したい 1巻 (デジタル版ガンガンコミックスONLINE),1,2026-08-10
15727,無職の私と天然ハーブ王子の魔女レシピ 2巻 (デジタル版ガンガンコミックスONLINE),2,2026-08-10
16673,極剣のスラッシュ ~初級スキル極めたら、いつの間にか迷宮都市最強になってたんだが~ 2 (角川コミックス・エース),2,2026-08-10
16702,あもうときじま (3) (サンデーうぇぶり),3,2026-08-10
17210,36-サンジュウロク- (4) (ビッグコミックス),4,2026-08-10
17662,社畜おじさん触手を買う ： 2 【番外編収録】【特典付き】 (コミックマージナル),,2026-08-10
19591,天才美少女三姉妹は居候にだけちょろ可愛い。(1) (角川コミックス・エース),1,2026-08-10
21083,不死たる異端者と災いの竜姫 1 (角川コミックス・エース),1,2026-08-10
21280,旗本改革男 ~令和のサラリーマン、お江戸に転生してべらぼう世直し~ 1 (角川コミックス・エース),1,2026-08-10
21651,闇落ち令嬢は魔王の娘アリスに転生したので王都で暗躍することにしました(1) (ガンガンコミックスONLINE),1,2026-08-10
21723,高嶺の上司を抱いてしまった部下の話 (KITORA),1,2026-08-10
21907,藤堂さんと仁愛ちゃん 1巻 (デジタル版ガンガンコミックスONLINE),1,2026-08-10
22216,まんペン（２） (コミックＤＡＹＳコミックス),2,2026-08-10
22348,貴族の三男、でくの坊から最強魔術士へ。パラメーターを調節して、すべての魔術を魔改造! 1 ~気ままに遊んでいるだけなのに、何故か評価が上がっていく件について~ (角川コミックス・エース),1,2026-08-10
24700,羅城恋月夜 分冊版 ： 15 (コミックマージナル),15,2026-08-10
29209,ダストランド(話売り)　#14 (ヤングチャンピオン・コミックス),,2026-08-10
29251,宵明けの魔女 2巻 (デジタル版ガンガンコミックス),2,2026-08-10
30659,さざめとりお (KITORA),,2026-08-10
30798,虐幸のくるちゃん(2) (モーニングKC),2,2026-08-10
32719,社畜おじさん触手を買う(2)【描き下ろし40p小冊子ボイス付き特装版】 (マージナルコミックス),2,2026-08-10
34169,花嫁は偽の誓いに涙する (ハーレクインコミックス・キララ),,2026-08-10
36295,アンダーカバー・ラバー (Caneléコミックス) (ムーグコミックス),,2026-08-10
37254,哀れ愛して大島さん (1) (ビッグコミックス),1,2026-08-10
39432,億万長者の願い事 (ハーレクインコミックス・キララ),,2026-08-10
54013,二度目の恋は、甘くてアブナイ(21) (シェノンコミックス),21,2026-08-10
56838,僕のいとこのおねえさん(2) (モーニングKC),2,2026-08-10
61797,十八歳の白き結婚 (ハーレクインコミックス・キララ),,2026-08-10
63843,愛したがりエリートくんには秘密がある。(19) (シェノンコミックス),19,2026-08-10
65075,恋はすぐそばに (ハーレクインコミックス・キララ),,2026-08-10
65181,社畜おじさん触手を買う ： 2 【40p小冊子】 社畜おじさん触手を買う【特典描き下ろし小冊子のみ】 (コミックマージナル),3,2026-08-10
69235,ファザーシッター ～問題パパのしつけ承ります～(18) (コミックなにとぞ),18,2026-08-10
74557,同居人は秘密のSカレ（１３） (フラワーコミックスα),13,2026-08-10
121406,一勝千金【単話】（７４） (裏少年サンデーコミックス),74,2026-08-10
121585,谷中宵待風味　分冊版（２） (ハニーミルクコミックス),2,2026-08-10
175906,お帰りください、南條さん！（４） (コミックＤＡＹＳコミックス),4,2026-08-10
187605,ニセ真面目女子はすみ～サイコパスは愛を知りたい～(27) (コミックなにとぞ),27,2026-08-10
—,和庵のひと肴 小料理屋おかみ・志緒さんのほろ酔いレシピ 4 (4巻) (思い出食堂コミックス),4,2026-08-10
—,ときめきごはん 日本酒とお寿司 (ぐる漫),,2026-08-10
—,リベンジアクト(1)20ページ小冊子付き (.Poika comics),1,2026-08-10
—,37歳シンママ、チアダンス始めました！【単話】 1 (Rentaコミックス×ICE),1,2026-08-10
