順位,タイトル,巻数,発売日
5492,病弱少女、転生して健康な肉体（最強）を手に入れる 2　～友達が欲しくて魔境から旅立ったのですが、どうやら私の魔法は少しおかしいようです！？～ (ガルドコミックス),2,2026-08-20
6054,ぬこづけ! 24 (花とゆめコミックススペシャル),24,2026-08-20
6096,マトリの推し事　芸能人の家宅捜索をやりたくて 4巻 (ゼノンコミックス),4,2026-08-20
6105,列強戦線 8巻【特典イラスト付き】 (ゼノンコミックス),8,2026-08-20
6816,ゴジラ ギャラクシーオデッセイ 3 (3) (ヤングチャンピオンコミックス),3,2026-08-20
6948,ぜんぶ ぜんぶきみの性 1 (青騎士コミックス),1,2026-08-20
7491,人の余命で青春するな【電子限定おまけ付き】 6 (花とゆめコミックス),6,2026-08-20
7876,転生しても実家を追い出されたので、今度は自分の意志で生きていきます４ (アルファポリスCOMICS),,2026-08-20
8171,脇役剣聖のそこそこ平穏な日常。たまに冒険、そして英雄譚。 1 (ガルドコミックス),1,2026-08-20
8336,クロスオーバーレブ! 18 (18) (ヤングチャンピオンコミックス),18,2026-08-20
8397,屍介護　３ (青騎士コミックス),3,2026-08-20
8570,仮面ライダーＢｌａｃｋ　×　仮面ライダーＺＯ,,2026-08-20
8874,冬嵐記　福島勝千代一代記　2 (チャンピオンREDコミックス),2,2026-08-20
9463,悪役令嬢からの華麗なる転身!? 愛されヒロインアンソロジーコミック（4） 悪役令嬢からの華麗なる転身！？　愛されヒロインアンソロジーコミック (リュエルコミックス),4,2026-08-20
9882,ハイブルク家三男は小悪魔ショタです 第15話【単話版】 ハイブルク家三男は小悪魔ショタです 【単話版】 (コミックライド),,2026-08-20
9980,君が監督！（４） (コミックＤＡＹＳコミックス),4,2026-08-20
10280,僕はあの夜あの子と（３） (コミックＤＡＹＳコミックス),3,2026-08-20
10317,余命わずかだから黒幕一家の嫁になったんだけど 9 (piccomics),9,2026-08-20
11080,ゴジラ ギャラクシーオデッセイ 特装版 3 (3) (ヤングチャンピオンコミックス),3,2026-08-20
11224,イノセントレッド 転生した破壊神は普通の高校生活を送りたい (1) (バンブーコミックス 異世界BC),1,2026-08-20
12121,メジェドさまとアヌビスくん,,2026-08-20
12727,伯爵家の嫌われ公女が結婚したら 6 (piccomics),6,2026-08-20
14413,追放された【助言士】のギルド経営　不遇素質持ちに助言したら、化物だらけの最強ギルドになってました５ (アルファポリスCOMICS),,2026-08-20
15042,この溺愛は想定外!?異世界転生・転移BLアンソロジーコミック (バンブーコミックス),,2026-08-20
16499,皇帝の子供を隠す方法（5） (カラフルハピネス),5,2026-08-20
16807,ラスボスの私が主人公の妻になりました（5） (カラフルハピネス),5,2026-08-20
18218,一途に溺愛されて、幸せを掴み取ってみせますわ！異世界アンソロジーコミック１３ (comic スピラ),,2026-08-20
18706,名もなき魔物と二人の騎士～そして婚約者は困惑する～【マイクロ】（１０） (異世界フラワーコミックス),10,2026-08-20
18919,君を映して離さない 3 (花とゆめコミックススペシャル),3,2026-08-20
19291,まかない刑事の聴取メシ(1) (ヤンマガKCスペシャル),1,2026-08-20
20382,迷宮都市の錬金薬師　覚醒スキル【製薬】で今度こそ幸せに暮らします！３ (アルファポリスCOMICS),,2026-08-20
20642,青騎士 第33号 (青騎士コミックス),,2026-08-20
20692,お嬢様の禁断寄り道ごはん （2） (ぶんか社グルメコミックス),2,2026-08-20
21732,ドS社長はドM秘書をいじめたい～オフィスでぬれとろ玩具レビュー～ 3 (ラブコフレコミックス),3,2026-08-20
23367,英国浪漫戯画フォレストアイビー 第3巻 (青騎士コミックス),3,2026-08-20
23684,お嬢様の禁断寄り道ごはん （3） (ぶんか社グルメコミックス),3,2026-08-20
24523,クラッシュベリー・カルテット (&.Emo comics),,2026-08-20
25543,ウサギとカメのゆる山歩(1) (ヤンマガKCスペシャル),1,2026-08-20
27606,［定本］漂流教室　2,2,2026-08-20
27673,滅亡天使ほろぶちゃん 1 (青騎士コミックス),1,2026-08-20
28097,懐妊初夜～一途な社長は求愛の手を緩めない～【マイクロ】（２９） (フラワーコミックス),29,2026-08-20
29528,ノライヌ ~濱の狂犬~ 4 (4) (ヤングチャンピオンコミックス),4,2026-08-20
29545,月の白さを知りてまどろむ3 (DREコミックス),,2026-08-20
29626,Get Ready?【おまけ描き下ろし付き】 17 (花とゆめコミックススペシャル),17,2026-08-20
29734,夢見の公爵令嬢は婚約破棄をご所望です（２） (リュエルコミックス),2,2026-08-20
30993,異世界転生したら運命の人と出会ったので、これから愛され人生始まります BLアンソロジー (クロフネCOMICS くろふねピクシブシリーズ),,2026-08-20
31766,地獄犬は司祭に喰らい付く (2) (クロフネCOMICS くろふねピクシブシリーズ),2,2026-08-20
32265,エリート 4 (4) (チャンピオンREDコミックス),4,2026-08-20
33662,フレンドガールフレンド 1 (花とゆめコミックススペシャル),1,2026-08-20
34075,亜子さんは今日も自己肯定感高め(5) (コミックなにとぞ),5,2026-08-20
34164,負け犬とライオン(2) (ヤングマガジンKC),2,2026-08-20
34771,あなたの後悔なんて知りません 7 (piccomics),7,2026-08-20
36157,リュウツヘグイ(1) (ヤンマガKCスペシャル),1,2026-08-20
37740,再会は甘恋のはじまり（３） (姉フレンドコミックス),3,2026-08-20
39842,恥じらうほどに従って 【電子限定特装版】 (チルシェコミックス),,2026-08-20
40245,運命の人、絶対に炬燵の布団みたいなアウター着てない (1) (ビッグコミックス),1,2026-08-20
40562,ビッグコミックオリジナル 2026年17号（2026年8月20日発売) [雑誌],,2026-08-20
40933,FLOWER×FLOWER 2 (花とゆめコミックス),2,2026-08-20
41615,魔力ゼロの出来損ない貴族、四大精霊王に溺愛される２ (アルファポリスCOMICS),,2026-08-20
41655,虎王の花嫁さん【マイクロ】（４２） (フラワーコミックス),42,2026-08-20
42110,副音声はうるさい十分に（分冊版）【番外編】1 (fujossyコミックプチ),,2026-08-20
45712,悪党大公様の可愛い妹 6 (piccomics),6,2026-08-20
45822,勘違いだよね？瀬尾くん。 (BeLuckCOMICS),,2026-08-20
46906,春は雲の上 1 (花とゆめコミックス),1,2026-08-20
47360,冷遇された第七皇子はいずれぎゃふんと言わせたい！２ (アルファポリスCOMICS),,2026-08-20
51988,最弱職が前世の知識で世界最強（５） (ジャルダンコミックス),5,2026-08-20
52240,黒幕を捨てるのに失敗しました 4 (piccomics),4,2026-08-20
52495,月が綺麗ですね【おまけ描き下ろし付き】 9 (花とゆめコミックススペシャル),9,2026-08-20
54818,100本に変わるまで (B.Pilz COMICS),,2026-08-20
61249,殺されたくなくて悪役な婚約者を愛でていたら、なぜか溺愛されました【第10話】 (エンジェライトコミックス),,2026-08-20
61847,機械仕掛けの殲滅少女 1巻 (ゼノンコミックス),1,2026-08-20
63588,please save me 神父サマ！ (&.Emo comics),,2026-08-20
69410,推し活命な夫を捨てたい(9) (コミックなにとぞ),9,2026-08-20
72211,好きっていえなくて死ぬ！【マイクロ】（１９） (フラワーコミックス),19,2026-08-20
72547,結婚前夜に義妹に婚約者を奪われたので、責任取ってもらいます。【第7話】 (エンジェライトコミックス),,2026-08-20
75661,しがみついても無駄です 7 (piccomics),7,2026-08-20
79196,藤崎くんは興味津々 (Tulle　Comics),,2026-08-20
80598,天使さんは抗えない～ドSな同期の甘い命令～ 2 (花とゆめコミックススペシャル),2,2026-08-20
80643,堕ちて、溺れて、呑み込んで ヤンデレ幼なじみの淫らな狂愛 page.13《カノンミア》 (カノンミアコミックス),,2026-08-20
85259,裏アカ破滅記念日 55～彼女公認レンタル彼氏～【マイクロ】（５５） 裏アカ破滅記念日【マイクロ】 (フラワーコミックス),55,2026-08-20
86826,恥じらうほどに従って (チルシェコミックス),,2026-08-20
92391,ある日突然、夫が愛人を連れてくるものですから… 13 (インカローズコミックス),13,2026-08-20
144921,好きなヤツが友達になりたいとか言うんですけど。 (Ｓｐｌｕｓｈコミックス),,2026-08-20
224768,新・蒼太の包丁（分冊版） 【第51話】 (ぶんか社グルメコミックス),,2026-08-20
244189,そんなことより猫が飼いたい～乙女ゲームの世界に転生しました～ 11 (インカローズコミックス),11,2026-08-20
—,聖なる乙女と秘めごとを（１２） (ヤンマガＷｅｂ),12,2026-08-20
—,デリヘル呼んだら元同級生が来た（１） (ヤンマガＷｅｂ),1,2026-08-20
—,底辺冒険者だけど魔法を極めてみることにした　～無能スキルから神スキルに進化した【魔法創造】と【アイテム作成】で無双する～（１１） (ヤンマガＷｅｂ),11,2026-08-20
—,上野くんは開発済み（９） (ヤンマガＷｅｂ),9,2026-08-20
—,１０８Ｐ！　～１年後に絶対１０８Ｐする話～（４） (ヤンマガＷｅｂ),4,2026-08-20
—,追放された錬金術師、アダルトグッズで世界を救う　～どんなモンスターも絶対にイカせる男～（７） (ヤンマガＷｅｂ),7,2026-08-20
—,everywear オフの日も特別な日も、おしゃれな僕らのコーデ記録 (IMAzine),,2026-08-20
—,断罪された負け組令嬢ですが、時間を戻せるようになったので今度こそ幸せになります 4 (異世界のSHURO),4,2026-08-20
—,元祖!コボちゃん 3: 昭和58年8月~昭和59年5月編 (まんがタイムマイパルコミックス),,2026-08-20
—,借金まみれの薬師見習いですが、銀行頭取の公爵家次男に愛されます 第1話【単話版】 借金まみれの薬師見習いですが、銀行頭取の公爵家次男に愛されます 【単話版】 (コミックライド),,2026-08-20
