順位,タイトル,巻数,発売日
23,望まぬ不死の冒険者 14 (ガルドコミックス),14,2026-08-20
95,ありふれた職業で世界最強 17 (ガルドコミックス),17,2026-08-20
210,ひとりぼっちの異世界攻略 28 (ガルドコミックス),28,2026-08-20
250,追放者食堂へようこそ！11　～最強パーティーを追放された料理人は、冒険者食堂を開きます！～ (ガルドコミックス),,2026-08-20
304,北斗の拳 世紀末ドラマ撮影伝 9巻 (ゼノンコミックス),9,2026-08-20
360,フシノカミ 11　～辺境から始める文明再生記～ (ガルドコミックス),11,2026-08-20
366,ゲート　SEASON2　自衛隊 彼の海にて、斯く戦えり１ (アルファポリスCOMICS),,2026-08-20
369,THE NEW GATE18 (アルファポリスCOMICS),,2026-08-20
534,テンカイチ　日本最強武芸者決定戦（１４） (ヤングマガジンコミックス),14,2026-08-20
565,信長を殺した男～日輪のデマルカシオン～　10 (ヤングチャンピオン・コミックス),10,2026-08-20
881,恋愛感情のまるでない幼馴染漫画【電子限定特典付き】 (8) (バンブーコミックス),8,2026-08-20
924,一生働きたくない俺が、クラスメイトの大人気アイドルに懐かれたら 6 (ガルドコミックス),6,2026-08-20
948,ワカコ酒 (27) (ゼノンコミックス),27,2026-08-20
977,サキュバス＆ヒットマン　14 (チャンピオンREDコミックス),14,2026-08-20
1054,ブラックな騎士団の奴隷がホワイトな冒険者ギルドに引き抜かれてSランクになりました 11 (ガルドコミックス),11,2026-08-20
1156,犬飼くんのシッポ－恋するMOON DOGスピンオフ－【電子限定おまけ付き】 3 (花とゆめコミックススペシャル),3,2026-08-20
1178,魔女大戦 32人の異才の魔女は殺し合う 16巻【特典イラスト付き】 (ゼノンコミックス),16,2026-08-20
1314,豚の復讐 13巻【特典イラスト付き】 (ゼノンコミックス),13,2026-08-20
1399,ドルフィン 17 (17) (チャンピオンREDコミックス),17,2026-08-20
1551,大自然の魔法師アシュト、廃れた領地でスローライフ８ (アルファポリスCOMICS),,2026-08-20
1679,貴族家三男の成り上がりライフ　生まれてすぐに人外認定された少年は異世界を満喫する４ (アルファポリスCOMICS),1,2026-08-20
1876,恋愛志向生徒会　11 (ヤングチャンピオン・コミックス),11,2026-08-20
2361,金色のマビノギオン　―アーサー王の妹姫― 9 金色のマビノギオン―アーサー王の妹姫― (花とゆめコミックススペシャル),,2026-08-20
2492,少女マンガなら叶わない恋 (3) (ビボピーコミックス),3,2026-08-20
2519,おやすみ、またね。ましろくん。 4【電子限定漫画付き】 おやすみ、またね。ましろくん。【電子限定漫画付き】 (B.PilzCOMICS),,2026-08-20
2580,営業部の高杉さんは心臓に悪い 5 (花とゆめコミックス),5,2026-08-20
2728,間違い召喚！ 追い出されたけど上位互換スキルでらくらく生活６ 間違い召喚！　追い出されたけど上位互換スキルでらくらく生活 (アルファポリスCOMICS),1,2026-08-20
3178,めしぬま。 16巻【特典イラスト付き】 (ゼノンコミックス),16,2026-08-20
3268,俺の前世の知識で底辺職テイマーが上級職になってしまいそうな件 11 (ガルドコミックス),11,2026-08-20
3338,異世界じゃスローライフはままならない　～聖獣の主人は島育ち～７ (アルファポリスCOMICS),,2026-08-20
3647,ドロップアウトからの再就職先は、異世界の最強騎士団でした 5 (ガルドコミックス),5,2026-08-20
3676,ゲート０ -zero-　自衛隊　銀座にて、斯く戦えり５ (アルファポリスCOMICS),,2026-08-20
3802,クラス転移したら、なぜか引きこもりの俺まで異世界に連れてかれたんだが 3　～俺だけのユニークギフト『自宅』は異世界最強でした～ (ガルドコミックス),3,2026-08-20
4269,異世界で水の大精霊やってます。５ (アルファポリスCOMICS),,2026-08-20
4295,ラスボスの私が主人公の妻になりました 5 (piccomics),5,2026-08-20
4491,フレンドガールフレンド 2 (花とゆめコミックススペシャル),2,2026-08-20
4640,くじらの料理人 3巻【特典イラスト付き】 (ゼノンコミックス),3,2026-08-20
4910,公道ウルフ 21 (21) (ヤングチャンピオンコミックス),21,2026-08-20
5177,マトリと狂犬 ―路地裏の男達―　13 (ヤングチャンピオン・コミックス),13,2026-08-20
