順位,タイトル,巻数,発売日
6413,おっさん騎士が田舎でまったりスローライフを送ろうとしたら婚約破棄された公爵令嬢が転がり込んできた件 1 (Rentaコミックス),1,2026-09-19
14775,異世界クラス召喚されたらＲ1○のスキルを獲得したので、○りたい放題させてもらいます！【分冊版】 （32） (マンガBANGコミックス),32,2026-09-19
16648,おっさん騎士が田舎でまったりスローライフを送ろうとしたら婚約破棄された公爵令嬢が転がり込んできた件 2 (Rentaコミックス),2,2026-09-19
17336,さきゅりふぁいす！2 (シャイニーコミックス),2,2026-09-19
18651,おっさん騎士が田舎でまったりスローライフを送ろうとしたら婚約破棄された公爵令嬢が転がり込んできた件 3 (Rentaコミックス),3,2026-09-19
42090,となりの席の地味な奴 13 (UPコミック),13,2026-09-19
56560,二度目はタの付く自由業　～逆行社畜は持ち越しチートでリスタート～【単話版】６ (アース・スターコミックス),6,2026-09-19
159046,解放宣言～溺愛も執着もお断りです！～【電子単行本版】8巻 (TUGIKURU COMICS),8,2026-09-19
—,知ったか夫は息子を危機に… りたいちごオリジナル漫画,,2026-09-19
—,幼馴染がそんなに大切ですか？ りたいちごオリジナル漫画,,2026-09-19
