順位,タイトル,巻数,発売日
189,クラス転移で俺だけハブられたので、同級生ハーレム作ることにした(13) (モンスターコミックス),13,2026-08-12
224,学園騎士のレベルアップ！レベル1000超えの転生者、落ちこぼれクラスに入学。そして、(13) (モンスターコミックス),13,2026-08-12
1041,J⇔M ジェイエム 8 (ハルタコミックス),8,2026-08-12
1088,北海道の現役ハンターが異世界に放り込まれてみた ～エルフ嫁と巡る異世界狩猟ライフ～ 8巻 (マッグガーデンコミックスBeat'sシリーズ),8,2026-08-12
1103,占い師には花騎士の恋心が見えています6 (ブリーゼコミックス),,2026-08-12
1141,神様のバレー　４１巻 (芳文社コミックス),41,2026-08-12
1214,こんな人生は絶対嫌だ 11 (黒蜜コミックス),11,2026-08-12
1731,くまぐらし (07) (MANGAバルCOMICS),7,2026-08-12
1759,クロエマ（５） (Ｋｉｓｓコミックス),5,2026-08-12
1841,隣のステラ（１０） (別冊フレンドコミックス),10,2026-08-12
1956,器用貧乏、城を建てる～開拓学園の劣等生なのに、上級職のスキルと魔法がすべて使えます～＠COMIC 8巻 器用貧乏、城を建てる ～開拓学園の劣等生なのに、上級職のスキルと魔法がすべて使えます～@COMIC (マッグガーデンコミックスBeat'sシリーズ),8,2026-08-12
2030,むせるくらいの愛をあげる（８） (デザートコミックス),8,2026-08-12
2508,おしえて執事くん（３） (デザートコミックス),3,2026-08-12
3096,とことんクズな渡良瀬なのに(4) (別冊フレンドKC),4,2026-08-12
3256,峠鬼 9 (ハルタコミックス),9,2026-08-12
3607,現象X 超常現象捜査録 3 (ハルタコミックス),3,2026-08-12
3779,宝石箱に愛をつめよう(2) (別冊フレンドKC),2,2026-08-12
4402,ハイスペ弁護士との同居生活は最低で最高です。（１０） (姉フレンドコミックス),10,2026-08-12
4442,異世界最強の嫁ですが、夜の戦いは俺の方が強いようです 知略を活かして成り上がるハーレム戦記(7) (モンスターコミックス),7,2026-08-12
5758,元探索者のおじいちゃん～孫にせがまれてダンジョン配信を始めたんじゃが、なぜかバズりおったわい～ 3巻 (マッグガーデンコミックスBeat'sシリーズ),3,2026-08-12
6305,復讐装置いかがですか？【単行本版】　４巻 (芳文社コミックス),4,2026-08-12
6447,聖剣とビキニアーマー 1 (MANGAバルCOMICS),1,2026-08-12
6476,藤と海 -再会と愛執- (ビームコミックス),,2026-08-12
7123,私たちはどうかしている 妻恋い(5) (BE LOVE KC),5,2026-08-12
7142,災い狐のくずれちゃん(10) (リュウコミックス),10,2026-08-12
7322,ちびっ子転生日記帳～お友達いっぱいつくりましゅ！～ THE COMIC 3巻 (マッグガーデンコミックスBeat'sシリーズ),3,2026-08-12
7965,侍タイムスリッパー(1) (アニメージュコミックス),1,2026-08-12
8263,ハルメイ（４） (パルシィコミックス),4,2026-08-12
9874,君は僕の理想の彼氏(3) (KCデザート),3,2026-08-12
12221,モンガータの旅人よ (3),3,2026-08-12
13022,悪役令嬢に転生したので、隠れハイスペ王子と破滅の運命を回避します！4 (ブリーゼコミックス),,2026-08-12
13824,子連れオーク　３巻 (トレイルコミックス),3,2026-08-12
13951,コワモテの隣人がΩだった時の対処法: 3.5@酔っ払い【小冊子】 (gateauコミックス),,2026-08-12
15913,ウェイバーズ 1 (ハルタコミックス),1,2026-08-12
15997,いいご身分だな、俺にくれよ ～下剋上揺籃編～ 3巻 (マッグガーデンコミックスBeat'sシリーズ),3,2026-08-12
17049,きみにほどけて春嵐(2) (BE LOVE KC),2,2026-08-12
17201,廻生の血盟者 Vol.8 (MANGAバルCOMICS),8,2026-08-12
18034,堕天使コウモリくんの純愛(2) (別冊フレンドKC),2,2026-08-12
18956,異世界たぬき 2巻 (マッグガーデンコミックスBeat'sシリーズ),2,2026-08-12
