順位,タイトル,巻数,発売日
1,HUNTER×HUNTER モノクロ版 39 (ジャンプコミックスDIGITAL),39,2026-07-03
4,ONE PIECE 115 (ジャンプコミックス),115,2026-07-03
17,理想のヒモ生活(26) (角川コミックス・エース),26,2026-07-03
21,魔男のイチ 9 (ジャンプコミックスDIGITAL),9,2026-07-03
22,血界戦線 Beat 3 Peat 4 (ジャンプコミックスDIGITAL),4,2026-07-03
24,王国へ続く道　奴隷剣士の成り上がり英雄譚　20 (ヒューコミックス),20,2026-07-03
27,ふつうの軽音部 11 (ジャンプコミックスDIGITAL),11,2026-07-03
29,アオのハコ 26 (ジャンプコミックスDIGITAL),26,2026-07-03
30,ダークギャザリング 20 (ジャンプコミックスDIGITAL),20,2026-07-03
54,キン肉マン 93 (ジャンプコミックス),93,2026-07-03
66,ケントゥリア 9 (ジャンプコミックスDIGITAL),9,2026-07-03
70,秘密 season 0 13 (花とゆめコミックススペシャル),13,2026-07-03
127,ラーメン赤猫 15 (ジャンプコミックスDIGITAL),15,2026-07-03
144,無自覚な天才少女は気付かない 7 (花とゆめコミックススペシャル),7,2026-07-03
147,31歳地味眼鏡OLさん(6) (ヤングキングコミックス),6,2026-07-03
187,ひまてん！ 10 (ジャンプコミックスDIGITAL),10,2026-07-03
354,悪女は砂時計をひっくり返す 11 (piccomics),11,2026-07-03
395,エクソシストを堕とせない 15 (ジャンプコミックスDIGITAL),15,2026-07-03
409,マリッジトキシン 18 (ジャンプコミックスDIGITAL),18,2026-07-03
440,WITCHRIV 3 (ジャンプコミックスDIGITAL),3,2026-07-03
441,Mr.Clice 15 (ジャンプコミックス),15,2026-07-03
603,帝国の恋嫁 9 (花とゆめコミックス),9,2026-07-03
924,遊☆戯☆王OCG STORIES 7 (ジャンプコミックス),7,2026-07-03
936,戦奏教室 14 (ジャンプコミックスDIGITAL),14,2026-07-03
1036,地獄先生ぬ~べ~怪 3 (ジャンプコミックス),3,2026-07-03
1213,くまクマ熊ベアー外伝～ユナのよりみち手帖～５ (PASH! コミックス),,2026-07-03
