順位,タイトル,巻数,発売日
40,杖と剣のウィストリア(16) (少年マガジンKC),16,2026-08-07
41,町人Aは悪役令嬢をどうしても救いたい～どぶと空と氷の姫君～　10【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-08-07
42,魔女と傭兵（９） (マガジンポケットコミックス),9,2026-08-07
47,ビビビコミック 創刊記念号 ([実用品]),,2026-08-07
48,転生したら第七王子だったので、気ままに魔術を極めます（２４） (マガジンポケットコミックス),24,2026-08-07
54,信じていた仲間達にダンジョン奥地で殺されかけたがギフト『無限ガチャ』でレベル９９９９の仲間達を手に入れて元パーティーメンバーと世界に復讐＆『ざまぁ！』します！（２３） (マガジンポケットコミックス),23,2026-08-07
55,乙女ゲー世界はモブに厳しい世界です【共和国編】 02 (ドラゴンコミックスエイジ),2,2026-08-07
62,ふかふかダンジョン攻略記～俺の異世界転生冒険譚～【白版】 20巻 (ブレイドコミックス),20,2026-08-07
73,魔王城の料理番 ～コワモテ魔族ばかりだけど、ホワイトな職場です～　6巻 (バンチコミックス),6,2026-08-07
79,転生したらスライムだった件 クレイマンREVENGE(9) (シリウスKC),9,2026-08-07
87,よくわからないけれど異世界に転生していたようです(32) (シリウスKC),32,2026-08-07
99,時間停止勇者(22) (シリウスKC),22,2026-08-07
113,魔法少女リリカルなのはＥＸＣＥＥＤＳ（３） (水曜日のシリウスコミックス),3,2026-08-07
143,Ｄｅｓｔｉｎｙ　Ｕｎｃｈａｉｎ　Ｏｎｌｉｎｅ　～吸血鬼少女となって、やがて『赤の魔王』と呼ばれるようになりました～（１３） (マガジンポケットコミックス),13,2026-08-07
149,独身貴族は異世界を謳歌する ~結婚しない男の優雅なおひとりさまライフ~(8) (シリウスKC),8,2026-08-07
152,この素晴らしい世界に祝福を! 23 (ドラゴンコミックスエイジ),23,2026-08-07
153,追放された転生王子、『自動製作』スキルで領地を爆速で開拓し最強の村を作ってしまう～最強クラフトスキルで始める、楽々領地開拓スローライフ～（８） (マガジンポケットコミックス),8,2026-08-07
155,異世界ウォーキング（１４） (マガジンポケットコミックス),14,2026-08-07
159,生まれた直後に捨てられたけど、前世が大賢者だったので余裕で生きてます ～最強赤ちゃん大暴走～　16【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-08-07
162,クマ撃ちの女　17巻【電子特典付き】 (バンチコミックス),17,2026-08-07
187,鹿楓堂よついろ日和 23 (バンチコミックス),23,2026-08-07
188,山と食欲と私　21巻 (バンチコミックス),21,2026-08-07
194,ゲーム オブ ファミリア-家族戦記- 17 (ドラゴンコミックスエイジ),17,2026-08-07
202,戦地から帰ってきたタカシ君。普通に高校生活を送りたい（コミック）【電子版特典付】３ (PASH! コミックス),,2026-08-07
207,Ａランクパーティを離脱した俺は、元教え子たちと迷宮深部を目指す。（１３） (マガジンポケットコミックス),13,2026-08-07
207,ギルティサークル（２１） (マガジンポケットコミックス),21,2026-08-07
209,ポンコツ魔王の田舎暮らし　6巻【電子特典付き】 (バンチコミックス),6,2026-08-07
221,ハナバス　苔石花江のバスケ論（７） (マガジンポケットコミックス),7,2026-08-07
223,美人女上司滝沢さん 10 (ドラゴンコミックスエイジ),10,2026-08-07
234,私、蜘蛛なモンスターをテイムしたので、スパイダーシルクで裁縫を頑張ります！ 3 (ドラゴンコミックスエイジ),3,2026-08-07
235,不純な彼女達は懺悔しない 5 (ドラゴンコミックスエイジ),5,2026-08-07
236,異世界領地改革～土魔法で始める公共事業～ 9巻【特典イラスト付き】 (ゼノンコミックス),9,2026-08-07
240,追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。　～俺は武器だけじゃなく、あらゆるものに『強化ポイント』を付与できるし、俺の意思でいつでも効果を解除できるけど、残った人たち大丈夫？～（２１） (月刊少年マガジンコミックス),21,2026-08-07
240,ブーツレグ（８） (シリウスコミックス),8,2026-08-07
242,絶対死なないステラ姫(6) (シリウスKC),6,2026-08-07
250,辺境の貧乏伯爵に嫁ぐことになったので領地改革に励みます～the letter from Boule～　5【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-08-07
275,人生逆転ダンジョン(4) (KCデラックス),4,2026-08-07
313,死体担ぎのネム　3巻【電子特典付き】 (バンチコミックス),3,2026-08-07
333,ハニートラップ・シェアハウス　９ (ドラゴンコミックスエイジ),9,2026-08-07
343,公爵令嬢は我が道を場当たり的に行く 5 (ブシロードコミックス),5,2026-08-07
