順位,タイトル,巻数,発売日
2,カグラバチ 12 (ジャンプコミックスDIGITAL),12,2026-09-04
4,ダンダダン 25 (ジャンプコミックスDIGITAL),25,2026-09-04
55,私の心はおじさんである（コミック）５ (PASH! コミックス),5,2026-09-04
87,ドラゴンクエスト ダイの大冒険 勇者アバンと獄炎の魔王 16 (ジャンプコミックスDIGITAL),16,2026-09-04
108,淫靡な洞窟のその奥で 10 (ヴァンプコミックス),10,2026-09-04
122,こちら葛飾区亀有公園前派出所 202 (ジャンプコミックス),202,2026-09-04
148,ヒトナー 1 (ジャンプコミックス),1,2026-09-04
157,新テニスの王子様 48 (ジャンプコミックスDIGITAL),48,2026-09-04
158,ELDEN RING 黄金樹への道 12 (ヒューコミックス),12,2026-09-04
189,鵺の陰陽師 16 (ジャンプコミックスDIGITAL),16,2026-09-04
235,打ち切られ漫画家と同人女 2 (ジャンプコミックスDIGITAL),2,2026-09-04
282,限界OL霧切ギリ子 3 (ジャンプコミックス),3,2026-09-04
348,ひまてん！ 11 (ジャンプコミックスDIGITAL),11,2026-09-04
365,貧乏騎士に嫁入りしたはずが！？ 野人令嬢は皇太子妃になっても竜を狩りたい（コミック）【電子版特典付】３ (PASH! コミックス),3,2026-09-04
368,ねずみの初恋（１１） (ヤングマガジンコミックス),11,2026-09-04
433,しのびごと 9 (ジャンプコミックスDIGITAL),9,2026-09-04
558,2年B組 勇者デストロイヤーず 1 (ジャンプコミックス),1,2026-09-04
652,おかえり水平線 4 (ジャンプコミックスDIGITAL),4,2026-09-04
658,トナリはなにを食う人ぞ　ほろよい 15 (花とゆめコミックス),15,2026-09-04
681,都市伝説先輩 4 (ジャンプコミックスDIGITAL),4,2026-09-04
729,ハイキュー!! キャラクターリミックス 絆 日向と影山 上 (ジャンプコミックス),1,2026-09-04
730,ハイキュー!! キャラクターリミックス 絆 日向と影山 下 (ジャンプコミックス),3,2026-09-04
742,ゴールデンマン(10) (ヤングマガジンKC),10,2026-09-04
765,ロクのおかしな家 1 (ジャンプコミックス),1,2026-09-04
772,ゴールデンマン(11) (ヤングマガジンKC),11,2026-09-04
782,ゴールデンドロップ（１５） (ヤングマガジンコミックス),15,2026-09-04
1250,左ききのエレン 26 (ジャンプコミックスDIGITAL),26,2026-09-04
1367,悪役令嬢たちは揺るがない4 (フロース コミック),4,2026-09-04
1453,週刊漫画ＴＩＭＥＳ　２０２６年９／１８号 [雑誌] (週刊漫画TIMES),,2026-09-04
1456,世界を繋ぎ尽くすインターネット巫女 1 (ジャンプコミックスDIGITAL),1,2026-09-04
1609,麗子の風儀 悪役令嬢と呼ばれていますが、ただの貧乏娘です(4) (角川コミックス・エース),4,2026-09-04
1634,ヘタリア World★Stars Gangsta 2 (ジャンプコミックス),2,2026-09-04
1765,ゴルゴ13（２２２） (ビッグコミックス),222,2026-09-04
1805,ビッグコミックオリジナル 2026年18号（2026年9月4日発売) [雑誌],,2026-09-04
1946,異郷の爪塗り見習い【電子版特典付】７ (PASH! コミックス),7,2026-09-04
2138,死に戻り令嬢のルチェッタ 6 (花とゆめコミックス),6,2026-09-04
2221,殺されたらゾンビになったので、進化しまくって無双しようと思います（コミック）【電子版特典付】４ (PASH! コミックス),4,2026-09-04
2223,婚約破棄された令嬢を拾った俺が、イケナイことを教え込む～美味しいものを食べさせておしゃれをさせて、世界一幸せな少女にプロデュース！～（コミック）１２ (PASH! コミックス),12,2026-09-04
2353,スープの森~動物と会話するオリビアと元傭兵アーサーの物語~ 1 (PASH!コミックス),1,2026-09-04
2466,鬼売れアイドルが今日も私を推してくる （5） 【かきおろし漫画付】 (comicタント),5,2026-09-04
2843,ゴルゴ13　222　地球の裏側で (SPコミックス),,2026-09-04
2852,生活マン 2 (ジャンプコミックス),2,2026-09-04
2908,怪獣８号 RELAX 5 (ジャンプコミックスDIGITAL),5,2026-09-04
3143,それでも弟は恋したがる【電子限定おまけ付き】 8 (花とゆめコミックス),8,2026-09-04
3180,ＩＮＮＵ（８） (ヤングマガジンコミックス),8,2026-09-04
3391,さまよい令嬢道中記(3) (ヒーローズコミックス),3,2026-09-04
3589,二度目の人生では、お飾り王妃になりません！２,2,2026-09-04
3594,よくある令嬢転生だと思ったのに 6 (フロース コミック),6,2026-09-04
3765,文豪ストレイドッグス 探偵社設立秘話 (3) (角川コミックス・エース),3,2026-09-04
3800,ブヨトピア 2 (ジャンプコミックスDIGITAL),2,2026-09-04
3903,ガチャンキイ 3 (ジャンプコミックスDIGITAL),3,2026-09-04
4236,竜陛下のお妃はお断りしたい!~竜陛下は10番目の側妃を溺愛中~ (7) (バンブーコミックスBCf),7,2026-09-04
4407,「恋をするなら二度目が上等」番外編集2【電子限定版】 「恋をするなら二度目が上等」番外編集【電子限定版】 (Charaコミックス),1,2026-09-04
4786,乙女ゲームの最強キャラたちが私に執着する【おまけ描き下ろし付き】 14 (花とゆめコミックススペシャル),14,2026-09-04
4987,あっ、悪魔ちゃん 1 (ジャンプコミックス),1,2026-09-04
5504,ドラマクイン 7 (ジャンプコミックスDIGITAL),7,2026-09-04
5936,あわいの焔刃 1 (ジャンプコミックス),1,2026-09-04
6085,オオカミが電車の運転を学ぶだけのマンガ,,2026-09-04
6142,虐げられた秀才令嬢と隣国の腹黒研究者様の甘やかな薬草実験室 2 (PASH!コミックス),2,2026-09-04
6175,破局予定の悪女のはずが、冷徹公爵様が別れてくれません! 6 (フロース コミック),6,2026-09-04
6759,ジン　格斗破王伝（３） (ヤングマガジンコミックス),3,2026-09-04
8309,ニシトーキョーメタルブラザーズ 2 (ジャンプコミックスDIGITAL),2,2026-09-04
9060,令嬢たちの幸せな結婚アンソロジーコミック 年の差・身分差 (バンブーコミックスBCf),,2026-09-04
9720,「剣士は時代遅れ」と左遷された人類最強のおっさん、魔術学院で教師になって無双する 2 (PASH!コミックス),2,2026-09-04
10934,ただいま、梅さんと小梅さん (MF comic essay),,2026-09-04
11530,あめとうみ 4 (ジャンプコミックスDIGITAL),4,2026-09-04
11865,私、嫌われ皇妃で構いません!2 (フロース コミック),2,2026-09-04
11905,最強公女は今日も退屈です 7 (piccomics),7,2026-09-04
12408,ダイダラ(5) (ヒーローズコミックス),5,2026-09-04
12845,アルファ騎士がオメガになってしまった件～最強α騎士団長の俺が、世話焼きα部下から執着溺愛されています～【合本版】2 (ヴィオラコミックス),2,2026-09-04
12915,ラビットチェイサー 1 (ジャンプコミックス),1,2026-09-04
13261,.A-ドットアリス- 2 (ジャンプコミックスDIGITAL),2,2026-09-04
13859,異世界の常識は難しい~希少で最弱な人族に転生したけど物理以外で最強になりそうです~ (2) (バンブーコミックスBCf),2,2026-09-04
14216,誰かが私に憑依した 6 (piccomics),6,2026-09-04
14227,婚約破棄されたいので素顔を隠して残念令嬢になります!え?腹黒王子にバレてるとか聞いてないんですけど!? 1 (PASH!コミックス),1,2026-09-04
14254,漫画ゴラク 2026年 9/18 号 [雑誌] (週刊漫画ゴラク),,2026-09-04
14362,デリヘル、呼んでみた。#46まんぐり撮影会 (フォーチュンコミックアダルト),,2026-09-04
15036,王宮侍女アンナの日常２,2,2026-09-04
15442,うさひな-5年付き合ってる大学生カップルの話-【分冊版】 9 (Couture Comics),9,2026-09-04
16223,オダロク 1 (ジャンプコミックス),1,2026-09-04
17021,先生はソレに気付かない。(2) (ヒーローズコミックス),2,2026-09-04
17551,チラチラ【単話】（１０８） (ビッグコミックス),108,2026-09-04
19514,がらくたから　（２） (角川コミックス・エース),2,2026-09-04
20130,イットボーイハント 4 (花とゆめコミックススペシャル),4,2026-09-04
20430,旦那様、もう一度結婚してください 6 (piccomics),6,2026-09-04
20894,宮殿の隣のマロニエ農場 6 (piccomics),6,2026-09-04
20957,ノアの渡航券　１ (角川コミックス・エース),1,2026-09-04
23782,破滅ルートを目指し、完璧な悪役令嬢になってみせますっ!~推しのため当て馬をやり遂げたいのに、無愛想な護衛騎士様がやたらと絡んできます~ (3) (バンブーコミックスBCf),3,2026-09-04
23892,ステルス令嬢の恋愛事情1 ご主人様の秘密を知ってしまったら溺愛されまして!? (フロース コミック),,2026-09-04
24331,生き残った王女の笑顔の裏には 2 (フロース コミック),2,2026-09-04
24587,寡黙な将軍閣下様は魔力ゼロの嫁が好きすぎる~なぜか旦那様の心の声が聞こえます!?~ 2 (花とゆめコミックススペシャル),2,2026-09-04
24808,悪役令嬢のショコラティエは推しの攻略に有効でした 3 (フロース コミック),3,2026-09-04
25355,男をやめてみた～癌になったので女装して恋をすることにしました～81 (エンペラーズコミックス),81,2026-09-04
25373,寡黙な将軍閣下様は魔力ゼロの嫁が好きすぎる~なぜか旦那様の心の声が聞こえます!?~ 1 (花とゆめコミックススペシャル),1,2026-09-04
25699,仏滅結婚(6) (ヒーローズコミックス),6,2026-09-04
27290,勇者、それはちょっとどうなんだ ～外道勇者は初期装備で無双する～（６） (シードコミックス),6,2026-09-04
28478,ネガッチョ 3 (ジャンプコミックスDIGITAL),3,2026-09-04
30656,えっちなゲームのモブ令嬢に転生したら、絶倫騎士隊長様からトンデモ溺愛されてます！？【女性コミック版】１３ (ゆめこみ),13,2026-09-04
31274,彼岸の螢 1 (ジャンプコミックス),1,2026-09-04
32333,クズ騎士様の愛は激重につき! 1 (フロース コミック),1,2026-09-04
34537,私の愛する圧制者 8 (フロース コミック),8,2026-09-04
42029,二度目の人生では、お飾り王妃になりません！【分冊版】１１ (ラワーレコミックス),11,2026-09-04
43423,３か月なら、大丈夫だと思ってた。～留学した僕の留守中に、一途な彼女が汚されるまで～ 26話 (コミックダイス),2,2026-09-04
45454,武術の名手ですが、側室に転生しました 2 (フロース コミック),2,2026-09-04
49225,私の可愛い、可哀想な夫【単話版】第6話 (コミックブリーゼ),,2026-09-04
52036,災禍の魔女は自由に暮らしたい（６） (シードコミックス),6,2026-09-04
52235,精力が魔力に変換される世界に転生しました 1 (COMICらぐちゅう),1,2026-09-04
53053,聖女の私が殺された!(1) (フロース コミック),1,2026-09-04
60805,今日も拒まれてます～セックスレス・ハラスメント 嫁日記～ （17） (ぶんか社コミックス),17,2026-09-04
60971,ララのうた３ (PASH! コミックス),3,2026-09-04
62448,戦利品令嬢シェリルは自分を殺す夫を籠絡したい1 (フロース コミック),1,2026-09-04
63692,霧のプリーズラク（コミック） ３ (PASH! コミックス),3,2026-09-04
68430,Redeem ~リディーム：たった一つの永遠~ 5 (piccomics),5,2026-09-04
73692,修学旅行で仲良くないグループに入りました【単話版】10巻 (BeLuck COMICS),10,2026-09-04
86929,夢なし先生の進路指導【単話】（８７） (ビッグコミックス),87,2026-09-04
167703,カラダトモダチ （3） 【かきおろし漫画付】 (comicルクス),3,2026-09-04
—,暴力万歳（７） (ヤンマガＷｅｂ),7,2026-09-04
—,双星のアポクリファ（４） (ヤンマガＷｅｂ),4,2026-09-04
