タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
高校時代に傲慢だった女王様との同棲生活は意外と居心地が悪くない 4 (ヤングジャンプコミックスDIGITAL),4,2026-07-17,2541,552,+1989,78.3
美醜逆転世界のクレリック ～美醜と貞操観念が逆転した異世界で僧侶になりました。淫欲の呪いを解くためにハーレムパーティで『儀式』します～ 5 (ヤングジャンプコミックスDIGITAL),5,2026-07-17,1423,571,+852,59.9
春の嵐とモンスター 11 (花とゆめコミックス),11,2026-07-17,1668,681,+987,59.2
私のこと好きじゃなかったのかよ!? 1 (ヤングジャンプコミックスDIGITAL),1,2026-07-17,1989,698,+1291,64.9
野良猫と狼 7 (花とゆめコミックス),7,2026-07-17,2260,725,+1535,67.9
終末のワルキューレ禁伝 神々の黙示録 6巻【特典イラスト付き】 (ゼノンコミックス),6,2026-07-17,2705,832,+1873,69.2
解雇された暗黒兵士（３０代）のスローなセカンドライフ（１９） (ヤングマガジンコミックス),19,2026-07-17,2045,857,+1188,58.1
去る者は日々に疎し　12 (ヤングチャンピオン・コミックス),12,2026-07-17,1731,916,+815,47.1
終末のワルキューレ奇譚 ジャック・ザ・リッパーの事件簿 11巻【特典イラスト付き】 (ゼノンコミックス),11,2026-07-17,3035,938,+2097,69.1
田部さんは食べられたい　12 (Pomme Comics),12,2026-07-17,1580,1023,+557,35.3
無駄飯食らい認定されたので愛想をつかし、帝国に移って出世する ～王国の偉い人にはそれが分からんのです～ 8 (ヤングジャンプコミックスDIGITAL),8,2026-07-17,2762,1050,+1712,62
今世は当主になります 8 (piccomics),8,2026-07-17,2449,1065,+1384,56.5
高嶺のハナさん 14 (漫画ゴラク),14,2026-07-17,2833,1173,+1660,58.6
恋より青く 5 (ヤングジャンプコミックスDIGITAL),5,2026-07-17,4777,1446,+3331,69.7
地政学ボーイズ ~国がサラリーマンになって働く会社~ 9 (9) (ヤングチャンピオンコミックス),9,2026-07-17,2263,1474,+789,34.9
君に愛されて痛かった 10 (10) (ヤングチャンピオンコミックス),10,2026-07-17,2739,1514,+1225,44.7
やがて絵筆を映ろし君は 2 (ヤングジャンプコミックスDIGITAL),2,2026-07-17,4715,1584,+3131,66.4
お姉ちゃんはゲームをすると人が変わるお姉ちゃん　5 (ヤングチャンピオン烈コミックス),5,2026-07-17,3215,1593,+1622,50.5
妻か死か～敗戦国の女たち～　5 (チャンピオンREDコミックス),5,2026-07-17,3245,1629,+1616,49.8
カット＆ペーストでこの世界を生きていく 16 (ヤングジャンプコミックスDIGITAL),16,2026-07-17,4137,1656,+2481,60
大怪獣ゲァーチマ（９） (ヤングマガジンコミックス),9,2026-07-17,3753,1708,+2045,54.5
爆弾（５） (コミックＤＡＹＳコミックス),5,2026-07-17,3698,1876,+1822,49.3
推しに甘噛み 10 (花とゆめコミックス),10,2026-07-17,4191,1927,+2264,54
轟大丸の奇怪体験談　4 (チャンピオンREDコミックス),4,2026-07-17,5968,2294,+3674,61.6
福引で当たったので異世界に移住し、恋をしました(2) (クロフネCOMICS くろふねピクシブシリーズ),2,2026-07-17,6256,2664,+3592,57.4
彼女がハーレムを薦めてくる。 1 (ヤングジャンプコミックス),1,2026-07-17,10685,2721,+7964,74.5
WジュリエットII 17 (花とゆめコミックス),17,2026-07-17,6778,2779,+3999,59
裏ダンジョンおくさん（４） (サンデーGXコミックス),4,2026-07-17,6388,3019,+3369,52.7
さるまね 13巻 (ゼノンコミックス),13,2026-07-17,8993,3039,+5954,66.2
岩元先輩ノ推薦 14 (ヤングジャンプコミックス),14,2026-07-17,7204,3453,+3751,52.1
もうやめて回復しないで賢者様！【秋田書店版】　3 (ヤングチャンピオン・コミックス),3,2026-07-17,6878,3559,+3319,48.3
マスクを取った奏多くんはえっちで溺愛で、ちょっと黒い。29 (黒ひめコミック),,2026-07-17,83710,4145,+79565,95
惨家 7 (7) (ヤングチャンピオンコミックス),7,2026-07-17,6185,4416,+1769,28.6
年年百暗殺恋歌【電子限定おまけ付き】 7 (花とゆめコミックススペシャル),7,2026-07-17,9450,4531,+4919,52.1
高みの鷹見さん 2 (ヤングジャンプコミックスDIGITAL),2,2026-07-17,12568,5267,+7301,58.1
東京決闘環状戦 21巻【特典イラスト付き】 (ゼノンコミックス),21,2026-07-17,12623,5858,+6765,53.6
月刊トリレンマ 3 (ヤングジャンプコミックスDIGITAL),3,2026-07-17,11551,5929,+5622,48.7
亜童（１２） (ヤングマガジンコミックス),12,2026-07-17,10054,5934,+4120,41
惨劇山脈 ~ヒグマ襲撃~ 3 (3) (ヤングチャンピオンコミックス),3,2026-07-17,10740,5983,+4757,44.3
運びの犬　16 (ヤングチャンピオン・コミックス),16,2026-07-17,10167,6051,+4116,40.5
借金100億の神巫女、温泉宿のおっさんに買われる 2 (ヤングジャンプコミックス),2,2026-07-17,10950,6242,+4708,43
TSUYOSHI 誰も勝てない、アイツには (31) (裏少年サンデーコミックス),31,2026-07-17,7203,6273,+930,12.9
俺の可愛い弟は 2【電子特典付き】 (フルールコミックス),,2026-07-17,10574,6503,+4071,38.5
継母だけど娘が可愛すぎる（9） (カラフルハピネス),9,2026-07-17,9244,6695,+2549,27.6
今世は当主になります 8 (フロース コミック),8,2026-07-17,9036,6752,+2284,25.3
勇者遺族 2 (ヤングジャンプコミックスDIGITAL),2,2026-07-17,13373,6753,+6620,49.5
みんなの皇女様 5 (piccomics),5,2026-07-17,12496,6808,+5688,45.5
堅物軍人の良縁　さっさと子作りを終えて離婚したいのに、毎晩記憶がトぶほど愛されるので困っています(2) (Pomme Comics),2,2026-07-17,10072,7176,+2896,28.8
山劇 1 (ヤングジャンプコミックスDIGITAL),1,2026-07-17,15738,7369,+8369,53.2
石の世界の絶頂剣士 1 (1) (ヤングチャンピオンコミックス),1,2026-07-17,15563,7802,+7761,49.9
ねがいあい～ハジメテ同士のはじらい遊戯～ 5 (ヤングジャンプコミックスDIGITAL),5,2026-07-17,16156,7879,+8277,51.2
ギャラクシーぷーちゃん 宇宙のはじっこでこんにちは (1) (マンガワンコミックス),1,2026-07-17,11785,8050,+3735,31.7
~銀牙伝説~レクイエム (11) (ニチブンコミックス),11,2026-07-17,11894,8178,+3716,31.2
ぐがぐもぐるてん02 (青騎士コミックス),,2026-07-17,15095,8325,+6770,44.8
邪神の孫 ダークエルフ姉妹と過ごす異世界引きこもり生活(2) (ヤングマガジンKC),2,2026-07-17,22377,9029,+13348,59.7
六花綺譚（３） (コミックＤＡＹＳコミックス),3,2026-07-17,16777,10032,+6745,40.2
週刊漫画ＴＩＭＥＳ　２０２６年７／３１・８／７合併号 [雑誌] (週刊漫画TIMES),,2026-07-17,53619,10089,+43530,81.2
公爵家は義兄が継げばいい ～ポンコツ令嬢の悪女計画～ (3) (クロフネCOMICS くろふねピクシブシリーズ),3,2026-07-17,11991,10527,+1464,12.2
最強の剣聖と賢者のもとに転生した俺は無自覚無双する 2 (ヤングジャンプコミックス),2,2026-07-17,15761,10985,+4776,30.3
もう一度、光の中へ（9） (カラフルハピネス),9,2026-07-17,16140,11423,+4717,29.2
粛正の解毒師 10 (ヤングジャンプコミックス),10,2026-07-17,17209,11743,+5466,31.8
義家族に執着されています (5) (カラフルハピネス),5,2026-07-17,14239,11817,+2422,17
孕むまで乱れいけ~身代わり花嫁と軍服の猛愛6 (Clair TLcomics),,2026-07-17,16525,12033,+4492,27.2
漫画ゴラク 2026年 7/31 号 [雑誌] (週刊漫画ゴラク),,2026-07-17,59298,13084,+46214,77.9
終末、なに食べる？　2 (ヤングチャンピオン・コミックス),2,2026-07-17,21531,13684,+7847,36.4
魔法少女・ぐるめぐり（３） (サンデーGXコミックス),3,2026-07-17,18829,13785,+5044,26.8
キングダム BOXセット 3 合従軍編 (ヤングジャンプコミックス),,2026-07-17,18960,13819,+5141,27.1
禁欲いんぽっしぶる女学園5 (ナイトマ),,2026-07-17,20498,13849,+6649,32.4
転生したら初夜でした。2 (Pomme Comics),,2026-07-17,16088,14470,+1618,10.1
落ちこぼれギルド職員、実はSランク召喚士だった 1 ~定時で帰るため、裏でボスを倒してたら追放されました~ (ヤングジャンプコミックス),,2026-07-17,29259,14517,+14742,50.4
変態ストーカーに狙われてます ： 5 【特典付き】 (チルシェコミックス),,2026-07-17,19417,14627,+4790,24.7
デリヘル、呼んでみた。#41狭すぎるアソコ開拓 (フォーチュンコミックアダルト),,2026-07-17,18091,14801,+3290,18.2
二周目賢者の英雄譚 2 ~生まれ変わった最強、前世で鍛えた魔法で学園無双する~ (ヤングジャンプコミックス),,2026-07-17,21247,15390,+5857,27.6
無名の三流テイマーは王都のはずれでのんびり暮らす: ~でも、国家の要職に就く弟子たちがなぜか頼ってきます~ (1) (アルファポリスCOMICS),1,2026-07-17,17248,15647,+1601,9.3
生活魔術師達、魔女の森に挑む3 (このマンガがすごい！ comics),,2026-07-17,16568,15728,+840,5.1
もう興味がないと離婚された令嬢の意外と楽しい新生活【単話】（３０） (マンガワン女子部),30,2026-07-17,28428,16323,+12105,42.6
流されおじさんの初めていただきます (フルールコミックス),,2026-07-17,22674,17257,+5417,23.9
身ごもったら、この結婚は終わりにしましょう～身代わり花嫁はＳ系弁護士の溺愛に毎夜甘く啼かされる～2 (マーマレードコミックス),,2026-07-17,43248,17409,+25839,59.7
田部さんは食べられたい　第61話 【単話】田部さんは食べられたい (Pomme Comics),,2026-07-17,93493,17593,+75900,81.2
万能女中コニー・ヴィレ【単話売】(26) (FK comics),26,2026-07-17,21640,17949,+3691,17.1
無用の皇子は西に向き 3 (熱帯COMICS),3,2026-07-17,23187,18352,+4835,20.9
キャシャーンR 2 (2) (チャンピオンREDコミックス),2,2026-07-17,27230,18807,+8423,30.9
BL作家は理想の攻めに××されたい (Ｓｐｌｕｓｈコミックス),,2026-07-17,20351,18877,+1474,7.2
期限つき皇女のはずが、うまくやりすぎてしまったようです 3 (フロース コミック),3,2026-07-17,21056,19707,+1349,6.4
BL作家は理想の攻めに××されたい【電子書籍特装版】 (Splushコミックス),,2026-07-17,19947,20391,-444,-2.2
あの子とふたりで。 2 (ヤングジャンプコミックスDIGITAL),2,2026-07-17,28286,20537,+7749,27.4
前略、お兄ちゃんは聖女になりました。4 (Glanz BLcomics),,2026-07-17,25549,20695,+4854,19
夢幻のノエル1 (青騎士コミックス),,2026-07-17,76120,21951,+54169,71.2
セカンドバージン・セカンドライフ～バツのち、セフ活～（５） (マンガワン女子部),5,2026-07-17,40703,22155,+18548,45.6
異世界出稼ぎ~年収一兆円を持ち帰る簡単なお仕事(1) (ヤンマガKCスペシャル),1,2026-07-17,29497,22291,+7206,24.4
政略結婚のはずが、溺愛旦那様がご執心すぎて離婚を許してくれません【分冊版】33話 (マーマレードコミックス),,2026-07-17,94924,22610,+72314,76.2
抱いて欲しけりゃ啼いてみろ３ (caramelコミックス),,2026-07-17,43969,22784,+21185,48.2
悪魔な兄が過保護で困ってます２ (FK comics),,2026-07-17,26732,22878,+3854,14.4
次期社長に再会したら溺愛されてます【特別番外編】～二度目のめぐり合い (マーマレードコミックス),,2026-07-17,35750,24299,+11451,32
魔王イブロギアに身を捧げよ-Endgame- (Glanz BLcomics),,2026-07-17,47643,24999,+22644,47.5
悪女と噂される公爵令嬢なので、3年後に離縁しますっ！　３　冷酷王は花嫁を逃がさない (Pomme Comics),,2026-07-17,27049,25079,+1970,7.3
おやすみストレイシープ 4巻【特典イラスト付き】 (ゼノンコミックス),4,2026-07-17,51766,25923,+25843,49.9
今世では、ひとりで生きようと思います。そのはずが…【コミックス版】【特典まんが付き】２ (comic スピラ),,2026-07-17,25693,26104,-411,-1.6
偽物令嬢の復讐 ～仇討ちのため、5人の侯爵令息の婚約者になります～（４） (マンガワン女子部),4,2026-07-17,41183,26194,+14989,36.4
剣を持たない剣聖、貴族に支配された騎士学園で無双する 3 (ヤングジャンプコミックス),3,2026-07-17,30073,26981,+3092,10.3
どうやら貧乏男爵家の末っ子に転生したらしいです2 (DREコミックス),,2026-07-17,32907,28431,+4476,13.6
禁欲シェアハウス2 (ナイトマ),,2026-07-17,56272,29216,+27056,48.1
秘密で赤ちゃんを産んだら、強引社長が溺愛パパになりました　1 (マーマレードコミックス),1,2026-07-17,44767,30035,+14732,32.9
BLゲームの悪役令息なのに攻略者に襲われるのだがどうすればいい？【第23話】 (ヴィオラコミックス),,2026-07-17,47494,30583,+16911,35.6
愛を誓うには早すぎる 1 (花とゆめコミックス),1,2026-07-17,37989,30897,+7092,18.7
上海コンセッション 1 (1) (ヤングチャンピオンコミックス),1,2026-07-17,49392,31150,+18242,36.9
イケないお隣さんは私にしかたたない (ラブきゅんcomic),,2026-07-17,181513,31552,+149961,82.6
タツキとタマキ 4 (ヤングジャンプコミックス),4,2026-07-17,42416,32424,+9992,23.6
あなたたちに捨てられた私は、ようやく幸せになれそうです 1 (フロース コミック),1,2026-07-17,58019,32927,+25092,43.2
ブラックガールズトーク ～女が語るムカつく奴ら～【単話】（６３） (マンガワン女子部),63,2026-07-17,36891,33815,+3076,8.3
職業王妃ですので王の溺愛はご遠慮願います1 (フロース コミック),,2026-07-17,48135,34447,+13688,28.4
鬼狩り神社の守り姫(2) (フロース コミック),2,2026-07-17,37664,34486,+3178,8.4
離婚しようと記憶喪失のふりをしたら、怜悧な旦那様が激甘に愛してきます2 (マーマレードコミックス),,2026-07-17,38259,34617,+3642,9.5
魔王さま、おいしいごはんを召し上がれ!1 追放された末王女は魔族の国でしあわせに暮らします! (フロース コミック),1,2026-07-17,50599,35204,+15395,30.4
捨てられた私の素朴で楽しい独身人生 5 (piccomics),5,2026-07-17,77649,35258,+42391,54.6
忠実な剣になろうとしただけなのに 5 (piccomics),5,2026-07-17,51563,35499,+16064,31.2
無能と追放された最弱魔法剣士、呪いが解けたので最強へ成り上がる１ (comicスピラ),1,2026-07-17,79706,35717,+43989,55.2
婚約者に裏切られた錬金術師は、独立して『ざまぁ』します コミック版 （分冊版） 【第51話】 (BKコミックス),,2026-07-17,78721,35786,+42935,54.5
ホタルの嫁入り【単話】 外伝2 (マンガワン女子部),,2026-07-17,85110,36316,+48794,57.3
蜂蜜令嬢の契約結婚 雇われ妻に甘い恋は不要です!? volume1 (フロース コミック),,2026-07-17,41332,36353,+4979,12
災厄級スキル〈暴食魔王〉持ちの悪役貴族に転生しましたが、処刑されたくないのでスキルを隠してひたすら努力します。 ( 1) (ニチブンコミックス),1,2026-07-17,61516,37997,+23519,38.2
お姉ちゃんズがきわど過ぎるっ (彗星社コミックス),,2026-07-17,119332,38791,+80541,67.5
サキヨミ！【おまけ描き下ろし付き】 6 (花とゆめコミックススペシャル),6,2026-07-17,68840,39877,+28963,42.1
ラブフレグランス2 (ナイトマ),,2026-07-17,50257,40042,+10215,20.3
策士な王太子の溺愛包囲網～婚活中の公爵令嬢は逃げられません！～【分冊版】4話 (乙女ドルチェ・コミックス),2,2026-07-17,153012,40098,+112914,73.8
ひきこもり令嬢なのに、氷の辺境伯の花嫁(※期間限定)に選ばれてしまった 1 (フロース コミック),1,2026-07-17,51130,40672,+10458,20.5
子連れΩ、偽装交際はじめました 分冊版 ： 15 (チルシェコミックス),15,2026-07-17,54445,41988,+12457,22.9
comic Berry’sテリトリーラブ～その外科医、難攻不落につき～11巻 (Berry's COMICS),11,2026-07-17,43810,43782,+28,0.1
父と母を亡くし富山の山小屋で働く話 2 (2) (チャンピオンREDコミックス),2,2026-07-17,46301,45244,+1057,2.3
悪役皇女様はお菓子の家に住みたい 5 (piccomics),5,2026-07-17,70587,47432,+23155,32.8
ハズレ王女ですが、今世は大公殿下に愛されています 4 (フロース コミック),4,2026-07-17,49764,48032,+1732,3.5
お嬢様系底辺ダンジョン配信者、迷惑系をボコったらバズって伝説になってますわ！？【単話】（２３） (サンデーうぇぶりコミックス),23,2026-07-17,49465,48115,+1350,2.7
comic Berry’s紡ぐはひとひらの光8巻 (Berry's COMICS),8,2026-07-17,78226,48841,+29385,37.6
ハズレ王女ですが、今世は大公殿下に愛されています 3 (フロース コミック),3,2026-07-17,51610,49270,+2340,4.5
転生悪役令嬢、極愛執事に純潔を狙われています。2 (ショコラシュクレコミックス),,2026-07-17,78944,49305,+29639,37.5
贄巫女と朱雀の執愛婚 (comicスピラ),,2026-07-17,87322,51561,+35761,41
ウサギランナウェイ(2) (ヤングマガジンKC),2,2026-07-17,43527,51732,-8205,-18.9
今日の遊び明日の本気（通常版） (アクションコミックス),,2026-07-17,90169,52661,+37508,41.6
見捨てられた王女は冷酷王子に拾われました!?～幸せ婚前恋～ (乙女ドルチェ・コミックス),,2026-07-17,96002,53187,+42815,44.6
無自覚最硬タンクのおかしな牧場 2 (FWコミックス),2,2026-07-17,101636,53698,+47938,47.2
一勝千金【単話】（７３） (裏少年サンデーコミックス),73,2026-07-17,111607,55732,+55875,50.1
落ちこぼれ子竜の縁談　閣下に溺愛されるのは想定外ですが！？【単話売】(8) (FK comics),8,2026-07-17,66895,57688,+9207,13.8
秘密で赤ちゃんを産んだら、強引社長が溺愛パパになりました【分冊版】6話 (マーマレードコミックス),,2026-07-17,160538,60721,+99817,62.2
身ごもったら、この結婚は終わりにしましょう～身代わり花嫁はＳ系弁護士の溺愛に毎夜甘く啼かされる～【分冊版】12話 (マーマレードコミックス),,2026-07-17,243591,62267,+181324,74.4
無情な皇帝の密やかな執愛～白薔薇姫は可憐に濡れる～ (乙女ドルチェ・コミックス),,2026-07-17,91167,68379,+22788,25
紡ぐはひとひらの光 　１ (ベリーズコミックス),1,2026-07-17,96843,69878,+26965,27.8
皇女様は安らかに死にたい！ 4 (piccomics),4,2026-07-17,106013,71605,+34408,32.5
最速進化のスライム無双 ～チートスキル＜スライム＞により100倍速でレベルアップして世界最強に～ コミック版（分冊版） 【第11話】 (BKコミックス),,2026-07-17,108905,74024,+34881,32
裏バイト：逃亡禁止【単話】（８１） (裏少年サンデーコミックス),81,2026-07-17,113561,75157,+38404,33.8
独占求婚～エリート社長に愛でられすぎてます～　2 (マーマレードコミックス),2,2026-07-17,158666,85050,+73616,46.4
独占求婚～エリート社長に愛でられすぎてます～　1 (マーマレードコミックス),1,2026-07-17,158870,85093,+73777,46.4
堅物夫が私（妻）と浮気しています!?【分冊版】13話 (マーマレードコミックス),,2026-07-17,238585,91712,+146873,61.6
私、今日から皇女ですか！？ 8 (piccomics),8,2026-07-17,117702,125557,-7855,-6.7
佐々木蒼が眼鏡を外したら　１ (ベリーズコミックス) (Berry’s COMICS か 1-1),1,2026-07-17,115079,126248,-11169,-9.7
