順位,タイトル,巻数,発売日
79,Lv2からチートだった元勇者候補のまったり異世界ライフ 15 (ガルドコミックス),15,2026-09-20
423,煽り系ゲーム配信者（20歳）、配信の切り忘れによりいい人バレする。 3 (ガルドコミックス),3,2026-09-20
831,骨姫ロザリー 4　～死者の最期を追体験し、力を引き継ぐ～ (ガルドコミックス),4,2026-09-20
2697,婚約者から「平民を愛人にしたい」と言われた私－お飾りの妻は嫌なので「真実の愛」と共に破滅させます－ （4） (マンガBANGコミックス),4,2026-09-20
3196,（毒殺された）世界無双の毒魔法使い （12） (マンガBANGコミックス),12,2026-09-20
5691,遅咲き冒険者 （6） (マンガBANGコミックス),6,2026-09-20
10438,魔法は異世界に置いてきました。 ～天才魔導士だった妹のよわくてニューゲーム～ 2 (ガルドコミックス),2,2026-09-20
11470,10年越しの復讐 （5） (マンガBANGコミックス),5,2026-09-20
12126,３か月なら、大丈夫だと思ってた。～留学した僕の留守中に、一途な彼女が汚されるまで～合冊版 5 (コミックダイス),5,2026-09-20
14191,名もなき魔物と二人の騎士～そして婚約者は困惑する～【マイクロ】（１１） (異世界フラワーコミックス),11,2026-09-20
19140,実家を二度追放された俺、弱小国に拾われて無双の英雄となる。【スキル鑑定・極】が発現して、騎士や魔法使いたちの能力を片っ端から底上げしてたら、いつのまにか世界最強国家になっていたようです。 （1） (マンガBANGコミックス),1,2026-09-20
19346,懐妊初夜～一途な社長は求愛の手を緩めない～【マイクロ】（３０） (フラワーコミックス),30,2026-09-20
21263,虎王の花嫁さん【マイクロ】（４３） (フラワーコミックス),43,2026-09-20
25963,ここに復縁フラグが立っています（１） (Ｋｉｓｓコミックス),1,2026-09-20
36837,さよなら私のクズ旦那（２） (Ｋｉｓｓコミックス),2,2026-09-20
40066,贋作のマリア（２） (BE・LOVEコミックス),2,2026-09-20
50686,透明な鱗の人魚の味は（2） (マンガBANGコミックス),2,2026-09-20
88096,婚活ブラックコンシェルジュ 束 愛子～それでも結婚したいですか？～(29) (コミックなにとぞ),29,2026-09-20
103363,好きっていえなくて死ぬ！【マイクロ】（２１） (フラワーコミックス),21,2026-09-20
103364,好きっていえなくて死ぬ！【マイクロ】（２０） (フラワーコミックス),20,2026-09-20
161870,サムシングフォーブルー～わたしのしあわせは結婚？～(24) (コミックなにとぞ),24,2026-09-20
182497,ある日突然、夫が愛人を連れてくるものですから… 14 (インカローズコミックス),14,2026-09-20
