順位,タイトル,巻数,発売日
3742,ラブライブ! flowers*―蓮ノ空女学院スクールアイドルクラブ― 5 (ヤングジャンプコミックス),5,2026-09-17
4029,ギャルと本屋 (2) (てんとう虫コミックス),2,2026-09-17
4170,岩元先輩ノ推薦 15 (ヤングジャンプコミックス),15,2026-09-17
4276,4軍くん（仮） 14 (ヤングジャンプコミックスDIGITAL),14,2026-09-17
4329,俺だけ不遇スキルの異世界召喚叛逆記～最弱スキル【吸収】が全てを飲み込むまで～ 18 (ヤングジャンプコミックスDIGITAL),18,2026-09-17
5478,お前は俺のモノだろ？　～俺様社長の独占溺愛～４【電子限定特典付】 (ピュールコミックスピュア),,2026-09-17
5748,メランコ・キリング 2 (ヤングジャンプコミックス),2,2026-09-17
5850,嫁がくる！ 2 (ヤングジャンプコミックスDIGITAL),2,2026-09-17
6669,勇者遺族 3 (ヤングジャンプコミックスDIGITAL),3,2026-09-17
6745,副音声はうるさい十分に（分冊版）【番外編】2 (fujossyコミックプチ),2,2026-09-17
7911,アラームが鳴らないうちに,,2026-09-17
8557,オーバーレブ!90’sー音速の美少女たちー 9 (9) (ヤングチャンピオンコミックス),9,2026-09-17
9459,剣聖サラリーマン無双~幼馴染みがときどき人類を救う手伝いを頼んでくる~ ( 2) (マンガBANGコミックス),2,2026-09-17
9641,もう少しだけ、そばにいて A Little Journey (クロフネCOMICS くろふねピクシブシリーズ),,2026-09-17
10028,デカいうさぎに懐かれた！？　2 (チャンピオンREDコミックス),2,2026-09-17
10831,幼馴染は一卵性の獣９ (カルトコミックス Love Chucola Selection),9,2026-09-17
11322,獣達のペレグリナティオ (1) (裏少年サンデーコミックス),1,2026-09-17
11448,神アプリ クリミナルハンター　4 (ヤングチャンピオン・コミックス),4,2026-09-17
11718,サエイズム　18 (チャンピオンREDコミックス),18,2026-09-17
13147,極殺道―グレゴール―　6 (ヤングチャンピオン・コミックス),6,2026-09-17
13342,かりそめの公爵夫人 7 (piccomics),7,2026-09-17
13508,理想郷女子図鑑～私の結婚生活、とっても幸せです～ 4 (ヤングジャンプコミックスDIGITAL),4,2026-09-17
14155,もう興味がないと離婚された令嬢の意外と楽しい新生活【単話】（３１） (マンガワン女子部),31,2026-09-17
15382,乙女のおかず(3) (ヤングマガジンKC),3,2026-09-17
15856,傾国の側室は平和に暮らしたい (クロフネCOMICS くろふねピクシブシリーズ),,2026-09-17
16548,B組の名物カップルはまだ付き合ってない ２【電子書籍特装版】 B組の名物カップルはまだ付き合ってない【電子書籍特装版】 (Splushコミックス),,2026-09-17
16656,不本意な結婚をした令嬢が幸せになってしまいましたアンソロジーコミック２ (ＦＬＯＳ　ＣＯＭＩＣ),2,2026-09-17
18691,元侯爵令嬢の辺境使用人ライフ (comicスピラ),,2026-09-17
20336,死体役令嬢に転生したら黒幕王子に執着されちゃいました 3 (フロース コミック),3,2026-09-17
20352,恋するならゆびさきまで (フルールコミックス),,2026-09-17
20398,「先生、」 (&.Emo comics),,2026-09-17
20716,まるせっせんす 1 (集英社ホームコミックス),1,2026-09-17
21119,高学歴難民 2 (2) (チャンピオンREDコミックス),2,2026-09-17
21568,おっさんは異世界で想いを遂げる 3 (ISEKAI),3,2026-09-17
21661,殿下、ちょっと一言よろしいですか？ ～無能な悪女だと罵られて婚約破棄されそうですが、その前にあなたの悪事を暴かせていただきますね！～ 2 (マーガレットコミックスDIGITAL),2,2026-09-17
21662,ブラックガールズトーク ～女が語るムカつく奴ら～【単話】（６４） (マンガワン女子部),64,2026-09-17
21971,ドキドキさせんで秦野くん！ (ビボピーコミックス),,2026-09-17
22036,クラフトスキルで異世界の無人島を大改造! ‥‥‥とか思ったら先住民がいて、俺の子種を狙っているようです(1) (ヤングマガジンKC),1,2026-09-17
22691,岬くんから逃げられない (Tulle　Comics),,2026-09-17
22823,あの悪女には暴君が必要だ 8 (piccomics),8,2026-09-17
23152,姉に悪評を立てられましたが、何故か隣国の大公に溺愛されています3 自分らしく生きることがモットーです (フロース コミック),,2026-09-17
24958,ゴールデンエッグ 9 (ヤングジャンプコミックスDIGITAL),9,2026-09-17
25519,悪女は楽で最高ですが？（2） (カラフルハピネス),2,2026-09-17
26624,私が娘ですか？ 7 (piccomics),7,2026-09-17
26818,勇者の運命１,1,2026-09-17
26919,恋と嘘には利息がつきもの (Tulle　Comics),,2026-09-17
27367,捨てられるはずの悪妻なのに冷徹侯爵様に溺愛されています 2 (フロース コミック),2,2026-09-17
27583,剣聖サラリーマン無双~幼馴染みがときどき人類を救う手伝いを頼んでくる~ ( 1) (マンガBANGコミックス),1,2026-09-17
27633,捨てられた王女の秘密の寝室（4） (カラフルハピネス),4,2026-09-17
30735,俺のエロ配信がバレて上司にハメられてます！３ (caramelコミックス),3,2026-09-17
30891,奥田の細道 4 (ヤングジャンプコミックスDIGITAL),4,2026-09-17
30964,それ以外の星たち ： 2 (ジュールコミックス),2,2026-09-17
31012,愛されないとわかっていても～捨てられ王女は黒騎士の激重執愛に囚われる～ (comicスピラ),,2026-09-17
31158,B組の名物カップルはまだ付き合ってない２ (Ｓｐｌｕｓｈコミックス),2,2026-09-17
32054,悪女は楽で最高ですが？ 2 (piccomics),2,2026-09-17
32358,夫婦のヒケツは晩酌です 4 (ヤングジャンプコミックス),4,2026-09-17
33389,一勝千金【単話】（７７） (裏少年サンデーコミックス),77,2026-09-17
33785,魔力量歴代最強な転生聖女さまの学園生活は波乱に満ち溢れているようです ～王子さまに悪役令嬢とヒロインぽい子たちがいるけれど、ここは乙女ゲー世界ですか？～ 1 (マーガレットコミックスDIGITAL),1,2026-09-17
34682,万年を生きる平和主義ヴァンパイア、いつの間にか世界最強に ～俺が魔王軍四天王で新たな始祖？誰と間違ってんの？～ 1 (ヤングジャンプコミックスDIGITAL),1,2026-09-17
36041,跨いでナンボ(1) (ヤングマガジンKC),1,2026-09-17
36834,ココハ家族ガキエル町 3 (ヤングジャンプコミックス),3,2026-09-17
38269,貴女にかまう暇はないと言われた侯爵令嬢の幸せすぎる末路（２） (ピュールコミックスピュア),2,2026-09-17
40550,ホタルの嫁入り【単話】 外伝4 (マンガワン女子部),4,2026-09-17
53430,スパダリDom様の快感コマンド～この結婚、業務外！ (caramelコミックス),,2026-09-17
58955,白瑞宮のお料理番 1 ~異世界の神様と飯テロスローライフを満喫する~ (フロース コミック),,2026-09-17
59711,大人の夏休み～元ヤン同級生とむせ返る暑い三日間 (ラブきゅんcomic),,2026-09-17
60523,クレイジーラン (5) (裏少年サンデーコミックス),5,2026-09-17
60737,実は性欲スゴイんです…元ヤン上司が好きで、欲しくて、食べたい。 4 (ラブコフレコミックス),4,2026-09-17
67099,どこよりも遠い場所にいる君へ 2 (ヤングジャンプコミックス),2,2026-09-17
67111,殺されたくなくて悪役な婚約者を愛でていたら、なぜか溺愛されました【第11話】 (エンジェライトコミックス),,2026-09-17
67136,実は性欲スゴイんです…元ヤン上司が好きで、欲しくて、食べたい。 3 (ラブコフレコミックス),3,2026-09-17
68900,ループ10回目の王女様 6 (piccomics),6,2026-09-17
70943,規格外のダンジョン攻略者、実は異世界帰りの元勇者１ (comicスピラ),1,2026-09-17
75862,愛蔵版 シグルイ 1 (1),1,2026-09-17
92929,愛蔵版 シグルイ 2 (2),2,2026-09-17
93091,私たち離婚しますので 1 生贄令嬢と冷酷軍人の完璧なる離婚計画 (フロース コミック),,2026-09-17
94451,嫁がされた先は白豚公爵のはずですが? 1 (フロース コミック),1,2026-09-17
106969,意地悪な姑をやめたら、みんな私に執着します 6 (piccomics),6,2026-09-17
120844,大家族四男・兎田士郎の喜憂な日常【単話版】 第12話 (コミック Maomao),,2026-09-17
184968,執着系主人公の契約フィアンセです 6 (piccomics),6,2026-09-17
328800,発情乙女とクズ騎士 ～エッチな呪いが解けません!?～(14) (e乙蜜コミックス),14,2026-09-17
—,ゾンビ世界でハーレムをつくろう！（７） (ヤンマガＷｅｂ),7,2026-09-17
—,美龍艶笑譚～自己肯定感が激低なドラゴン級美少女魔王を、勇者がイチャラブで退治するお話～（１０） (ヤンマガＷｅｂ),10,2026-09-17
—,みんなのキスクラブ（４） (ヤンマガＷｅｂ),4,2026-09-17
—,再会の勇者（３） (ヤンマガＷｅｂ),3,2026-09-17
—,異世界から聖女が来るようなので、邪魔者は消えようと思います　13 (ＦＬＯＳ　ＣＯＭＩＣ),13,2026-09-17
—,初恋の人との晴れの日に令嬢は裏切りを知る (3)　幸せになりたいので公爵様の求婚に騙されません (ＦＬＯＳ　ＣＯＭＩＣ),3,2026-09-17
—,聖女になるので二度目の人生は勝手にさせてもらいます ８　～王太子は、前世で私を振った恋人でした～ (ＦＬＯＳ　ＣＯＭＩＣ),8,2026-09-17
—,聖巡エクスタシー　××しないと出られない部屋で魔族をブッ倒します（３） (ヤンマガＷｅｂ),3,2026-09-17
—,ＨＡＣＫＩＮＧ　ＧＨＯＳＴ　カラダにしか価値のない学園（７） (ヤンマガＷｅｂ),7,2026-09-17
—,黒狼王と白銀の贄姫　8　辺境の地で最愛を得る (ＦＬＯＳ　ＣＯＭＩＣ),,2026-09-17
—,牛山さん（３） (ヤンマガＷｅｂ),3,2026-09-17
—,転生聖女は推し活がしたい！(3)　虐げられ令嬢ですが推しの王子様から溺愛されています!? (ＦＬＯＳ　ＣＯＭＩＣ),3,2026-09-17
—,ＭＡＤＥ　ＩＮ　ＹＡＭＡＴＯ（１） (ヤンマガＷｅｂ),1,2026-09-17
—,かくして魔法使いノイ・ガレネーは100年後、花嫁となった２ (ＦＬＯＳ　ＣＯＭＩＣ),2,2026-09-17
—,聖女の力で婚約者を奪われたけど、やり直すからには好きにはさせない　2【電子限定特典付き】 (ＦＬＯＳ　ＣＯＭＩＣ),,2026-09-17
—,絶対に結婚したくない令嬢、辺境のケダモノと呼ばれる将軍閣下の押しかけ妻になる　2 (ＦＬＯＳ　ＣＯＭＩＣ),2,2026-09-17
—,借金令嬢とひきこもり竜王子 専属お世話係は危険がいっぱい!?２ (ＦＬＯＳ　ＣＯＭＩＣ),2,2026-09-17
—,まんが家マリナ貴族事件 愛する君のために (集英社オレンジ文庫),,2026-09-17
—,まんが家マリナ七星剣事件 愛をかたるエリニュス (集英社オレンジ文庫),,2026-09-17
—,まんが家マリナ タイム・スリップ事件 愛と剣のキャメロット (集英社オレンジ文庫),,2026-09-17
—,おためしCOMICリュウライブVol.1 (RYU COMICS),1,2026-09-17
