順位,タイトル,巻数,発売日
39,サイレント・ウィッチ　沈黙の魔女の隠しごと　VII (B's-LOG COMICS),,2026-09-01
144,没落伯爵令嬢は家族を養いたい@COMIC 第4巻 (Celicaコミックス),4,2026-09-01
150,【電子版限定特典付き】ブチ切れ令嬢は報復を誓いました。12～魔導書の力で祖国を叩き潰します～ (HJコミックス),12,2026-09-01
198,軍人婿さんと大根嫁さん　１０巻 (ＦＵＺコミックス),10,2026-09-01
292,最強の鑑定士って誰のこと？　～満腹ごはんで異世界生活～ １３ (B's-LOG COMICS),13,2026-09-01
298,オーイ！ とんぼ 第64巻 (ゴルフダイジェストコミックス),64,2026-09-01
320,◯◯なメイドさん　３巻 (ＦＵＺコミックス),3,2026-09-01
400,むこうぶち (66) (近代麻雀コミックス),66,2026-09-01
1236,オーイ!とんぼ 第64巻 (ゴルフダイジェストコミックス),64,2026-09-01
1435,悪役令嬢になんかなりません。私は『普通』の公爵令嬢です! ~New Route!~ 3 (B's-LOG COMICS),3,2026-09-01
1543,ピークアウト (5) (近代麻雀コミックス),5,2026-09-01
2084,退役魔法騎士は辺境で宿屋を営業中 1 (B's-LOG COMICS),1,2026-09-01
2164,地味薬師令嬢はもう契約更新いたしません。: ざまぁ? 没落? 私には関係ないことです (2) (レジーナCOMICS),2,2026-09-01
2303,お疲れアラサーは異世界でもふもふドラゴンと騎士の世話をしています 2 (B's-LOG COMICS),2,2026-09-01
2544,君が唄う薬恋歌 3 (B's-LOG COMICS),3,2026-09-01
3093,漫画アクション 2026年9/15号［雑誌］,,2026-09-01
3146,羞恥神～夢でのコトは忘れなさい！～ 6巻 (LINEコミックス),6,2026-09-01
3608,ひかりめぐりまたたいて 下 (H&C Comics ihr HertZｼﾘｰｽﾞ),3,2026-09-01
3640,彼女管理中につき　２巻 (ＦＵＺコミックス),2,2026-09-01
3797,爆乳バニーおばさん(4) (NOiPA COMiCS),4,2026-09-01
4095,俺の声に堕ちてください　分冊版（２２） (姉フレンドコミックス),22,2026-09-01
6000,藤見乃フェニックス老人会　３巻 (ＦＵＺコミックス),3,2026-09-01
6156,ドカベン　16巻 (SAN-EI COMICS SC 016),16,2026-09-01
6362,ドカベン　15巻 (SAN-EI COMICS SC 015),15,2026-09-01
6651,「門番やってろ」と言われ15年、突っ立ってる間に俺の魔力が9999（最強）に育ってました4 (HJコミックス),9999,2026-09-01
7118,ギャルとダンジョンと周回遅れの探索英雄譚 ② ～元レジェンド・今は訳あり低ランク探索者な俺が、Ｓ級ギャルに懐かれまくって育成お任せされた～ (ホビージャパンコミックス),,2026-09-01
10078,はずれスキル念動力（ただしレベルＭＡＸ）で無双する～手をかざすだけです。詠唱とか必殺技とかいりません。念じるだけで倒せます～【電子単行本】(5) (コミックREBEL),5,2026-09-01
10324,爆乳バニーおばさん 4【デジタル特装版】 (NOiPA COMiCS),,2026-09-01
10459,星の教室 (ハルキコミックス),,2026-09-01
10462,の、ような。【単話版】　４５ (ラバココミックス),45,2026-09-01
11155,ガンバレ人生一周目令嬢ちゃん 第1巻 (Celicaコミックス),1,2026-09-01
12045,万年草むしりと蔑まれているEランク冒険者、実は世界最強の”植物魔術”で無双する(2) (コミックREBEL),2,2026-09-01
12856,この世界の顔面偏差値が高すぎて目が痛い～突然始まる異世界溺愛生活～@COMIC 第1巻 (Celicaコミックス),1,2026-09-01
13400,【単話】誰もシナリオ通りに動いてくれないんですけど！　第16話 (B's-LOG COMICS),,2026-09-01
13674,無限魔力の異世界帰還者 ① (ホビージャパンコミックス),,2026-09-01
14763,ワタシってサバサバしてるから(62) (コミックなにとぞ),62,2026-09-01
15026,件の件について　１ (芳文社コミックス),1,2026-09-01
15836,イニシエイト (H&C Comics ihr HertZｼﾘｰｽﾞ),,2026-09-01
15940,正ヒロインに転生しましたが、運命の歯車は物理でぶち壊します 1 (B's-LOG COMICS),1,2026-09-01
16276,鄙には稀なエリー (H&C Comics CRAFTｼﾘｰｽﾞ),,2026-09-01
16483,ひかりめぐりまたたいて 上 (H&C Comics ihr HertZｼﾘｰｽﾞ),1,2026-09-01
18040,再会は甘恋のはじまり　分冊版（１３） (姉フレンドコミックス),13,2026-09-01
18549,Sランク冒険者の俺が、雑魚だらけの弱小Fランクパーティーに加入するわけないだろ!! いい加減にしろ!! 1　 実力はFランク、おっぱいはSカップか……ふむ、まずは話を聞こう (HJ文庫 と 08-01-01),,2026-09-01
21396,前世魔王、今世勇者の指南役 ～生まれ変わった転生魔王は衰退した世界で新たな勇者を教育する～(2) (コミックREBEL),2,2026-09-01
