順位,タイトル,巻数,発売日
—,キングダム 80 (ヤングジャンプコミックス),,2026-08-19
—,ブラック・ラグーン（１４） (サンデーGXコミックス),,2026-08-19
—,一勝千金（７） (裏少年サンデーコミックス),,2026-08-19
—,もう興味がないと離婚された令嬢の意外と楽しい新生活（６） (マンガワン女子部),,2026-08-19
—,終の退魔師 ―エンダーガイスター―＜無修正ver.＞（２６） (サイコミ×裏少年サンデーコミックス),,2026-08-19
—,オカ活 路上オカルト活動,,2026-08-19
—,テラフォーマーズ 24 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,BLACK LAGOON エダ イニシャルステージ（９） (サンデーGXコミックス),,2026-08-19
—,ドラフトキング 26 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,任侠転生－異世界のヤクザ姫－（２１） (サンデーGXコミックス),,2026-08-19
—,ゾン100～ゾンビになるまでにしたい100のこと～（２３） (サンデーGXコミックス),,2026-08-19
—,やめろ好きになってしまう 4 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,キングダム magazine 2026 (集英社ムック),,2026-08-19
—,キャプテン2 20 (ジャンプコミックス),,2026-08-19
—,異世界最高の貴族、ハーレムを増やすほど強くなる 7 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,おさななななじみ 3 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,BFF（４） (マンガワンコミックス),,2026-08-19
—,ベイビー車中ハッカーズ 4 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,TimeTuberゆかり 4 (ヤングジャンプコミックス),,2026-08-19
—,寿エンパイア（２５） (マンガワンコミックス),,2026-08-19
—,転生アラサー女子の異世改活 政略結婚は嫌なので、雑学知識で楽しい改革ライフを決行しちゃいます！ 4 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,警部補ダイマジン 29 (漫画ゴラク),,2026-08-19
—,都市伝説解体センター Parallel File 3 (ヤングジャンプコミックス),,2026-08-19
—,ゲーム悪役貴族に転生した俺は、チート筋肉で無双する（５） (裏少年サンデーコミックス),,2026-08-19
—,まんが家マリナ密室殺人事件 愛と哀しみのフーガ (集英社オレンジ文庫),,2026-08-19
—,まんが家マリナ黒鈴事件 愛よいま、風にかえれ (集英社オレンジ文庫),,2026-08-19
—,異世界はスマートフォンとともに。32 (ＨＪノベルス),,2026-08-19
—,一緒に暮らしていいですか？ 9 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,史上最強の魔法剣士、Fランク冒険者に転生する ～剣聖と魔帝、2つの前世を持った男の英雄譚～ 16 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,只野工業高校の日常 15 (ヤングジャンプコミックス),,2026-08-19
—,終の退魔師 エンダーガイスター (26) (裏少年サンデーコミックス),,2026-08-19
—,ちゃんぺんとママぺんの平凡だけど幸せな日々 4,,2026-08-19
—,キングダム BOXセット 4 成蟜の変・著雍攻略戦・秦国統一編・黒羊丘の戦い (ヤングジャンプコミックス),,2026-08-19
—,くじ引き特賞:無双ハーレム権 13 (ヤングジャンプコミックス),,2026-08-19
—,遥かなるマナーバトル（９） (マンガワンコミックス),,2026-08-19
—,俺だけ不遇スキルの異世界召喚叛逆記～最弱スキル【吸収】が全てを飲み込むまで～ 17 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,制裁学園 9 (ヤングジャンプコミックス),,2026-08-19
—,異世界はスマートフォンとともに。32　ドラマCD付き特装版 (HJ NOVELS),,2026-08-19
—,ギルド追放された雑用係の下剋上～超万能な生活スキルで世界最強～ 8 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,共飯グルメ！ 3 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,ワンダラスト 1 (ヤングジャンプコミックス),,2026-08-19
—,境界のエンドフィール 8 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,幼馴染彼女のモラハラがひどいんで絶縁宣言してやった ～自分らしく生きることにしたら、なぜか隣の席の隠れ美少女から告白された～ 6 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,圧倒的ガチャ運で異世界を成り上がる！ 6 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,今日はひとりでごはん日和,,2026-08-19
—,剣と魔法とNTR 2 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,社畜テイマー、可愛いスライムのおかげで無自覚なまま無双する～うっかり国内トップの配信に映り込んで最強がバレました～ 4 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,ヒト科のゆいか 4 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,読心貴族～男女比1：99世界の悪役令息～ 1 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,東京KINOKO～世界ランキング1位のコミュ力最弱JK～ 3 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,いち駆ける 1 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,破滅を控えた悪役令嬢が無理してヒロインを演じた結果～怠惰な余生が憧れなのに、第二王子の溺愛ルートに困惑中～（２） (マンガワン女子部),,2026-08-19
—,カミキル-KAMI KILL- 4 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,策士な王太子の溺愛包囲網～婚活中の公爵令嬢は逃げられません！～ (乙女ドルチェ・コミックス),,2026-08-19
—,皇帝の孫に転生する皇帝 7 (ヤングジャンプコミックスDIGITAL),,2026-08-19
—,メイド＆ロイドはお嬢様のお役に立ちたい！（１） (サンデーGXコミックス),,2026-08-19
—,推しとは恋に落ちません。(たぶん) (3) (バンブーコミックス 恋パラコレクションDX),,2026-08-19
—,コミック 鬼平犯科帳128 (文春時代コミックス),,2026-08-19
—,おいしいからだ。3 (オークラコミックス ミンティコミックス),,2026-08-19
