順位,タイトル,巻数,発売日
—,利害一致婚のはずですが、ホテル王の一途な溺愛に蕩かされています (1) (エタニティCOMICS),,2026-08-19
—,鶴子はまだ四十五だから! (3) (裏少年サンデーコミックス),,2026-08-19
—,あかつきに漣 2 (集英社ホームコミックス),,2026-08-19
—,巻き添えで異世界に喚び出されたので、世界観無視して和菓子作ります【単話】（２１） (マンガワン女子部),,2026-08-19
—,エニグマティカ 2 (ヤングジャンプコミックス),,2026-08-19
—,ジェノヴァの弟子 4 ~10秒しか戦えない魔術師、のちの『魔王』を育てる~ (ヤングジャンプコミックス),,2026-08-19
—,地味男を餌付けしたら、実はイケメン御曹司でした２ (マーマレードコミックス),,2026-08-19
—,恋育契約～極上御曹司は溺愛を隠さない～ ２ (マーマレードコミックス),,2026-08-19
—,恋育契約～極上御曹司は溺愛を隠さない～　1 (マーマレードコミックス),,2026-08-19
—,ホタルの嫁入り【単話】 外伝3 (マンガワン女子部),,2026-08-19
—,政略結婚のはずが、溺愛旦那様がご執心すぎて離婚を許してくれません【分冊版】34話 (マーマレードコミックス),,2026-08-19
—,一勝千金【単話】（７５） (裏少年サンデーコミックス),,2026-08-19
—,溺婚～溺愛されるできちゃった婚～【分冊版】22話 (マーマレードコミックス),,2026-08-19
—,溺甘パパな幼馴染みドクターは、婚約破棄を選んで秘密のママになった私を執着愛で逃がさない【分冊版】10話 (マーマレードコミックス),,2026-08-19
—,秘密で赤ちゃんを産んだら、強引社長が溺愛パパになりました【分冊版】7話 (マーマレードコミックス),,2026-08-19
—,身ごもったら、この結婚は終わりにしましょう～身代わり花嫁はＳ系弁護士の溺愛に毎夜甘く啼かされる～【分冊版】13話 (マーマレードコミックス),,2026-08-19
—,二度目はタの付く自由業　～逆行社畜は持ち越しチートでリスタート～【単話版】１ (アース・スターコミックス),,2026-08-19
—,二度目はタの付く自由業　～逆行社畜は持ち越しチートでリスタート～【単話版】２ (アース・スターコミックス),,2026-08-19
—,堅物夫が私（妻）と浮気しています!?【分冊版】14話 (マーマレードコミックス),,2026-08-19
—,離婚しようと記憶喪失のふりをしたら、怜悧な旦那様が激甘に愛してきます【分冊版】14話 (マーマレードコミックス),,2026-08-19
