順位,タイトル,巻数,発売日
22881,パートごときがでしゃばるなとクビにされました～このスーパー、私達で回してましたが大丈夫ですか？～【単話】 10 (Rentaコミックス),10,2026-07-11
55059,16年目の復讐～奴らを地獄に送るまで１９ (コミックアウル),,2026-07-11
74612,魔導書令嬢～伝説の魔導書を修復したら最強の精霊が味方になりました（クールな王弟殿下がなぜかいつもそばにいます）～［ばら売り］　第10話 (花とゆめコミックススペシャル),3,2026-07-11
112526,「変なバイト見つけた」時給××万円の理由がヤバすぎる２０ (コミックアウル),,2026-07-11
124383,寝取られアンジェニカと鬼畜伯爵［ばら売り］　第11話 (花とゆめコミックススペシャル),,2026-07-11
172914,奇妙な日記～あなたはこの謎を解明できますか？～７ (コミックアウル),,2026-07-11
177964,嫌われたいの　～好色王の妃を全力で回避します～【電子単行本版】12巻 (TUGIKURU COMICS),12,2026-07-11
186013,君を映して離さない［ばら売り］　第22話 (花とゆめコミックススペシャル),,2026-07-11
223277,狐の花嫁～今宵、呪われ妻は鬼将校に愛でられる～［ばら売り］　第12話 (花とゆめコミックススペシャル),,2026-07-11
278261,シアワセな家族６３ (コミックアウル),,2026-07-11
