順位,タイトル,巻数,発売日
57,妹は知っている(8) (ヤングマガジンKC),8,2026-08-06
71,アンダーニンジャ（１８） (ヤングマガジンコミックス),18,2026-08-06
113,平成敗残兵すみれちゃん（１１） (ヤングマガジンコミックス),11,2026-08-06
116,不老不死少女の苗床旅行記　５ (ヴァンプコミックス),5,2026-08-06
117,片田舎のおっさん、剣聖になる外伝　はじまりの魔法剣士 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-08-06
119,ヤニねこ（１３） (ヤングマガジンコミックス),13,2026-08-06
125,灰宮先輩は怖くてかわいい 3巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-08-06
169,弱虫ペダル SPARE BIKE 16 (16) (少年チャンピオンコミックス),16,2026-08-06
188,税金で買った本（２０） (ヤングマガジンコミックス),20,2026-08-06
188,はにとらっ！ 召喚勇者をハメるハニートラップ包囲網　6 (ヴァンプコミックス),6,2026-08-06
194,ウィッチクラフトワークス　ＥＸＴＲＡ（５） (アフタヌーンコミックス),5,2026-08-06
199,パリピ孔明（２６） (コミックＤＡＹＳコミックス),26,2026-08-06
201,パラノマサイト FILE25 霊感少女・黒鈴ミヲの邂逅 下巻 (デジタル版ガンガンコミックスＵＰ！),3,2026-08-06
212,BREAK BACK　25 (少年チャンピオン・コミックス),25,2026-08-06
330,難攻不落の魔王城へようこそ～デバフは不要と勇者パーティーを追い出された黒魔導士、魔王軍の最高幹部に迎えられる～ 13巻 (デジタル版ガンガンコミックスＵＰ！),13,2026-08-06
362,追放僧侶の賢者タイム　2 (少年チャンピオン・コミックス),2,2026-08-06
423,社長と酒と星（８） (ヤングマガジンコミックス),8,2026-08-06
439,グラぱらっ!(13) (KCデラックス),13,2026-08-06
487,彼岸島　４８日後…（５５） (ヤングマガジンコミックス),55,2026-08-06
493,伍と碁（７） (ヤングマガジンコミックス),7,2026-08-06
498,クールな氷上さんは迫りたい　２巻 (まんがタイムコミックス),2,2026-08-06
544,キミに恋する三姉妹　9 (少年チャンピオン・コミックス),9,2026-08-06
597,小林さんちのメイドラゴン　イルルは恋とかわかりません！ ： 2 (アクションコミックス),2,2026-08-06
660,ババンババンバンバンパイア 14 (14) (少年チャンピオンコミックス),14,2026-08-06
